Economy,Date,Scope,Frequency,Transport Type,Medium,Vehicle Type,Drive,Drive_proportion,Value,Dataset,Source
05_PRC,2019-12-31,National,Yearly,passenger,road,ldv,phevg,0.020516033724047037,4028288.754779979,LdvEv_est,8th/IeaEv
08_JPN,2019-12-31,National,Yearly,passenger,road,ldv,bev,0.0018608662210277682,128740.92743781568,LdvEv_est,8th/IeaEv
08_JPN,2019-12-31,National,Yearly,passenger,road,ldv,d,0.06898597431629927,4772679.63345398,LdvEv_est,8th/IeaEv
08_JPN,2019-12-31,National,Yearly,passenger,road,ldv,fcev,3.069278297959034e-05,2123.4290255737305,LdvEv_est,8th/IeaEv
08_JPN,2019-12-31,National,Yearly,passenger,road,ldv,g,0.916266582813346,63390376.1155478,LdvEv_est,8th/IeaEv
08_JPN,2019-12-31,National,Yearly,passenger,road,ldv,lpg,0.003362486511348019,232628.02402259829,LdvEv_est,8th/IeaEv
08_JPN,2019-12-31,National,Yearly,passenger,road,ldv,phevg,0.0021668356179127862,149908.91011032104,LdvEv_est,8th/IeaEv
09_ROK,2019-12-31,National,Yearly,passenger,road,ldv,bev,0.004795201712939234,89187.17464019191,LdvEv_est,8th/IeaEv
09_ROK,2019-12-31,National,Yearly,passenger,road,ldv,cng,0.0010567283204596758,19654.358441222907,LdvEv_est,8th/IeaEv
09_ROK,2019-12-31,National,Yearly,passenger,road,ldv,d,0.1292304714665198,2403590.3633455546,LdvEv_est,8th/IeaEv
09_ROK,2019-12-31,National,Yearly,passenger,road,ldv,fcev,0.00014413821356609098,2680.8632452219717,LdvEv_est,8th/IeaEv
09_ROK,2019-12-31,National,Yearly,passenger,road,ldv,g,0.7693734686736745,14309772.564722715,LdvEv_est,8th/IeaEv
09_ROK,2019-12-31,National,Yearly,passenger,road,ldv,lpg,0.09163098889913664,1704268.0368062227,LdvEv_est,8th/IeaEv
09_ROK,2019-12-31,National,Yearly,passenger,road,ldv,phevg,0.00046311420826299884,8613.578790492415,LdvEv_est,8th/IeaEv
11_MEX,2019-12-31,National,Yearly,passenger,road,ldv,bev,5.7825207748054175e-05,2170.0142619138596,LdvEv_est,8th/IeaEv
11_MEX,2019-12-31,National,Yearly,passenger,road,ldv,cng,0.0011750149684610083,44094.94299842706,LdvEv_est,8th/IeaEv
11_MEX,2019-12-31,National,Yearly,passenger,road,ldv,d,0.001729420625272562,64900.19781754659,LdvEv_est,8th/IeaEv
11_MEX,2019-12-31,National,Yearly,passenger,road,ldv,g,0.9885241481423345,37096477.181049086,LdvEv_est,8th/IeaEv
11_MEX,2019-12-31,National,Yearly,passenger,road,ldv,lpg,0.006542732707050565,245530.00048093658,LdvEv_est,8th/IeaEv
11_MEX,2019-12-31,National,Yearly,passenger,road,ldv,phevg,0.000968864513275626,36358.707448674686,LdvEv_est,8th/IeaEv
