Date,Vehicle Type,Transport Type,Drive,Fuel,Economy,Medium,Country,measure,Value,Comment,Scope,Dataset,Frequency,Unit
2009,all,freight,air_jet_fuel,Jet fuel and aviation gasoline,01_AUS,air,Australia,Energy,0.64,no_comment,all,EEI,annual,PJ
2009,all,freight,air_jet_fuel,Jet fuel and aviation gasoline,03_CDA,air,Canada,Energy,4.23,no_comment,all,EEI,annual,PJ
2009,all,freight,air_jet_fuel,Jet fuel and aviation gasoline,08_JPN,air,Japan,Energy,21.32,no_comment,all,EEI,annual,PJ
2009,all,freight,air_jet_fuel,Jet fuel and aviation gasoline,09_ROK,air,Korea,Energy,0.16,no_comment,all,EEI,annual,PJ
2009,all,freight,air_jet_fuel,Jet fuel and aviation gasoline,20_USA,air,United States,Energy,135.88,no_comment,all,EEI,annual,PJ
2009,all,freight,all,Coal and coal products,01_AUS,all,Australia,Energy,4.6,no_comment,all,EEI,annual,PJ
2009,all,freight,all,Diesel and light fuel oil,01_AUS,all,Australia,Energy,348.87,no_comment,all,EEI,annual,PJ
2009,all,freight,all,Diesel and light fuel oil,03_CDA,all,Canada,Energy,674.0,no_comment,all,EEI,annual,PJ
2009,all,freight,all,Diesel and light fuel oil,08_JPN,all,Japan,Energy,850.73,no_comment,all,EEI,annual,PJ
2009,all,freight,all,Diesel and light fuel oil,09_ROK,all,Korea,Energy,297.62,no_comment,all,EEI,annual,PJ
2009,all,freight,all,Diesel and light fuel oil,12_NZ,all,New Zealand,Energy,35.0,no_comment,all,EEI,annual,PJ
2009,all,freight,all,Diesel and light fuel oil,20_USA,all,United States,Energy,4894.06,no_comment,all,EEI,annual,PJ
2009,all,freight,all,Electricity,01_AUS,all,Australia,Energy,1.74,no_comment,all,EEI,annual,PJ
2009,all,freight,all,Electricity,08_JPN,all,Japan,Energy,3.15,no_comment,all,EEI,annual,PJ
2009,all,freight,all,Gas,01_AUS,all,Australia,Energy,0.19,no_comment,all,EEI,annual,PJ
2009,all,freight,all,Gas,03_CDA,all,Canada,Energy,0.16,no_comment,all,EEI,annual,PJ
2009,all,freight,all,Gas,08_JPN,all,Japan,Energy,3.74,no_comment,all,EEI,annual,PJ
2009,all,freight,all,Gas,20_USA,all,United States,Energy,2.97,no_comment,all,EEI,annual,PJ
2009,all,freight,all,Heavy fuel oil,01_AUS,all,Australia,Energy,4.71,no_comment,all,EEI,annual,PJ
2009,all,freight,all,Heavy fuel oil,03_CDA,all,Canada,Energy,82.63,no_comment,all,EEI,annual,PJ
2009,all,freight,all,Heavy fuel oil,08_JPN,all,Japan,Energy,58.47,no_comment,all,EEI,annual,PJ
2009,all,freight,all,Heavy fuel oil,09_ROK,all,Korea,Energy,4.99,no_comment,all,EEI,annual,PJ
2009,all,freight,all,Heavy fuel oil,20_USA,all,United States,Energy,3.86,no_comment,all,EEI,annual,PJ
2009,all,freight,all,Jet fuel and aviation gasoline,01_AUS,all,Australia,Energy,0.64,no_comment,all,EEI,annual,PJ
2009,all,freight,all,Jet fuel and aviation gasoline,03_CDA,all,Canada,Energy,4.23,no_comment,all,EEI,annual,PJ
2009,all,freight,all,Jet fuel and aviation gasoline,08_JPN,all,Japan,Energy,21.32,no_comment,all,EEI,annual,PJ
2009,all,freight,all,Jet fuel and aviation gasoline,09_ROK,all,Korea,Energy,0.16,no_comment,all,EEI,annual,PJ
2009,all,freight,all,Jet fuel and aviation gasoline,20_USA,all,United States,Energy,135.88,no_comment,all,EEI,annual,PJ
2009,all,freight,all,LPG,01_AUS,all,Australia,Energy,13.97,no_comment,all,EEI,annual,PJ
2009,all,freight,all,LPG,03_CDA,all,Canada,Energy,6.31,no_comment,all,EEI,annual,PJ
2009,all,freight,all,LPG,20_USA,all,United States,Energy,1.75,no_comment,all,EEI,annual,PJ
2009,all,freight,all,Motor gasoline,01_AUS,all,Australia,Energy,80.88,no_comment,all,EEI,annual,PJ
2009,all,freight,all,Motor gasoline,03_CDA,all,Canada,Energy,286.29,no_comment,all,EEI,annual,PJ
2009,all,freight,all,Motor gasoline,08_JPN,all,Japan,Energy,159.14,no_comment,all,EEI,annual,PJ
2009,all,freight,all,Motor gasoline,12_NZ,all,New Zealand,Energy,43.29,no_comment,all,EEI,annual,PJ
2009,all,freight,all,Motor gasoline,20_USA,all,United States,Energy,458.73,no_comment,all,EEI,annual,PJ
2009,all,freight,all,all,01_AUS,air,Australia,Energy,0.64,no_comment,all,EEI,annual,PJ
2009,all,freight,all,all,01_AUS,all,Australia,Energy,455.59,no_comment,all,EEI,annual,PJ
2009,all,freight,all,all,01_AUS,rail,Australia,Energy,33.71,no_comment,all,EEI,annual,PJ
2009,all,freight,all,all,01_AUS,ship,Australia,Energy,16.9,no_comment,all,EEI,annual,PJ
2009,all,freight,all,all,03_CDA,air,Canada,Energy,4.23,no_comment,all,EEI,annual,PJ
2009,all,freight,all,all,03_CDA,all,Canada,Energy,1053.62,no_comment,all,EEI,annual,PJ
2009,all,freight,all,all,03_CDA,rail,Canada,Energy,78.15,no_comment,all,EEI,annual,PJ
2009,all,freight,all,all,03_CDA,ship,Canada,Energy,112.07,no_comment,all,EEI,annual,PJ
2009,all,freight,all,all,08_JPN,air,Japan,Energy,21.32,no_comment,all,EEI,annual,PJ
2009,all,freight,all,all,08_JPN,all,Japan,Energy,1096.55,no_comment,all,EEI,annual,PJ
2009,all,freight,all,all,08_JPN,rail,Japan,Energy,4.47,no_comment,all,EEI,annual,PJ
2009,all,freight,all,all,08_JPN,ship,Japan,Energy,86.17,no_comment,all,EEI,annual,PJ
2009,all,freight,all,all,09_ROK,air,Korea,Energy,0.16,no_comment,all,EEI,annual,PJ
2009,all,freight,all,all,09_ROK,all,Korea,Energy,302.79,no_comment,all,EEI,annual,PJ
2009,all,freight,all,all,09_ROK,rail,Korea,Energy,2.54,no_comment,all,EEI,annual,PJ
2009,all,freight,all,all,09_ROK,ship,Korea,Energy,20.13,no_comment,all,EEI,annual,PJ
2009,all,freight,all,all,12_NZ,all,New Zealand,Energy,78.3,no_comment,all,EEI,annual,PJ
2009,all,freight,all,all,12_NZ,ship,New Zealand,Energy,2.39,no_comment,all,EEI,annual,PJ
2009,all,freight,all,all,20_USA,air,United States,Energy,135.88,no_comment,all,EEI,annual,PJ
2009,all,freight,all,all,20_USA,all,United States,Energy,5497.24,no_comment,all,EEI,annual,PJ
2009,all,freight,all,all,20_USA,rail,United States,Energy,447.65,no_comment,all,EEI,annual,PJ
2009,all,freight,all,all,20_USA,ship,United States,Energy,81.24,no_comment,all,EEI,annual,PJ
2009,all,freight,rail_diesel,Diesel and light fuel oil,01_AUS,rail,Australia,Energy,31.97,no_comment,all,EEI,annual,PJ
2009,all,freight,rail_diesel,Diesel and light fuel oil,03_CDA,rail,Canada,Energy,78.15,no_comment,all,EEI,annual,PJ
2009,all,freight,rail_diesel,Diesel and light fuel oil,08_JPN,rail,Japan,Energy,1.32,no_comment,all,EEI,annual,PJ
2009,all,freight,rail_diesel,Diesel and light fuel oil,09_ROK,rail,Korea,Energy,2.53,no_comment,all,EEI,annual,PJ
2009,all,freight,rail_diesel,Diesel and light fuel oil,20_USA,rail,United States,Energy,447.65,no_comment,all,EEI,annual,PJ
2009,all,freight,rail_electricity,Electricity,01_AUS,rail,Australia,Energy,1.74,no_comment,all,EEI,annual,PJ
2009,all,freight,rail_electricity,Electricity,08_JPN,rail,Japan,Energy,3.15,no_comment,all,EEI,annual,PJ
2009,all,freight,ship_coal,Coal and coal products,01_AUS,ship,Australia,Energy,4.6,no_comment,all,EEI,annual,PJ
2009,all,freight,ship_diesel,Diesel and light fuel oil,01_AUS,ship,Australia,Energy,7.5,no_comment,all,EEI,annual,PJ
2009,all,freight,ship_diesel,Diesel and light fuel oil,03_CDA,ship,Canada,Energy,29.44,no_comment,all,EEI,annual,PJ
2009,all,freight,ship_diesel,Diesel and light fuel oil,08_JPN,ship,Japan,Energy,27.71,no_comment,all,EEI,annual,PJ
2009,all,freight,ship_diesel,Diesel and light fuel oil,09_ROK,ship,Korea,Energy,15.14,no_comment,all,EEI,annual,PJ
2009,all,freight,ship_diesel,Diesel and light fuel oil,12_NZ,ship,New Zealand,Energy,2.39,no_comment,all,EEI,annual,PJ
2009,all,freight,ship_diesel,Diesel and light fuel oil,20_USA,ship,United States,Energy,77.38,no_comment,all,EEI,annual,PJ
2009,all,freight,ship_fuel_oil,Heavy fuel oil,01_AUS,ship,Australia,Energy,4.71,no_comment,all,EEI,annual,PJ
2009,all,freight,ship_fuel_oil,Heavy fuel oil,03_CDA,ship,Canada,Energy,82.63,no_comment,all,EEI,annual,PJ
2009,all,freight,ship_fuel_oil,Heavy fuel oil,08_JPN,ship,Japan,Energy,58.47,no_comment,all,EEI,annual,PJ
2009,all,freight,ship_fuel_oil,Heavy fuel oil,09_ROK,ship,Korea,Energy,4.99,no_comment,all,EEI,annual,PJ
2009,all,freight,ship_fuel_oil,Heavy fuel oil,20_USA,ship,United States,Energy,3.86,no_comment,all,EEI,annual,PJ
2009,all,freight,ship_lpg,Gas,01_AUS,ship,Australia,Energy,0.09,no_comment,all,EEI,annual,PJ
2009,all,passenger,,Other sources,09_ROK,air,Korea,Energy,0.05,no_comment,all,EEI,annual,PJ
2009,all,passenger,,Other sources,09_ROK,all,Korea,Energy,0.08,no_comment,all,EEI,annual,PJ
2009,all,passenger,,Other sources,09_ROK,rail,Korea,Energy,0.03,no_comment,all,EEI,annual,PJ
2009,all,passenger,air_jet_fuel,Jet fuel and aviation gasoline,01_AUS,air,Australia,Energy,99.74,no_comment,all,EEI,annual,PJ
2009,all,passenger,air_jet_fuel,Jet fuel and aviation gasoline,03_CDA,air,Canada,Energy,205.55,no_comment,all,EEI,annual,PJ
2009,all,passenger,air_jet_fuel,Jet fuel and aviation gasoline,08_JPN,air,Japan,Energy,115.31,no_comment,all,EEI,annual,PJ
2009,all,passenger,air_jet_fuel,Jet fuel and aviation gasoline,09_ROK,air,Korea,Energy,6.81,no_comment,all,EEI,annual,PJ
2009,all,passenger,air_jet_fuel,Jet fuel and aviation gasoline,12_NZ,air,New Zealand,Energy,11.42,no_comment,all,EEI,annual,PJ
2009,all,passenger,air_jet_fuel,Jet fuel and aviation gasoline,20_USA,air,United States,Energy,1944.2,no_comment,all,EEI,annual,PJ
2009,all,passenger,all,Coal and coal products,08_JPN,all,Japan,Energy,0.04,no_comment,all,EEI,annual,PJ
2009,all,passenger,all,Diesel and light fuel oil,01_AUS,all,Australia,Energy,67.41,no_comment,all,EEI,annual,PJ
2009,all,passenger,all,Diesel and light fuel oil,03_CDA,all,Canada,Energy,61.07,no_comment,all,EEI,annual,PJ
2009,all,passenger,all,Diesel and light fuel oil,08_JPN,all,Japan,Energy,164.44,no_comment,all,EEI,annual,PJ
2009,all,passenger,all,Diesel and light fuel oil,09_ROK,all,Korea,Energy,326.07,no_comment,all,EEI,annual,PJ
2009,all,passenger,all,Diesel and light fuel oil,12_NZ,all,New Zealand,Energy,40.88,no_comment,all,EEI,annual,PJ
2009,all,passenger,all,Diesel and light fuel oil,20_USA,all,United States,Energy,523.65,no_comment,all,EEI,annual,PJ
2009,all,passenger,all,Electricity,01_AUS,all,Australia,Energy,5.73,no_comment,all,EEI,annual,PJ
2009,all,passenger,all,Electricity,03_CDA,all,Canada,Energy,3.43,no_comment,all,EEI,annual,PJ
2009,all,passenger,all,Electricity,08_JPN,all,Japan,Energy,61.92,no_comment,all,EEI,annual,PJ
2009,all,passenger,all,Electricity,09_ROK,all,Korea,Energy,7.83,no_comment,all,EEI,annual,PJ
2009,all,passenger,all,Electricity,12_NZ,all,New Zealand,Energy,0.38,no_comment,all,EEI,annual,PJ
2009,all,passenger,all,Electricity,20_USA,all,United States,Energy,22.73,no_comment,all,EEI,annual,PJ
2009,all,passenger,all,Gas,01_AUS,all,Australia,Energy,1.7,no_comment,all,EEI,annual,PJ
2009,all,passenger,all,Gas,03_CDA,all,Canada,Energy,1.54,no_comment,all,EEI,annual,PJ
2009,all,passenger,all,Gas,08_JPN,all,Japan,Energy,0.63,no_comment,all,EEI,annual,PJ
2009,all,passenger,all,Gas,20_USA,all,United States,Energy,30.25,no_comment,all,EEI,annual,PJ
2009,all,passenger,all,Heavy fuel oil,08_JPN,all,Japan,Energy,35.23,no_comment,all,EEI,annual,PJ
2009,all,passenger,all,Heavy fuel oil,09_ROK,all,Korea,Energy,1.71,no_comment,all,EEI,annual,PJ
2009,all,passenger,all,Jet fuel and aviation gasoline,01_AUS,all,Australia,Energy,99.74,no_comment,all,EEI,annual,PJ
2009,all,passenger,all,Jet fuel and aviation gasoline,03_CDA,all,Canada,Energy,205.55,no_comment,all,EEI,annual,PJ
2009,all,passenger,all,Jet fuel and aviation gasoline,08_JPN,all,Japan,Energy,115.31,no_comment,all,EEI,annual,PJ
2009,all,passenger,all,Jet fuel and aviation gasoline,09_ROK,all,Korea,Energy,6.81,no_comment,all,EEI,annual,PJ
2009,all,passenger,all,Jet fuel and aviation gasoline,12_NZ,all,New Zealand,Energy,11.42,no_comment,all,EEI,annual,PJ
2009,all,passenger,all,Jet fuel and aviation gasoline,20_USA,all,United States,Energy,1944.2,no_comment,all,EEI,annual,PJ
2009,all,passenger,all,LPG,01_AUS,all,Australia,Energy,54.52,no_comment,all,EEI,annual,PJ
2009,all,passenger,all,LPG,03_CDA,all,Canada,Energy,5.05,no_comment,all,EEI,annual,PJ
2009,all,passenger,all,LPG,08_JPN,all,Japan,Energy,57.31,no_comment,all,EEI,annual,PJ
2009,all,passenger,all,LPG,09_ROK,all,Korea,Energy,201.29,no_comment,all,EEI,annual,PJ
2009,all,passenger,all,LPG,12_NZ,all,New Zealand,Energy,0.18,no_comment,all,EEI,annual,PJ
2009,all,passenger,all,LPG,20_USA,all,United States,Energy,32.24,no_comment,all,EEI,annual,PJ
2009,all,passenger,all,Motor gasoline,01_AUS,all,Australia,Energy,527.13,no_comment,all,EEI,annual,PJ
2009,all,passenger,all,Motor gasoline,03_CDA,all,Canada,Energy,977.76,no_comment,all,EEI,annual,PJ
2009,all,passenger,all,Motor gasoline,08_JPN,all,Japan,Energy,1607.73,no_comment,all,EEI,annual,PJ
2009,all,passenger,all,Motor gasoline,09_ROK,all,Korea,Energy,330.04,no_comment,all,EEI,annual,PJ
2009,all,passenger,all,Motor gasoline,12_NZ,all,New Zealand,Energy,362.85,no_comment,all,EEI,annual,PJ
2009,all,passenger,all,Motor gasoline,20_USA,all,United States,Energy,15844.5,no_comment,all,EEI,annual,PJ
2009,all,passenger,all,all,01_AUS,air,Australia,Energy,99.74,no_comment,all,EEI,annual,PJ
2009,all,passenger,all,all,01_AUS,all,Australia,Energy,756.22,no_comment,all,EEI,annual,PJ
2009,all,passenger,all,all,01_AUS,rail,Australia,Energy,8.43,no_comment,all,EEI,annual,PJ
2009,all,passenger,all,all,01_AUS,ship,Australia,Energy,11.49,no_comment,all,EEI,annual,PJ
2009,all,passenger,all,all,03_CDA,air,Canada,Energy,205.55,no_comment,all,EEI,annual,PJ
2009,all,passenger,all,all,03_CDA,all,Canada,Energy,1254.4,no_comment,all,EEI,annual,PJ
2009,all,passenger,all,all,03_CDA,rail,Canada,Energy,2.84,no_comment,all,EEI,annual,PJ
2009,all,passenger,all,all,08_JPN,air,Japan,Energy,115.31,no_comment,all,EEI,annual,PJ
2009,all,passenger,all,all,08_JPN,all,Japan,Energy,2042.61,no_comment,all,EEI,annual,PJ
2009,all,passenger,all,all,08_JPN,rail,Japan,Energy,68.65,no_comment,all,EEI,annual,PJ
2009,all,passenger,all,all,08_JPN,ship,Japan,Energy,48.89,no_comment,all,EEI,annual,PJ
2009,all,passenger,all,all,09_ROK,air,Korea,Energy,6.86,no_comment,all,EEI,annual,PJ
2009,all,passenger,all,all,09_ROK,all,Korea,Energy,873.83,no_comment,all,EEI,annual,PJ
2009,all,passenger,all,all,09_ROK,rail,Korea,Energy,13.7,no_comment,all,EEI,annual,PJ
2009,all,passenger,all,all,09_ROK,ship,Korea,Energy,4.11,no_comment,all,EEI,annual,PJ
2009,all,passenger,all,all,12_NZ,air,New Zealand,Energy,11.42,no_comment,all,EEI,annual,PJ
2009,all,passenger,all,all,12_NZ,all,New Zealand,Energy,415.7,no_comment,all,EEI,annual,PJ
2009,all,passenger,all,all,12_NZ,ship,New Zealand,Energy,1.61,no_comment,all,EEI,annual,PJ
2009,all,passenger,all,all,20_USA,air,United States,Energy,1944.2,no_comment,all,EEI,annual,PJ
2009,all,passenger,all,all,20_USA,all,United States,Energy,18397.58,no_comment,all,EEI,annual,PJ
2009,all,passenger,all,all,20_USA,rail,United States,Energy,44.2,no_comment,all,EEI,annual,PJ
2009,all,passenger,all,all,20_USA,ship,United States,Energy,242.11,no_comment,all,EEI,annual,PJ
2009,all,passenger,rail_coal,Coal and coal products,08_JPN,rail,Japan,Energy,0.04,no_comment,all,EEI,annual,PJ
2009,all,passenger,rail_diesel,Diesel and light fuel oil,01_AUS,rail,Australia,Energy,2.71,no_comment,all,EEI,annual,PJ
2009,all,passenger,rail_diesel,Diesel and light fuel oil,03_CDA,rail,Canada,Energy,2.84,no_comment,all,EEI,annual,PJ
2009,all,passenger,rail_diesel,Diesel and light fuel oil,08_JPN,rail,Japan,Energy,6.7,no_comment,all,EEI,annual,PJ
2009,all,passenger,rail_diesel,Diesel and light fuel oil,09_ROK,rail,Korea,Energy,5.84,no_comment,all,EEI,annual,PJ
2009,all,passenger,rail_diesel,Diesel and light fuel oil,20_USA,rail,United States,Energy,21.78,no_comment,all,EEI,annual,PJ
2009,all,passenger,rail_electricity,Electricity,01_AUS,rail,Australia,Energy,5.73,no_comment,all,EEI,annual,PJ
2009,all,passenger,rail_electricity,Electricity,08_JPN,rail,Japan,Energy,61.92,no_comment,all,EEI,annual,PJ
2009,all,passenger,rail_electricity,Electricity,09_ROK,rail,Korea,Energy,7.83,no_comment,all,EEI,annual,PJ
2009,all,passenger,rail_electricity,Electricity,20_USA,rail,United States,Energy,22.42,no_comment,all,EEI,annual,PJ
2009,all,passenger,ship_diesel,Diesel and light fuel oil,01_AUS,ship,Australia,Energy,0.99,no_comment,all,EEI,annual,PJ
2009,all,passenger,ship_diesel,Diesel and light fuel oil,08_JPN,ship,Japan,Energy,13.66,no_comment,all,EEI,annual,PJ
2009,all,passenger,ship_diesel,Diesel and light fuel oil,09_ROK,ship,Korea,Energy,2.39,no_comment,all,EEI,annual,PJ
2009,all,passenger,ship_diesel,Diesel and light fuel oil,12_NZ,ship,New Zealand,Energy,1.61,no_comment,all,EEI,annual,PJ
2009,all,passenger,ship_diesel,Diesel and light fuel oil,20_USA,ship,United States,Energy,38.07,no_comment,all,EEI,annual,PJ
2009,all,passenger,ship_fuel_oil,Heavy fuel oil,08_JPN,ship,Japan,Energy,35.23,no_comment,all,EEI,annual,PJ
2009,all,passenger,ship_fuel_oil,Heavy fuel oil,09_ROK,ship,Korea,Energy,1.71,no_comment,all,EEI,annual,PJ
2009,all,passenger,ship_gasoline,Motor gasoline,01_AUS,ship,Australia,Energy,10.5,no_comment,all,EEI,annual,PJ
2009,all,passenger,ship_gasoline,Motor gasoline,20_USA,ship,United States,Energy,204.04,no_comment,all,EEI,annual,PJ
2009,bus,passenger,all,all,01_AUS,road,Australia,Energy,21.76,no_comment,all,EEI,annual,PJ
2009,bus,passenger,all,all,03_CDA,road,Canada,Energy,53.84,no_comment,all,EEI,annual,PJ
2009,bus,passenger,all,all,08_JPN,road,Japan,Energy,60.18,no_comment,all,EEI,annual,PJ
2009,bus,passenger,all,all,09_ROK,road,Korea,Energy,275.29,no_comment,all,EEI,annual,PJ
2009,bus,passenger,all,all,12_NZ,road,New Zealand,Energy,3.52,no_comment,all,EEI,annual,PJ
2009,bus,passenger,all,all,20_USA,road,United States,Energy,262.55,no_comment,all,EEI,annual,PJ
2009,bus,passenger,bev,Electricity,03_CDA,road,Canada,Energy,3.43,no_comment,all,EEI,annual,PJ
2009,bus,passenger,bev,Electricity,12_NZ,road,New Zealand,Energy,0.35,no_comment,all,EEI,annual,PJ
2009,bus,passenger,cng,Gas,01_AUS,road,Australia,Energy,1.58,no_comment,all,EEI,annual,PJ
2009,bus,passenger,cng,Gas,03_CDA,road,Canada,Energy,0.7,no_comment,all,EEI,annual,PJ
2009,bus,passenger,cng,Gas,08_JPN,road,Japan,Energy,0.56,no_comment,all,EEI,annual,PJ
2009,bus,passenger,cng,Gas,20_USA,road,United States,Energy,11.11,no_comment,all,EEI,annual,PJ
2009,bus,passenger,ice_d,Diesel and light fuel oil,01_AUS,road,Australia,Energy,18.11,no_comment,all,EEI,annual,PJ
2009,bus,passenger,ice_d,Diesel and light fuel oil,03_CDA,road,Canada,Energy,48.99,no_comment,all,EEI,annual,PJ
2009,bus,passenger,ice_d,Diesel and light fuel oil,08_JPN,road,Japan,Energy,59.03,no_comment,all,EEI,annual,PJ
2009,bus,passenger,ice_d,Diesel and light fuel oil,09_ROK,road,Korea,Energy,200.71,no_comment,all,EEI,annual,PJ
2009,bus,passenger,ice_d,Diesel and light fuel oil,12_NZ,road,New Zealand,Energy,3.1,no_comment,all,EEI,annual,PJ
2009,bus,passenger,ice_d,Diesel and light fuel oil,20_USA,road,United States,Energy,226.49,no_comment,all,EEI,annual,PJ
2009,bus,passenger,ice_g,Motor gasoline,01_AUS,road,Australia,Energy,1.9,no_comment,all,EEI,annual,PJ
2009,bus,passenger,ice_g,Motor gasoline,03_CDA,road,Canada,Energy,0.71,no_comment,all,EEI,annual,PJ
2009,bus,passenger,ice_g,Motor gasoline,08_JPN,road,Japan,Energy,0.59,no_comment,all,EEI,annual,PJ
2009,bus,passenger,ice_g,Motor gasoline,12_NZ,road,New Zealand,Energy,0.06,no_comment,all,EEI,annual,PJ
2009,bus,passenger,ice_g,Motor gasoline,20_USA,road,United States,Energy,24.78,no_comment,all,EEI,annual,PJ
2009,bus,passenger,lpg,LPG,01_AUS,road,Australia,Energy,0.17,no_comment,all,EEI,annual,PJ
2009,bus,passenger,lpg,LPG,09_ROK,road,Korea,Energy,74.58,no_comment,all,EEI,annual,PJ
2009,bus,passenger,lpg,LPG,12_NZ,road,New Zealand,Energy,0.01,no_comment,all,EEI,annual,PJ
2009,bus,passenger,lpg,LPG,20_USA,road,United States,Energy,0.17,no_comment,all,EEI,annual,PJ
2009,ht,freight,all,all,01_AUS,road,Australia,Energy,404.34,no_comment,all,EEI,annual,PJ
2009,ht,freight,all,all,03_CDA,road,Canada,Energy,859.17,no_comment,all,EEI,annual,PJ
2009,ht,freight,all,all,08_JPN,road,Japan,Energy,984.58,no_comment,all,EEI,annual,PJ
2009,ht,freight,all,all,09_ROK,road,Korea,Energy,279.95,no_comment,all,EEI,annual,PJ
2009,ht,freight,all,all,12_NZ,road,New Zealand,Energy,75.91,no_comment,all,EEI,annual,PJ
2009,ht,freight,all,all,20_USA,road,United States,Energy,4832.47,no_comment,all,EEI,annual,PJ
2009,ht,freight,cng,Gas,01_AUS,road,Australia,Energy,0.1,no_comment,all,EEI,annual,PJ
2009,ht,freight,cng,Gas,03_CDA,road,Canada,Energy,0.16,no_comment,all,EEI,annual,PJ
2009,ht,freight,cng,Gas,08_JPN,road,Japan,Energy,3.74,no_comment,all,EEI,annual,PJ
2009,ht,freight,cng,Gas,20_USA,road,United States,Energy,2.97,no_comment,all,EEI,annual,PJ
2009,ht,freight,ice_d,Diesel and light fuel oil,01_AUS,road,Australia,Energy,309.4,no_comment,all,EEI,annual,PJ
2009,ht,freight,ice_d,Diesel and light fuel oil,03_CDA,road,Canada,Energy,566.41,no_comment,all,EEI,annual,PJ
2009,ht,freight,ice_d,Diesel and light fuel oil,08_JPN,road,Japan,Energy,821.7,no_comment,all,EEI,annual,PJ
2009,ht,freight,ice_d,Diesel and light fuel oil,09_ROK,road,Korea,Energy,279.95,no_comment,all,EEI,annual,PJ
2009,ht,freight,ice_d,Diesel and light fuel oil,12_NZ,road,New Zealand,Energy,32.62,no_comment,all,EEI,annual,PJ
2009,ht,freight,ice_d,Diesel and light fuel oil,20_USA,road,United States,Energy,4369.02,no_comment,all,EEI,annual,PJ
2009,ht,freight,ice_g,Motor gasoline,01_AUS,road,Australia,Energy,80.88,no_comment,all,EEI,annual,PJ
2009,ht,freight,ice_g,Motor gasoline,03_CDA,road,Canada,Energy,286.29,no_comment,all,EEI,annual,PJ
2009,ht,freight,ice_g,Motor gasoline,08_JPN,road,Japan,Energy,159.14,no_comment,all,EEI,annual,PJ
2009,ht,freight,ice_g,Motor gasoline,12_NZ,road,New Zealand,Energy,43.29,no_comment,all,EEI,annual,PJ
2009,ht,freight,ice_g,Motor gasoline,20_USA,road,United States,Energy,458.73,no_comment,all,EEI,annual,PJ
2009,ht,freight,lpg,LPG,01_AUS,road,Australia,Energy,13.97,no_comment,all,EEI,annual,PJ
2009,ht,freight,lpg,LPG,03_CDA,road,Canada,Energy,6.31,no_comment,all,EEI,annual,PJ
2009,ht,freight,lpg,LPG,20_USA,road,United States,Energy,1.75,no_comment,all,EEI,annual,PJ
2009,lpv,passenger,all,all,01_AUS,road,Australia,Energy,610.05,no_comment,all,EEI,annual,PJ
2009,lpv,passenger,all,all,03_CDA,road,Canada,Energy,987.31,no_comment,all,EEI,annual,PJ
2009,lpv,passenger,all,all,08_JPN,road,Japan,Energy,1737.05,no_comment,all,EEI,annual,PJ
2009,lpv,passenger,all,all,09_ROK,road,Korea,Energy,554.37,no_comment,all,EEI,annual,PJ
2009,lpv,passenger,all,all,12_NZ,road,New Zealand,Energy,396.85,no_comment,all,EEI,annual,PJ
2009,lpv,passenger,all,all,20_USA,road,United States,Energy,15844.09,no_comment,all,EEI,annual,PJ
2009,lpv,passenger,bev,Electricity,12_NZ,road,New Zealand,Energy,0.02,no_comment,all,EEI,annual,PJ
2009,lpv,passenger,bev,Electricity,20_USA,road,United States,Energy,0.32,no_comment,all,EEI,annual,PJ
2009,lpv,passenger,cng,Gas,01_AUS,road,Australia,Energy,0.12,no_comment,all,EEI,annual,PJ
2009,lpv,passenger,cng,Gas,03_CDA,road,Canada,Energy,0.84,no_comment,all,EEI,annual,PJ
2009,lpv,passenger,cng,Gas,08_JPN,road,Japan,Energy,0.07,no_comment,all,EEI,annual,PJ
2009,lpv,passenger,cng,Gas,20_USA,road,United States,Energy,19.14,no_comment,all,EEI,annual,PJ
2009,lpv,passenger,ice_d,Diesel and light fuel oil,01_AUS,road,Australia,Energy,45.6,no_comment,all,EEI,annual,PJ
2009,lpv,passenger,ice_d,Diesel and light fuel oil,03_CDA,road,Canada,Energy,9.23,no_comment,all,EEI,annual,PJ
2009,lpv,passenger,ice_d,Diesel and light fuel oil,08_JPN,road,Japan,Energy,85.06,no_comment,all,EEI,annual,PJ
2009,lpv,passenger,ice_d,Diesel and light fuel oil,09_ROK,road,Korea,Energy,117.13,no_comment,all,EEI,annual,PJ
2009,lpv,passenger,ice_d,Diesel and light fuel oil,12_NZ,road,New Zealand,Energy,36.17,no_comment,all,EEI,annual,PJ
2009,lpv,passenger,ice_d,Diesel and light fuel oil,20_USA,road,United States,Energy,237.31,no_comment,all,EEI,annual,PJ
2009,lpv,passenger,ice_g,Motor gasoline,01_AUS,road,Australia,Energy,509.97,no_comment,all,EEI,annual,PJ
2009,lpv,passenger,ice_g,Motor gasoline,03_CDA,road,Canada,Energy,972.19,no_comment,all,EEI,annual,PJ
2009,lpv,passenger,ice_g,Motor gasoline,08_JPN,road,Japan,Energy,1594.61,no_comment,all,EEI,annual,PJ
2009,lpv,passenger,ice_g,Motor gasoline,09_ROK,road,Korea,Energy,310.53,no_comment,all,EEI,annual,PJ
2009,lpv,passenger,ice_g,Motor gasoline,12_NZ,road,New Zealand,Energy,360.51,no_comment,all,EEI,annual,PJ
