date,economy,vehicle_type,drive,measure,value,unit,medium,transport_type,fuel_type,frequency,scope
2025,12_NZ,2w,g,mileage,2171981988609.8894,km_per_year,road,passenger,all,yearly,national
2025,12_NZ,bus,bev,mileage,23285718200081.81,km_per_year,road,passenger,all,yearly,national
2025,12_NZ,bus,cng,mileage,23285718200081.81,km_per_year,road,passenger,all,yearly,national
2025,12_NZ,bus,d,mileage,23285718200081.81,km_per_year,road,passenger,all,yearly,national
2025,12_NZ,bus,fcev,mileage,23285718200081.81,km_per_year,road,passenger,all,yearly,national
2025,12_NZ,bus,g,mileage,23285718200081.81,km_per_year,road,passenger,all,yearly,national
2025,12_NZ,bus,lpg,mileage,23285718200081.81,km_per_year,road,passenger,all,yearly,national
2025,12_NZ,bus,phevd,mileage,23285718200081.81,km_per_year,road,passenger,all,yearly,national
2025,12_NZ,ldv,bev,mileage,10038804075302.424,km_per_year,road,passenger,all,yearly,national
2025,12_NZ,ldv,cng,mileage,10038804075302.424,km_per_year,road,passenger,all,yearly,national
2025,12_NZ,ldv,d,mileage,10038804075302.424,km_per_year,road,passenger,all,yearly,national
2025,12_NZ,ldv,fcev,mileage,10038804075302.424,km_per_year,road,passenger,all,yearly,national
2025,12_NZ,ldv,g,mileage,10038804075302.424,km_per_year,road,passenger,all,yearly,national
2025,12_NZ,ldv,lpg,mileage,10038804075302.424,km_per_year,road,passenger,all,yearly,national
2025,12_NZ,ldv,phevg,mileage,10038804075302.424,km_per_year,road,passenger,all,yearly,national
2025,13_PNG,2w,bev,mileage,2171981988609.8894,km_per_year,road,passenger,all,yearly,national
2025,13_PNG,2w,g,mileage,2171981988609.8894,km_per_year,road,passenger,all,yearly,national
2025,13_PNG,bus,bev,mileage,23285718200081.81,km_per_year,road,passenger,all,yearly,national
2025,13_PNG,bus,cng,mileage,23285718200081.81,km_per_year,road,passenger,all,yearly,national
2025,13_PNG,bus,d,mileage,23285718200081.81,km_per_year,road,passenger,all,yearly,national
2025,13_PNG,bus,fcev,mileage,23285718200081.81,km_per_year,road,passenger,all,yearly,national
2025,13_PNG,bus,g,mileage,23285718200081.81,km_per_year,road,passenger,all,yearly,national
2025,13_PNG,bus,lpg,mileage,23285718200081.81,km_per_year,road,passenger,all,yearly,national
2025,13_PNG,bus,phevd,mileage,23285718200081.81,km_per_year,road,passenger,all,yearly,national
2025,13_PNG,ldv,bev,mileage,10038804075302.424,km_per_year,road,passenger,all,yearly,national
2025,13_PNG,ldv,cng,mileage,10038804075302.424,km_per_year,road,passenger,all,yearly,national
2025,13_PNG,ldv,d,mileage,10038804075302.424,km_per_year,road,passenger,all,yearly,national
2025,13_PNG,ldv,fcev,mileage,10038804075302.424,km_per_year,road,passenger,all,yearly,national
2025,13_PNG,ldv,g,mileage,10038804075302.424,km_per_year,road,passenger,all,yearly,national
2025,13_PNG,ldv,lpg,mileage,10038804075302.424,km_per_year,road,passenger,all,yearly,national
2025,13_PNG,ldv,phevg,mileage,10038804075302.424,km_per_year,road,passenger,all,yearly,national
2025,14_PE,2w,bev,mileage,2171981988609.8894,km_per_year,road,passenger,all,yearly,national
2025,14_PE,2w,g,mileage,2171981988609.8894,km_per_year,road,passenger,all,yearly,national
2025,14_PE,bus,bev,mileage,23285718200081.81,km_per_year,road,passenger,all,yearly,national
2025,14_PE,bus,cng,mileage,23285718200081.81,km_per_year,road,passenger,all,yearly,national
2025,14_PE,bus,d,mileage,23285718200081.81,km_per_year,road,passenger,all,yearly,national
2025,14_PE,bus,fcev,mileage,23285718200081.81,km_per_year,road,passenger,all,yearly,national
2025,14_PE,bus,g,mileage,23285718200081.81,km_per_year,road,passenger,all,yearly,national
2025,14_PE,bus,lpg,mileage,23285718200081.81,km_per_year,road,passenger,all,yearly,national
2025,14_PE,bus,phevd,mileage,23285718200081.81,km_per_year,road,passenger,all,yearly,national
2025,14_PE,ldv,bev,mileage,10038804075302.424,km_per_year,road,passenger,all,yearly,national
2025,14_PE,ldv,cng,mileage,10038804075302.424,km_per_year,road,passenger,all,yearly,national
2025,14_PE,ldv,d,mileage,10038804075302.424,km_per_year,road,passenger,all,yearly,national
2025,14_PE,ldv,fcev,mileage,10038804075302.424,km_per_year,road,passenger,all,yearly,national
2025,14_PE,ldv,g,mileage,10038804075302.424,km_per_year,road,passenger,all,yearly,national
2025,14_PE,ldv,lpg,mileage,10038804075302.424,km_per_year,road,passenger,all,yearly,national
2025,14_PE,ldv,phevg,mileage,10038804075302.424,km_per_year,road,passenger,all,yearly,national
2025,15_RP,2w,bev,mileage,2171981988609.8894,km_per_year,road,passenger,all,yearly,national
2025,15_RP,2w,g,mileage,2171981988609.8894,km_per_year,road,passenger,all,yearly,national
2025,15_RP,bus,bev,mileage,23285718200081.81,km_per_year,road,passenger,all,yearly,national
2025,15_RP,bus,cng,mileage,23285718200081.81,km_per_year,road,passenger,all,yearly,national
2025,15_RP,bus,d,mileage,23285718200081.81,km_per_year,road,passenger,all,yearly,national
2025,15_RP,bus,fcev,mileage,23285718200081.81,km_per_year,road,passenger,all,yearly,national
2025,15_RP,bus,g,mileage,23285718200081.81,km_per_year,road,passenger,all,yearly,national
2025,15_RP,bus,lpg,mileage,23285718200081.81,km_per_year,road,passenger,all,yearly,national
2025,15_RP,bus,phevd,mileage,23285718200081.81,km_per_year,road,passenger,all,yearly,national
2025,15_RP,ldv,bev,mileage,10038804075302.424,km_per_year,road,passenger,all,yearly,national
2025,15_RP,ldv,cng,mileage,10038804075302.424,km_per_year,road,passenger,all,yearly,national
2025,15_RP,ldv,d,mileage,10038804075302.424,km_per_year,road,passenger,all,yearly,national
2025,15_RP,ldv,fcev,mileage,10038804075302.424,km_per_year,road,passenger,all,yearly,national
2025,15_RP,ldv,g,mileage,10038804075302.424,km_per_year,road,passenger,all,yearly,national
2025,15_RP,ldv,lpg,mileage,10038804075302.424,km_per_year,road,passenger,all,yearly,national
2025,15_RP,ldv,phevg,mileage,10038804075302.424,km_per_year,road,passenger,all,yearly,national
2025,16_RUS,2w,bev,mileage,2171981988609.8894,km_per_year,road,passenger,all,yearly,national
2025,16_RUS,2w,g,mileage,2171981988609.8894,km_per_year,road,passenger,all,yearly,national
2025,16_RUS,bus,bev,mileage,23285718200081.81,km_per_year,road,passenger,all,yearly,national
2025,16_RUS,bus,cng,mileage,23285718200081.81,km_per_year,road,passenger,all,yearly,national
2025,16_RUS,bus,d,mileage,23285718200081.81,km_per_year,road,passenger,all,yearly,national
2025,16_RUS,bus,fcev,mileage,23285718200081.81,km_per_year,road,passenger,all,yearly,national
2025,16_RUS,bus,g,mileage,23285718200081.81,km_per_year,road,passenger,all,yearly,national
2025,16_RUS,bus,lpg,mileage,23285718200081.81,km_per_year,road,passenger,all,yearly,national
2025,16_RUS,bus,phevd,mileage,23285718200081.81,km_per_year,road,passenger,all,yearly,national
2025,16_RUS,ldv,bev,mileage,10038804075302.424,km_per_year,road,passenger,all,yearly,national
2025,16_RUS,ldv,cng,mileage,10038804075302.424,km_per_year,road,passenger,all,yearly,national
2025,16_RUS,ldv,d,mileage,10038804075302.424,km_per_year,road,passenger,all,yearly,national
2025,16_RUS,ldv,fcev,mileage,10038804075302.424,km_per_year,road,passenger,all,yearly,national
2025,16_RUS,ldv,g,mileage,10038804075302.424,km_per_year,road,passenger,all,yearly,national
2025,16_RUS,ldv,lpg,mileage,10038804075302.424,km_per_year,road,passenger,all,yearly,national
2025,16_RUS,ldv,phevg,mileage,10038804075302.424,km_per_year,road,passenger,all,yearly,national
2025,17_SIN,2w,bev,mileage,2171981988609.8894,km_per_year,road,passenger,all,yearly,national
2025,17_SIN,2w,g,mileage,2171981988609.8894,km_per_year,road,passenger,all,yearly,national
2025,17_SIN,bus,bev,mileage,23285718200081.81,km_per_year,road,passenger,all,yearly,national
2025,17_SIN,bus,cng,mileage,23285718200081.81,km_per_year,road,passenger,all,yearly,national
2025,17_SIN,bus,d,mileage,23285718200081.81,km_per_year,road,passenger,all,yearly,national
2025,17_SIN,bus,fcev,mileage,23285718200081.81,km_per_year,road,passenger,all,yearly,national
2025,17_SIN,bus,g,mileage,23285718200081.81,km_per_year,road,passenger,all,yearly,national
2025,17_SIN,bus,lpg,mileage,23285718200081.81,km_per_year,road,passenger,all,yearly,national
2025,17_SIN,bus,phevd,mileage,23285718200081.81,km_per_year,road,passenger,all,yearly,national
2025,17_SIN,ldv,bev,mileage,10038804075302.424,km_per_year,road,passenger,all,yearly,national
2025,17_SIN,ldv,cng,mileage,10038804075302.424,km_per_year,road,passenger,all,yearly,national
2025,17_SIN,ldv,d,mileage,10038804075302.424,km_per_year,road,passenger,all,yearly,national
2025,17_SIN,ldv,fcev,mileage,10038804075302.424,km_per_year,road,passenger,all,yearly,national
2025,17_SIN,ldv,g,mileage,10038804075302.424,km_per_year,road,passenger,all,yearly,national
2025,17_SIN,ldv,lpg,mileage,10038804075302.424,km_per_year,road,passenger,all,yearly,national
2025,17_SIN,ldv,phevg,mileage,10038804075302.424,km_per_year,road,passenger,all,yearly,national
2025,18_CT,2w,bev,mileage,2171981988609.8894,km_per_year,road,passenger,all,yearly,national
2025,18_CT,2w,g,mileage,2171981988609.8894,km_per_year,road,passenger,all,yearly,national
2025,18_CT,bus,bev,mileage,23285718200081.81,km_per_year,road,passenger,all,yearly,national
2025,18_CT,bus,cng,mileage,23285718200081.81,km_per_year,road,passenger,all,yearly,national
2025,18_CT,bus,d,mileage,23285718200081.81,km_per_year,road,passenger,all,yearly,national
2025,18_CT,bus,fcev,mileage,23285718200081.81,km_per_year,road,passenger,all,yearly,national
2025,18_CT,bus,g,mileage,23285718200081.81,km_per_year,road,passenger,all,yearly,national
2025,18_CT,bus,lpg,mileage,23285718200081.81,km_per_year,road,passenger,all,yearly,national
2025,18_CT,bus,phevd,mileage,23285718200081.81,km_per_year,road,passenger,all,yearly,national
2025,18_CT,ldv,bev,mileage,10038804075302.424,km_per_year,road,passenger,all,yearly,national
2025,18_CT,ldv,cng,mileage,10038804075302.424,km_per_year,road,passenger,all,yearly,national
2025,18_CT,ldv,d,mileage,10038804075302.424,km_per_year,road,passenger,all,yearly,national
2025,18_CT,ldv,fcev,mileage,10038804075302.424,km_per_year,road,passenger,all,yearly,national
2025,18_CT,ldv,g,mileage,10038804075302.424,km_per_year,road,passenger,all,yearly,national
2025,18_CT,ldv,lpg,mileage,10038804075302.424,km_per_year,road,passenger,all,yearly,national
2025,18_CT,ldv,phevg,mileage,10038804075302.424,km_per_year,road,passenger,all,yearly,national
2025,19_THA,2w,bev,mileage,2171981988609.8894,km_per_year,road,passenger,all,yearly,national
2025,19_THA,2w,g,mileage,2171981988609.8894,km_per_year,road,passenger,all,yearly,national
2025,19_THA,bus,bev,mileage,23285718200081.81,km_per_year,road,passenger,all,yearly,national
2025,19_THA,bus,cng,mileage,23285718200081.81,km_per_year,road,passenger,all,yearly,national
2025,19_THA,bus,d,mileage,23285718200081.81,km_per_year,road,passenger,all,yearly,national
2025,19_THA,bus,fcev,mileage,23285718200081.81,km_per_year,road,passenger,all,yearly,national
2025,19_THA,bus,g,mileage,23285718200081.81,km_per_year,road,passenger,all,yearly,national
2025,19_THA,bus,lpg,mileage,23285718200081.81,km_per_year,road,passenger,all,yearly,national
2025,19_THA,bus,phevd,mileage,23285718200081.81,km_per_year,road,passenger,all,yearly,national
2025,19_THA,ldv,bev,mileage,10038804075302.424,km_per_year,road,passenger,all,yearly,national
2025,19_THA,ldv,cng,mileage,10038804075302.424,km_per_year,road,passenger,all,yearly,national
2025,19_THA,ldv,d,mileage,10038804075302.424,km_per_year,road,passenger,all,yearly,national
2025,19_THA,ldv,fcev,mileage,10038804075302.424,km_per_year,road,passenger,all,yearly,national
2025,19_THA,ldv,g,mileage,10038804075302.424,km_per_year,road,passenger,all,yearly,national
2025,19_THA,ldv,lpg,mileage,10038804075302.424,km_per_year,road,passenger,all,yearly,national
2025,19_THA,ldv,phevg,mileage,10038804075302.424,km_per_year,road,passenger,all,yearly,national
2025,20_USA,2w,bev,mileage,2171981988609.8894,km_per_year,road,passenger,all,yearly,national
2025,20_USA,2w,g,mileage,2171981988609.8894,km_per_year,road,passenger,all,yearly,national
2025,20_USA,bus,bev,mileage,23285718200081.81,km_per_year,road,passenger,all,yearly,national
2025,20_USA,bus,cng,mileage,23285718200081.81,km_per_year,road,passenger,all,yearly,national
2025,20_USA,bus,d,mileage,23285718200081.81,km_per_year,road,passenger,all,yearly,national
2025,20_USA,bus,fcev,mileage,23285718200081.81,km_per_year,road,passenger,all,yearly,national
2025,20_USA,bus,g,mileage,23285718200081.81,km_per_year,road,passenger,all,yearly,national
2025,20_USA,bus,lpg,mileage,23285718200081.81,km_per_year,road,passenger,all,yearly,national
2025,20_USA,bus,phevd,mileage,23285718200081.81,km_per_year,road,passenger,all,yearly,national
2025,20_USA,ldv,bev,mileage,10038804075302.424,km_per_year,road,passenger,all,yearly,national
2025,20_USA,ldv,cng,mileage,10038804075302.424,km_per_year,road,passenger,all,yearly,national
2025,20_USA,ldv,d,mileage,10038804075302.424,km_per_year,road,passenger,all,yearly,national
2025,20_USA,ldv,fcev,mileage,10038804075302.424,km_per_year,road,passenger,all,yearly,national
2025,20_USA,ldv,g,mileage,10038804075302.424,km_per_year,road,passenger,all,yearly,national
2025,20_USA,ldv,lpg,mileage,10038804075302.424,km_per_year,road,passenger,all,yearly,national
2025,20_USA,ldv,phevg,mileage,10038804075302.424,km_per_year,road,passenger,all,yearly,national
2025,21_VN,2w,bev,mileage,2171981988609.8894,km_per_year,road,passenger,all,yearly,national
2025,21_VN,2w,g,mileage,2171981988609.8894,km_per_year,road,passenger,all,yearly,national
2025,21_VN,bus,bev,mileage,23285718200081.81,km_per_year,road,passenger,all,yearly,national
2025,21_VN,bus,cng,mileage,23285718200081.81,km_per_year,road,passenger,all,yearly,national
2025,21_VN,bus,d,mileage,23285718200081.81,km_per_year,road,passenger,all,yearly,national
2025,21_VN,bus,fcev,mileage,23285718200081.81,km_per_year,road,passenger,all,yearly,national
2025,21_VN,bus,g,mileage,23285718200081.81,km_per_year,road,passenger,all,yearly,national
2025,21_VN,bus,lpg,mileage,23285718200081.81,km_per_year,road,passenger,all,yearly,national
2025,21_VN,bus,phevd,mileage,23285718200081.81,km_per_year,road,passenger,all,yearly,national
2025,21_VN,ldv,bev,mileage,10038804075302.424,km_per_year,road,passenger,all,yearly,national
2025,21_VN,ldv,cng,mileage,10038804075302.424,km_per_year,road,passenger,all,yearly,national
2025,21_VN,ldv,d,mileage,10038804075302.424,km_per_year,road,passenger,all,yearly,national
2025,21_VN,ldv,fcev,mileage,10038804075302.424,km_per_year,road,passenger,all,yearly,national
2025,21_VN,ldv,g,mileage,10038804075302.424,km_per_year,road,passenger,all,yearly,national
2025,21_VN,ldv,lpg,mileage,10038804075302.424,km_per_year,road,passenger,all,yearly,national
2025,21_VN,ldv,phevg,mileage,10038804075302.424,km_per_year,road,passenger,all,yearly,national
2010,01_AUS,2w,bev,occupancy,1.1,passengers,road,passenger,all,yearly,national
2010,01_AUS,2w,g,occupancy,1.1,passengers,road,passenger,all,yearly,national
2010,01_AUS,bus,bev,occupancy,15.0,passengers,road,passenger,all,yearly,national
2010,01_AUS,bus,cng,occupancy,15.0,passengers,road,passenger,all,yearly,national
2010,01_AUS,bus,d,occupancy,15.0,passengers,road,passenger,all,yearly,national
2010,01_AUS,bus,fcev,occupancy,15.0,passengers,road,passenger,all,yearly,national
2010,01_AUS,bus,g,occupancy,15.0,passengers,road,passenger,all,yearly,national
2010,01_AUS,bus,lpg,occupancy,15.0,passengers,road,passenger,all,yearly,national
2010,01_AUS,bus,phevd,occupancy,15.0,passengers,road,passenger,all,yearly,national
2010,01_AUS,ldv,bev,occupancy,1.5,passengers,road,passenger,all,yearly,national
2010,01_AUS,ldv,cng,occupancy,1.5,passengers,road,passenger,all,yearly,national
2010,01_AUS,ldv,d,occupancy,1.5,passengers,road,passenger,all,yearly,national
2010,01_AUS,ldv,fcev,occupancy,1.5,passengers,road,passenger,all,yearly,national
2010,01_AUS,ldv,g,occupancy,1.5,passengers,road,passenger,all,yearly,national
2010,01_AUS,ldv,lpg,occupancy,1.5,passengers,road,passenger,all,yearly,national
2010,01_AUS,ldv,phevg,occupancy,1.5,passengers,road,passenger,all,yearly,national
2010,02_BD,2w,bev,occupancy,1.1,passengers,road,passenger,all,yearly,national
2010,02_BD,2w,g,occupancy,1.1,passengers,road,passenger,all,yearly,national
2010,02_BD,bus,bev,occupancy,15.0,passengers,road,passenger,all,yearly,national
2010,02_BD,bus,cng,occupancy,15.0,passengers,road,passenger,all,yearly,national
2010,02_BD,bus,d,occupancy,15.0,passengers,road,passenger,all,yearly,national
2010,02_BD,bus,fcev,occupancy,15.0,passengers,road,passenger,all,yearly,national
2010,02_BD,bus,g,occupancy,15.0,passengers,road,passenger,all,yearly,national
2010,02_BD,bus,lpg,occupancy,15.0,passengers,road,passenger,all,yearly,national
2010,02_BD,bus,phevd,occupancy,15.0,passengers,road,passenger,all,yearly,national
2010,02_BD,ldv,bev,occupancy,1.5,passengers,road,passenger,all,yearly,national
2010,02_BD,ldv,cng,occupancy,1.5,passengers,road,passenger,all,yearly,national
2010,02_BD,ldv,d,occupancy,1.5,passengers,road,passenger,all,yearly,national
2010,02_BD,ldv,fcev,occupancy,1.5,passengers,road,passenger,all,yearly,national
2010,02_BD,ldv,g,occupancy,1.5,passengers,road,passenger,all,yearly,national
2010,02_BD,ldv,lpg,occupancy,1.5,passengers,road,passenger,all,yearly,national
2010,02_BD,ldv,phevg,occupancy,1.5,passengers,road,passenger,all,yearly,national
2010,03_CDA,2w,bev,occupancy,1.1,passengers,road,passenger,all,yearly,national
2010,03_CDA,2w,g,occupancy,1.1,passengers,road,passenger,all,yearly,national
2010,03_CDA,bus,bev,occupancy,15.0,passengers,road,passenger,all,yearly,national
2010,03_CDA,bus,cng,occupancy,15.0,passengers,road,passenger,all,yearly,national
2010,03_CDA,bus,d,occupancy,15.0,passengers,road,passenger,all,yearly,national
2010,03_CDA,bus,fcev,occupancy,15.0,passengers,road,passenger,all,yearly,national
2010,03_CDA,bus,g,occupancy,15.0,passengers,road,passenger,all,yearly,national
2010,03_CDA,bus,lpg,occupancy,15.0,passengers,road,passenger,all,yearly,national
2010,03_CDA,bus,phevd,occupancy,15.0,passengers,road,passenger,all,yearly,national
2010,03_CDA,ldv,bev,occupancy,1.5,passengers,road,passenger,all,yearly,national
2010,03_CDA,ldv,cng,occupancy,1.5,passengers,road,passenger,all,yearly,national
2010,03_CDA,ldv,d,occupancy,1.5,passengers,road,passenger,all,yearly,national
2010,03_CDA,ldv,fcev,occupancy,1.5,passengers,road,passenger,all,yearly,national
2010,03_CDA,ldv,g,occupancy,1.5,passengers,road,passenger,all,yearly,national
2010,03_CDA,ldv,lpg,occupancy,1.5,passengers,road,passenger,all,yearly,national
2010,03_CDA,ldv,phevg,occupancy,1.5,passengers,road,passenger,all,yearly,national
2010,04_CHL,2w,bev,occupancy,1.1,passengers,road,passenger,all,yearly,national
2010,04_CHL,2w,g,occupancy,1.1,passengers,road,passenger,all,yearly,national
2010,04_CHL,bus,bev,occupancy,15.0,passengers,road,passenger,all,yearly,national
2010,04_CHL,bus,cng,occupancy,15.0,passengers,road,passenger,all,yearly,national
2010,04_CHL,bus,d,occupancy,15.0,passengers,road,passenger,all,yearly,national
2010,04_CHL,bus,fcev,occupancy,15.0,passengers,road,passenger,all,yearly,national
2010,04_CHL,bus,g,occupancy,15.0,passengers,road,passenger,all,yearly,national
2010,04_CHL,bus,lpg,occupancy,15.0,passengers,road,passenger,all,yearly,national
2010,04_CHL,bus,phevd,occupancy,15.0,passengers,road,passenger,all,yearly,national
2010,04_CHL,ldv,bev,occupancy,1.5,passengers,road,passenger,all,yearly,national
2010,04_CHL,ldv,cng,occupancy,1.5,passengers,road,passenger,all,yearly,national
2010,04_CHL,ldv,d,occupancy,1.5,passengers,road,passenger,all,yearly,national
2010,04_CHL,ldv,fcev,occupancy,1.5,passengers,road,passenger,all,yearly,national
2010,04_CHL,ldv,g,occupancy,1.5,passengers,road,passenger,all,yearly,national
2010,04_CHL,ldv,lpg,occupancy,1.5,passengers,road,passenger,all,yearly,national
2010,04_CHL,ldv,phevg,occupancy,1.5,passengers,road,passenger,all,yearly,national
2010,05_PRC,2w,bev,occupancy,1.1,passengers,road,passenger,all,yearly,national
2010,05_PRC,2w,g,occupancy,1.1,passengers,road,passenger,all,yearly,national
2010,05_PRC,bus,bev,occupancy,15.0,passengers,road,passenger,all,yearly,national
2010,05_PRC,bus,cng,occupancy,15.0,passengers,road,passenger,all,yearly,national
2010,05_PRC,bus,d,occupancy,15.0,passengers,road,passenger,all,yearly,national
2010,05_PRC,bus,fcev,occupancy,15.0,passengers,road,passenger,all,yearly,national
2010,05_PRC,bus,g,occupancy,15.0,passengers,road,passenger,all,yearly,national
2010,05_PRC,bus,lpg,occupancy,15.0,passengers,road,passenger,all,yearly,national
2010,05_PRC,bus,phevd,occupancy,15.0,passengers,road,passenger,all,yearly,national
2010,05_PRC,ldv,bev,occupancy,1.5,passengers,road,passenger,all,yearly,national
2010,05_PRC,ldv,cng,occupancy,1.5,passengers,road,passenger,all,yearly,national
2010,05_PRC,ldv,d,occupancy,1.5,passengers,road,passenger,all,yearly,national
2010,05_PRC,ldv,fcev,occupancy,1.5,passengers,road,passenger,all,yearly,national
2010,05_PRC,ldv,g,occupancy,1.5,passengers,road,passenger,all,yearly,national
2010,05_PRC,ldv,lpg,occupancy,1.5,passengers,road,passenger,all,yearly,national
2010,05_PRC,ldv,phevg,occupancy,1.5,passengers,road,passenger,all,yearly,national
2010,06_HKC,2w,bev,occupancy,1.1,passengers,road,passenger,all,yearly,national
2010,06_HKC,2w,g,occupancy,1.1,passengers,road,passenger,all,yearly,national
2010,06_HKC,bus,bev,occupancy,15.0,passengers,road,passenger,all,yearly,national
2010,06_HKC,bus,cng,occupancy,15.0,passengers,road,passenger,all,yearly,national
2010,06_HKC,bus,d,occupancy,15.0,passengers,road,passenger,all,yearly,national
2010,06_HKC,bus,fcev,occupancy,15.0,passengers,road,passenger,all,yearly,national
2010,06_HKC,bus,g,occupancy,15.0,passengers,road,passenger,all,yearly,national
2010,06_HKC,bus,lpg,occupancy,15.0,passengers,road,passenger,all,yearly,national
2010,06_HKC,bus,phevd,occupancy,15.0,passengers,road,passenger,all,yearly,national
2010,06_HKC,ldv,bev,occupancy,1.5,passengers,road,passenger,all,yearly,national
2010,06_HKC,ldv,cng,occupancy,1.5,passengers,road,passenger,all,yearly,national
2010,06_HKC,ldv,d,occupancy,1.5,passengers,road,passenger,all,yearly,national
2010,06_HKC,ldv,fcev,occupancy,1.5,passengers,road,passenger,all,yearly,national
2010,06_HKC,ldv,g,occupancy,1.5,passengers,road,passenger,all,yearly,national
2010,06_HKC,ldv,lpg,occupancy,1.5,passengers,road,passenger,all,yearly,national
2010,06_HKC,ldv,phevg,occupancy,1.5,passengers,road,passenger,all,yearly,national
2010,07_INA,2w,bev,occupancy,1.1,passengers,road,passenger,all,yearly,national
2010,07_INA,2w,g,occupancy,1.1,passengers,road,passenger,all,yearly,national
2010,07_INA,bus,bev,occupancy,15.0,passengers,road,passenger,all,yearly,national
2010,07_INA,bus,cng,occupancy,15.0,passengers,road,passenger,all,yearly,national
2010,07_INA,bus,d,occupancy,15.0,passengers,road,passenger,all,yearly,national
2010,07_INA,bus,fcev,occupancy,15.0,passengers,road,passenger,all,yearly,national
2010,07_INA,bus,g,occupancy,15.0,passengers,road,passenger,all,yearly,national
2010,07_INA,bus,lpg,occupancy,15.0,passengers,road,passenger,all,yearly,national
2010,07_INA,bus,phevd,occupancy,15.0,passengers,road,passenger,all,yearly,national
2010,07_INA,ldv,bev,occupancy,1.5,passengers,road,passenger,all,yearly,national
2010,07_INA,ldv,cng,occupancy,1.5,passengers,road,passenger,all,yearly,national
2010,07_INA,ldv,d,occupancy,1.5,passengers,road,passenger,all,yearly,national
2010,07_INA,ldv,fcev,occupancy,1.5,passengers,road,passenger,all,yearly,national
2010,07_INA,ldv,g,occupancy,1.5,passengers,road,passenger,all,yearly,national
2010,07_INA,ldv,lpg,occupancy,1.5,passengers,road,passenger,all,yearly,national
2010,07_INA,ldv,phevg,occupancy,1.5,passengers,road,passenger,all,yearly,national
2010,08_JPN,2w,bev,occupancy,1.1,passengers,road,passenger,all,yearly,national
2010,08_JPN,2w,g,occupancy,1.1,passengers,road,passenger,all,yearly,national
2010,08_JPN,bus,bev,occupancy,15.0,passengers,road,passenger,all,yearly,national
2010,08_JPN,bus,cng,occupancy,15.0,passengers,road,passenger,all,yearly,national
2010,08_JPN,bus,d,occupancy,15.0,passengers,road,passenger,all,yearly,national
2010,08_JPN,bus,fcev,occupancy,15.0,passengers,road,passenger,all,yearly,national
2010,08_JPN,bus,g,occupancy,15.0,passengers,road,passenger,all,yearly,national
2010,08_JPN,bus,lpg,occupancy,15.0,passengers,road,passenger,all,yearly,national
2010,08_JPN,bus,phevd,occupancy,15.0,passengers,road,passenger,all,yearly,national
2010,08_JPN,ldv,bev,occupancy,1.5,passengers,road,passenger,all,yearly,national
2010,08_JPN,ldv,cng,occupancy,1.5,passengers,road,passenger,all,yearly,national
2010,08_JPN,ldv,d,occupancy,1.5,passengers,road,passenger,all,yearly,national
2010,08_JPN,ldv,fcev,occupancy,1.5,passengers,road,passenger,all,yearly,national
2010,08_JPN,ldv,g,occupancy,1.5,passengers,road,passenger,all,yearly,national
2010,08_JPN,ldv,lpg,occupancy,1.5,passengers,road,passenger,all,yearly,national
2010,08_JPN,ldv,phevg,occupancy,1.5,passengers,road,passenger,all,yearly,national
2010,09_ROK,2w,bev,occupancy,1.1,passengers,road,passenger,all,yearly,national
2010,09_ROK,2w,g,occupancy,1.1,passengers,road,passenger,all,yearly,national
2010,09_ROK,bus,bev,occupancy,15.0,passengers,road,passenger,all,yearly,national
2010,09_ROK,bus,cng,occupancy,15.0,passengers,road,passenger,all,yearly,national
2010,09_ROK,bus,d,occupancy,15.0,passengers,road,passenger,all,yearly,national
2010,09_ROK,bus,fcev,occupancy,15.0,passengers,road,passenger,all,yearly,national
2010,09_ROK,bus,g,occupancy,15.0,passengers,road,passenger,all,yearly,national
2010,09_ROK,bus,lpg,occupancy,15.0,passengers,road,passenger,all,yearly,national
2010,09_ROK,bus,phevd,occupancy,15.0,passengers,road,passenger,all,yearly,national
2010,09_ROK,ldv,bev,occupancy,1.5,passengers,road,passenger,all,yearly,national
2010,09_ROK,ldv,cng,occupancy,1.5,passengers,road,passenger,all,yearly,national
2010,09_ROK,ldv,d,occupancy,1.5,passengers,road,passenger,all,yearly,national
2010,09_ROK,ldv,fcev,occupancy,1.5,passengers,road,passenger,all,yearly,national
2010,09_ROK,ldv,g,occupancy,1.5,passengers,road,passenger,all,yearly,national
2010,09_ROK,ldv,lpg,occupancy,1.5,passengers,road,passenger,all,yearly,national
2010,09_ROK,ldv,phevg,occupancy,1.5,passengers,road,passenger,all,yearly,national
2010,10_MAS,2w,bev,occupancy,1.1,passengers,road,passenger,all,yearly,national
2010,10_MAS,2w,g,occupancy,1.1,passengers,road,passenger,all,yearly,national
2010,10_MAS,bus,bev,occupancy,15.0,passengers,road,passenger,all,yearly,national
2010,10_MAS,bus,cng,occupancy,15.0,passengers,road,passenger,all,yearly,national
2010,10_MAS,bus,d,occupancy,15.0,passengers,road,passenger,all,yearly,national
2010,10_MAS,bus,fcev,occupancy,15.0,passengers,road,passenger,all,yearly,national
2010,10_MAS,bus,g,occupancy,15.0,passengers,road,passenger,all,yearly,national
2010,10_MAS,bus,lpg,occupancy,15.0,passengers,road,passenger,all,yearly,national
2010,10_MAS,bus,phevd,occupancy,15.0,passengers,road,passenger,all,yearly,national
