Medium,Date,Economy,Frequency,Dataset,Source,Drive,Vehicle Type,Transport Type,Value,Measure,Unit,Fuel,Scope
air,2017-12-31,01_AUS,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,passenger,450.9866488690586,Energy,PJ,all,national
air,2017-12-31,03_CDA,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,passenger,417.6002402989548,Energy,PJ,all,national
air,2017-12-31,04_CHL,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,passenger,86.02701699993482,Energy,PJ,all,national
air,2017-12-31,05_PRC,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,passenger,1880.664193743631,Energy,PJ,all,national
air,2017-12-31,06_HKC,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,passenger,0.1472324083560975,Energy,PJ,all,national
air,2017-12-31,07_INA,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,passenger,723.2053092550575,Energy,PJ,all,national
air,2017-12-31,08_JPN,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,passenger,525.3715849977947,Energy,PJ,all,national
air,2017-12-31,09_ROK,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,passenger,202.63480114843784,Energy,PJ,all,national
air,2017-12-31,10_MAS,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,passenger,228.3814112126776,Energy,PJ,all,national
air,2017-12-31,11_MEX,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,passenger,1.132061721722299,Energy,PJ,all,national
air,2017-12-31,12_NZ,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,passenger,55.768176,Energy,PJ,all,national
air,2017-12-31,13_PNG,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,passenger,11.747165520665797,Energy,PJ,all,national
air,2017-12-31,14_PE,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,passenger,63.05895651170776,Energy,PJ,all,national
air,2017-12-31,15_PHL,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,passenger,75.26533780586311,Energy,PJ,all,national
air,2017-12-31,16_RUS,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,passenger,904.683744,Energy,PJ,all,national
air,2017-12-31,18_CT,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,passenger,7.765770556283582,Energy,PJ,all,national
air,2017-12-31,19_THA,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,passenger,63.677703589177426,Energy,PJ,all,national
air,2017-12-31,20_USA,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,passenger,8577.59210231272,Energy,PJ,all,national
air,2017-12-31,21_VN,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,passenger,63.299639913771195,Energy,PJ,all,national
rail,2017-12-31,01_AUS,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,passenger,43.87675632147567,Energy,PJ,all,national
rail,2017-12-31,03_CDA,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,passenger,3.7857443906749584,Energy,PJ,all,national
rail,2017-12-31,04_CHL,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,passenger,2.8926046624564785,Energy,PJ,all,national
rail,2017-12-31,05_PRC,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,passenger,725.6969593378813,Energy,PJ,all,national
rail,2017-12-31,06_HKC,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,passenger,6.261951991508357,Energy,PJ,all,national
rail,2017-12-31,07_INA,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,passenger,1.3492482642681707,Energy,PJ,all,national
rail,2017-12-31,08_JPN,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,passenger,281.9684692551808,Energy,PJ,all,national
rail,2017-12-31,09_ROK,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,passenger,49.25379060804899,Energy,PJ,all,national
rail,2017-12-31,10_MAS,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,passenger,2.193629003324574,Energy,PJ,all,national
rail,2017-12-31,11_MEX,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,passenger,22.98616485964857,Energy,PJ,all,national
