Medium,Date,Economy,Frequency,Dataset,Source,Drive,Vehicle Type,Transport Type,Value,Measure,Unit,Fuel,Scope
rail,2017-12-31,12_NZ,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,passenger,1.1459454592507627,Energy,PJ,all,national
rail,2017-12-31,14_PE,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,passenger,0.004727715395972796,Energy,PJ,all,national
rail,2017-12-31,15_PHL,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,passenger,1.9523484032241585,Energy,PJ,all,national
rail,2017-12-31,16_RUS,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,passenger,134.72046802497812,Energy,PJ,all,national
rail,2017-12-31,17_SGP,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,passenger,20.263999708171617,Energy,PJ,all,national
rail,2017-12-31,18_CT,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,passenger,23.030108836156593,Energy,PJ,all,national
rail,2017-12-31,19_THA,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,passenger,13.133843632893022,Energy,PJ,all,national
rail,2017-12-31,20_USA,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,passenger,142.0803790783098,Energy,PJ,all,national
rail,2017-12-31,21_VN,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,passenger,2.049857282223438,Energy,PJ,all,national
road,2017-12-31,01_AUS,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,All,All,passenger,3137.163939692637,Energy,PJ,all,national
road,2017-12-31,02_BD,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,All,All,passenger,61.62696157793719,Energy,PJ,all,national
road,2017-12-31,03_CDA,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,All,All,passenger,4402.563323619968,Energy,PJ,all,national
road,2017-12-31,04_CHL,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,All,All,passenger,856.3336061325417,Energy,PJ,all,national
road,2017-12-31,05_PRC,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,All,All,passenger,22122.529024238956,Energy,PJ,all,national
road,2017-12-31,06_HKC,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,All,All,passenger,139.27375551568485,Energy,PJ,all,national
road,2017-12-31,07_INA,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,All,All,passenger,5508.351460308883,Energy,PJ,all,national
road,2017-12-31,08_JPN,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,All,All,passenger,6800.255845263549,Energy,PJ,all,national
road,2017-12-31,09_ROK,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,All,All,passenger,2556.1359955083817,Energy,PJ,all,national
road,2017-12-31,10_MAS,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,All,All,passenger,2117.6547304183478,Energy,PJ,all,national
road,2017-12-31,11_MEX,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,All,All,passenger,5471.093362349945,Energy,PJ,all,national
road,2017-12-31,12_NZ,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,All,All,passenger,564.1922931403118,Energy,PJ,all,national
road,2017-12-31,13_PNG,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,All,All,passenger,47.949774212666064,Energy,PJ,all,national
road,2017-12-31,14_PE,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,All,All,passenger,470.75637044399235,Energy,PJ,all,national
road,2017-12-31,15_PHL,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,All,All,passenger,1155.3865932485849,Energy,PJ,all,national
road,2017-12-31,16_RUS,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,All,All,passenger,5893.990214187733,Energy,PJ,all,national
road,2017-12-31,17_SGP,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,All,All,passenger,157.181527996484,Energy,PJ,all,national
road,2017-12-31,18_CT,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,All,All,passenger,1342.0864325540647,Energy,PJ,all,national
road,2017-12-31,19_THA,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,All,All,passenger,2881.5662543132858,Energy,PJ,all,national
road,2017-12-31,20_USA,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,All,All,passenger,58366.490732541664,Energy,PJ,all,national
road,2017-12-31,21_VN,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,All,All,passenger,1367.6741041643832,Energy,PJ,all,national
ship,2017-12-31,01_AUS,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,passenger,15.091042822483471,Energy,PJ,all,national
ship,2017-12-31,03_CDA,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,passenger,0.0,Energy,PJ,all,national
ship,2017-12-31,04_CHL,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,passenger,0.0,Energy,PJ,all,national
ship,2017-12-31,05_PRC,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,passenger,0.0,Energy,PJ,all,national
ship,2017-12-31,06_HKC,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,passenger,23.32257953054528,Energy,PJ,all,national
ship,2017-12-31,07_INA,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,passenger,0.006479612527683291,Energy,PJ,all,national
ship,2017-12-31,08_JPN,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,passenger,16.672348889297922,Energy,PJ,all,national
ship,2017-12-31,09_ROK,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,passenger,2.2405945894719435,Energy,PJ,all,national
ship,2017-12-31,10_MAS,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,passenger,0.035476786123408474,Energy,PJ,all,national
ship,2017-12-31,11_MEX,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,passenger,5.003605745364276,Energy,PJ,all,national
ship,2017-12-31,12_NZ,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,passenger,0.8640399624232569,Energy,PJ,all,national
ship,2017-12-31,13_PNG,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,passenger,0.3624887174077571,Energy,PJ,all,national
ship,2017-12-31,14_PE,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,passenger,0.0,Energy,PJ,all,national
ship,2017-12-31,15_PHL,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,passenger,107.70843520770654,Energy,PJ,all,national
ship,2017-12-31,16_RUS,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,passenger,6.6639314757931265,Energy,PJ,all,national
ship,2017-12-31,17_SGP,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,passenger,3.5800724971796694,Energy,PJ,all,national
ship,2017-12-31,18_CT,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,passenger,0.0,Energy,PJ,all,national
ship,2017-12-31,19_THA,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,passenger,78.60111439827597,Energy,PJ,all,national
ship,2017-12-31,20_USA,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,passenger,985.7683344893405,Energy,PJ,all,national
ship,2017-12-31,21_VN,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,passenger,22.575698399980514,Energy,PJ,all,national
air,2017-12-31,01_AUS,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,freight,67.50666313094143,Energy,PJ,all,national
air,2017-12-31,03_CDA,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,freight,8.950943701045162,Energy,PJ,all,national
air,2017-12-31,04_CHL,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,freight,0.05359100006518247,Energy,PJ,all,national
air,2017-12-31,05_PRC,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,freight,445.2395284643692,Energy,PJ,all,national
air,2017-12-31,06_HKC,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,freight,0.1472324083560975,Energy,PJ,all,national
air,2017-12-31,07_INA,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,freight,19.015212544570204,Energy,PJ,all,national
air,2017-12-31,08_JPN,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,freight,59.44063900220533,Energy,PJ,all,national
air,2017-12-31,09_ROK,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,freight,17.842086851562158,Energy,PJ,all,national
air,2017-12-31,10_MAS,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,freight,41.22814843584209,Energy,PJ,all,national
air,2017-12-31,11_MEX,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,freight,0.040242278277700994,Energy,PJ,all,national
air,2017-12-31,12_NZ,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,freight,0.0,Energy,PJ,all,national
air,2017-12-31,13_PNG,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,freight,0.8222317357878524,Energy,PJ,all,national
air,2017-12-31,14_PE,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,freight,22.183734799069214,Energy,PJ,all,national
air,2017-12-31,15_PHL,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,freight,10.457033805175342,Energy,PJ,all,national
air,2017-12-31,16_RUS,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,freight,0.0,Energy,PJ,all,national
air,2017-12-31,18_CT,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,freight,0.007713628356418312,Energy,PJ,all,national
air,2017-12-31,19_THA,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,freight,0.292413610822571,Energy,PJ,all,national
air,2017-12-31,20_USA,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,freight,1195.5714016872807,Energy,PJ,all,national
air,2017-12-31,21_VN,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,freight,2.1913035819158395,Energy,PJ,all,national
rail,2017-12-31,01_AUS,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,freight,193.39073116721778,Energy,PJ,all,national
rail,2017-12-31,03_CDA,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,freight,179.00994360932506,Energy,PJ,all,national
rail,2017-12-31,04_CHL,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,freight,12.273806000282843,Energy,PJ,all,national
rail,2017-12-31,05_PRC,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,freight,1682.8172284089146,Energy,PJ,all,national
rail,2017-12-31,06_HKC,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,freight,0.005640833542545742,Energy,PJ,all,national
rail,2017-12-31,07_INA,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,freight,0.5540530027580446,Energy,PJ,all,national
rail,2017-12-31,08_JPN,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,freight,18.055026971031623,Energy,PJ,all,national
rail,2017-12-31,09_ROK,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,freight,8.02282594918595,Energy,PJ,all,national
rail,2017-12-31,10_MAS,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,freight,1.6670953234128243,Energy,PJ,all,national
rail,2017-12-31,11_MEX,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,freight,106.31292520170248,Energy,PJ,all,national
rail,2017-12-31,12_NZ,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,freight,6.449414884110721,Energy,PJ,all,national
rail,2017-12-31,14_PE,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,freight,0.601563547845585,Energy,PJ,all,national
rail,2017-12-31,15_PHL,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,freight,0.21692760091749164,Energy,PJ,all,national
rail,2017-12-31,16_RUS,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,freight,988.5117711310288,Energy,PJ,all,national
rail,2017-12-31,17_SGP,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,freight,0.0,Energy,PJ,all,national
rail,2017-12-31,18_CT,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,freight,0.7184563171275471,Energy,PJ,all,national
rail,2017-12-31,19_THA,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,freight,1.6198150117846009,Energy,PJ,all,national
rail,2017-12-31,20_USA,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,freight,1982.0023619378921,Energy,PJ,all,national
rail,2017-12-31,21_VN,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,freight,1.3665715177765616,Energy,PJ,all,national
road,2017-12-31,01_AUS,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,All,All,freight,1330.6671374094744,Energy,PJ,all,national
road,2017-12-31,02_BD,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,All,All,freight,13.470970324858733,Energy,PJ,all,national
road,2017-12-31,03_CDA,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,All,All,freight,4728.418459295959,Energy,PJ,all,national
road,2017-12-31,04_CHL,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,All,All,freight,514.6289296581008,Energy,PJ,all,national
road,2017-12-31,05_PRC,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,All,All,freight,16650.162879085063,Energy,PJ,all,national
road,2017-12-31,06_HKC,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,All,All,freight,162.74229882030448,Energy,PJ,all,national
road,2017-12-31,07_INA,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,All,All,freight,2269.6220540703553,Energy,PJ,all,national
road,2017-12-31,08_JPN,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,All,All,freight,3808.425466736451,Energy,PJ,all,national
road,2017-12-31,09_ROK,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,All,All,freight,3105.4335287322347,Energy,PJ,all,national
road,2017-12-31,10_MAS,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,All,All,freight,1362.2447952209086,Energy,PJ,all,national
road,2017-12-31,11_MEX,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,All,All,freight,2897.566213650055,Energy,PJ,all,national
road,2017-12-31,12_NZ,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,All,All,freight,234.13125205159702,Energy,PJ,all,national
road,2017-12-31,13_PNG,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,All,All,freight,24.11770287055456,Energy,PJ,all,national
road,2017-12-31,14_PE,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,All,All,freight,896.2487777572076,Energy,PJ,all,national
road,2017-12-31,15_PHL,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,All,All,freight,620.1486071336485,Energy,PJ,all,national
road,2017-12-31,16_RUS,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,All,All,freight,2558.6565698122677,Energy,PJ,all,national
road,2017-12-31,17_SGP,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,All,All,freight,87.33421117405649,Energy,PJ,all,national
road,2017-12-31,18_CT,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,All,All,freight,552.5700069051713,Energy,PJ,all,national
road,2017-12-31,19_THA,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,All,All,freight,1872.2515330474716,Energy,PJ,all,national
road,2017-12-31,20_USA,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,All,All,freight,35504.08582648845,Energy,PJ,all,national
road,2017-12-31,21_VN,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,All,All,freight,569.7295230576724,Energy,PJ,all,national
ship,2017-12-31,01_AUS,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,freight,87.65302917751653,Energy,PJ,all,national
ship,2017-12-31,03_CDA,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,freight,182.96316,Energy,PJ,all,national
ship,2017-12-31,04_CHL,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,freight,63.723096000000005,Energy,PJ,all,national
ship,2017-12-31,05_PRC,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,freight,5164.147735447176,Energy,PJ,all,national
ship,2017-12-31,06_HKC,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,freight,6.5116844553764714,Energy,PJ,all,national
ship,2017-12-31,07_INA,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,freight,0.009638880165770507,Energy,PJ,all,national
ship,2017-12-31,08_JPN,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,freight,511.7018111107021,Energy,PJ,all,national
ship,2017-12-31,09_ROK,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,freight,68.76753341052806,Energy,PJ,all,national
ship,2017-12-31,10_MAS,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,freight,0.03564603510378493,Energy,PJ,all,national
ship,2017-12-31,11_MEX,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,freight,107.37010625463573,Energy,PJ,all,national
ship,2017-12-31,12_NZ,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,freight,15.380744037576742,Energy,PJ,all,national
ship,2017-12-31,13_PNG,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,freight,0.17560223873705605,Energy,PJ,all,national
ship,2017-12-31,14_PE,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,freight,0.0,Energy,PJ,all,national
ship,2017-12-31,15_PHL,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,freight,53.85681300675378,Energy,PJ,all,national
ship,2017-12-31,16_RUS,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,freight,65.34902852420689,Energy,PJ,all,national
ship,2017-12-31,17_SGP,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,freight,0.040053830225213805,Energy,PJ,all,national
ship,2017-12-31,18_CT,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,freight,0.2857387831572498,Energy,PJ,all,national
ship,2017-12-31,19_THA,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,freight,151.4590871366843,Energy,PJ,all,national
ship,2017-12-31,20_USA,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,freight,374.7741935106594,Energy,PJ,all,national
ship,2017-12-31,21_VN,Yearly,EGEDA_split_into_transport_types,8th_transport_splits_9th_outlook_esto,,,freight,175.035786278219,Energy,PJ,all,national
