Vehicle Type,Transport Type,Drive,Value,Measure,Unit,Dataset,Date,Source,Medium,Frequency,Scope,Economy
ldv,passenger,lpg,2.7577870695341735e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,15_RP
ldv,passenger,phevg,2.1758348730403763e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,15_RP
2w,passenger,bev,3.923103621112323e-10,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,16_RUS
2w,passenger,g,1.695120273492808e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,16_RUS
bus,passenger,bev,1.2283686232456311e-08,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,16_RUS
bus,passenger,cng,7.167118549275085e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,16_RUS
bus,passenger,d,1.2782815227528501e-08,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,16_RUS
bus,passenger,g,1.6151241001565986e-08,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,16_RUS
bus,passenger,lpg,1.0032174909808287e-08,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,16_RUS
bus,passenger,phevd,8.831411212829909e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,16_RUS
ht,freight,bev,4.000631926435889e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,16_RUS
ht,freight,cng,7.323209036635706e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,16_RUS
ht,freight,d,1.2191408402420968e-08,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,16_RUS
ht,freight,g,1.2371777010942034e-08,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,16_RUS
ht,freight,lpg,9.248392544151107e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,16_RUS
ldv,freight,bev,1.8054135459862353e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,16_RUS
ldv,freight,cng,1.8018599583720966e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,16_RUS
ldv,freight,d,2.612626009966002e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,16_RUS
ldv,freight,g,2.840170797588088e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,16_RUS
ldv,freight,lpg,3.5434138652589568e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,16_RUS
ldv,freight,phevg,1.4477249474642654e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,16_RUS
ldv,passenger,bev,1.3129037322203529e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,16_RUS
ldv,passenger,cng,2.394473030387315e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,16_RUS
ldv,passenger,d,4.532689494984268e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,16_RUS
ldv,passenger,fcev,8.845924288443346e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,16_RUS
ldv,passenger,g,3.932780155841156e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,16_RUS
ldv,passenger,lpg,2.7577870695341735e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,16_RUS
ldv,passenger,phevg,2.1758348730403763e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,16_RUS
2w,passenger,bev,3.923103621112323e-10,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,17_SIN
2w,passenger,g,1.695120273492808e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,17_SIN
bus,passenger,bev,1.2283686232456311e-08,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,17_SIN
bus,passenger,cng,7.167118549275085e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,17_SIN
bus,passenger,d,1.2782815227528501e-08,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,17_SIN
bus,passenger,g,1.6151241001565986e-08,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,17_SIN
bus,passenger,lpg,1.0032174909808287e-08,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,17_SIN
bus,passenger,phevd,8.831411212829909e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,17_SIN
ht,freight,bev,4.000631926435889e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,17_SIN
ht,freight,cng,7.323209036635706e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,17_SIN
ht,freight,d,1.2191408402420968e-08,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,17_SIN
ht,freight,g,1.2371777010942034e-08,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,17_SIN
ht,freight,lpg,9.248392544151107e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,17_SIN
ldv,freight,bev,1.8054135459862353e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,17_SIN
ldv,freight,cng,1.8018599583720966e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,17_SIN
ldv,freight,d,2.612626009966002e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,17_SIN
ldv,freight,g,2.840170797588088e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,17_SIN
ldv,freight,lpg,3.5434138652589568e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,17_SIN
ldv,freight,phevg,1.4477249474642654e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,17_SIN
ldv,passenger,bev,1.3129037322203529e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,17_SIN
ldv,passenger,cng,2.394473030387315e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,17_SIN
ldv,passenger,d,4.532689494984268e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,17_SIN
ldv,passenger,fcev,8.845924288443346e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,17_SIN
ldv,passenger,g,3.932780155841156e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,17_SIN
ldv,passenger,lpg,2.7577870695341735e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,17_SIN
ldv,passenger,phevg,2.1758348730403763e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,17_SIN
2w,passenger,bev,3.923103621112323e-10,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,18_CT
2w,passenger,g,1.695120273492808e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,18_CT
bus,passenger,bev,1.2283686232456311e-08,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,18_CT
bus,passenger,cng,7.167118549275085e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,18_CT
bus,passenger,d,1.2782815227528501e-08,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,18_CT
bus,passenger,g,1.6151241001565986e-08,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,18_CT
bus,passenger,lpg,1.0032174909808287e-08,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,18_CT
bus,passenger,phevd,8.831411212829909e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,18_CT
ht,freight,bev,4.000631926435889e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,18_CT
ht,freight,cng,7.323209036635706e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,18_CT
ht,freight,d,1.2191408402420968e-08,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,18_CT
ht,freight,g,1.2371777010942034e-08,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,18_CT
ht,freight,lpg,9.248392544151107e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,18_CT
ldv,freight,bev,1.8054135459862353e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,18_CT
ldv,freight,cng,1.8018599583720966e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,18_CT
ldv,freight,d,2.612626009966002e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,18_CT
ldv,freight,g,2.840170797588088e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,18_CT
ldv,freight,lpg,3.5434138652589568e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,18_CT
ldv,freight,phevg,1.4477249474642654e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,18_CT
ldv,passenger,bev,1.3129037322203529e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,18_CT
ldv,passenger,cng,2.394473030387315e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,18_CT
ldv,passenger,d,4.532689494984268e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,18_CT
ldv,passenger,fcev,8.845924288443346e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,18_CT
ldv,passenger,g,3.932780155841156e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,18_CT
ldv,passenger,lpg,2.7577870695341735e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,18_CT
ldv,passenger,phevg,2.1758348730403763e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,18_CT
2w,passenger,bev,3.923103621112323e-10,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,19_THA
2w,passenger,g,1.695120273492808e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,19_THA
bus,passenger,bev,1.2283686232456311e-08,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,19_THA
bus,passenger,cng,7.167118549275085e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,19_THA
bus,passenger,d,1.2782815227528501e-08,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,19_THA
bus,passenger,g,1.6151241001565986e-08,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,19_THA
bus,passenger,lpg,1.0032174909808287e-08,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,19_THA
bus,passenger,phevd,8.831411212829909e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,19_THA
ht,freight,bev,4.000631926435889e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,19_THA
ht,freight,cng,7.323209036635706e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,19_THA
ht,freight,d,1.2191408402420968e-08,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,19_THA
ht,freight,g,1.2371777010942034e-08,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,19_THA
ht,freight,lpg,9.248392544151107e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,19_THA
ldv,freight,bev,1.8054135459862353e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,19_THA
ldv,freight,cng,1.8018599583720966e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,19_THA
ldv,freight,d,2.612626009966002e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,19_THA
ldv,freight,g,2.840170797588088e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,19_THA
ldv,freight,lpg,3.5434138652589568e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,19_THA
ldv,freight,phevg,1.4477249474642654e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,19_THA
ldv,passenger,bev,1.3129037322203529e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,19_THA
ldv,passenger,cng,2.394473030387315e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,19_THA
ldv,passenger,d,4.532689494984268e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,19_THA
ldv,passenger,fcev,8.845924288443346e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,19_THA
ldv,passenger,g,3.932780155841156e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,19_THA
ldv,passenger,lpg,2.7577870695341735e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,19_THA
ldv,passenger,phevg,2.1758348730403763e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,19_THA
2w,passenger,bev,3.923103621112323e-10,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,20_USA
2w,passenger,g,1.695120273492808e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,20_USA
bus,passenger,bev,1.2283686232456311e-08,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,20_USA
bus,passenger,cng,7.167118549275085e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,20_USA
bus,passenger,d,1.2782815227528501e-08,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,20_USA
bus,passenger,g,1.6151241001565986e-08,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,20_USA
bus,passenger,lpg,1.0032174909808287e-08,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,20_USA
bus,passenger,phevd,8.831411212829909e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,20_USA
ht,freight,bev,4.000631926435889e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,20_USA
ht,freight,cng,7.323209036635706e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,20_USA
ht,freight,d,1.2191408402420968e-08,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,20_USA
ht,freight,g,1.2371777010942034e-08,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,20_USA
ht,freight,lpg,9.248392544151107e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,20_USA
ldv,freight,bev,1.8054135459862353e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,20_USA
ldv,freight,cng,1.8018599583720966e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,20_USA
ldv,freight,d,2.612626009966002e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,20_USA
ldv,freight,g,2.840170797588088e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,20_USA
ldv,freight,lpg,3.5434138652589568e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,20_USA
ldv,freight,phevg,1.4477249474642654e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,20_USA
ldv,passenger,bev,1.3129037322203529e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,20_USA
ldv,passenger,cng,2.394473030387315e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,20_USA
ldv,passenger,d,4.532689494984268e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,20_USA
ldv,passenger,fcev,8.845924288443346e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,20_USA
ldv,passenger,g,3.932780155841156e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,20_USA
ldv,passenger,lpg,2.7577870695341735e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,20_USA
ldv,passenger,phevg,2.1758348730403763e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,20_USA
2w,passenger,bev,3.923103621112323e-10,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,21_VN
2w,passenger,g,1.695120273492808e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,21_VN
bus,passenger,bev,1.2283686232456311e-08,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,21_VN
bus,passenger,cng,7.167118549275085e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,21_VN
bus,passenger,d,1.2782815227528501e-08,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,21_VN
bus,passenger,g,1.6151241001565986e-08,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,21_VN
bus,passenger,lpg,1.0032174909808287e-08,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,21_VN
bus,passenger,phevd,8.831411212829909e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,21_VN
ht,freight,bev,4.000631926435889e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,21_VN
ht,freight,cng,7.323209036635706e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,21_VN
ht,freight,d,1.2191408402420968e-08,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,21_VN
ht,freight,g,1.2371777010942034e-08,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,21_VN
ht,freight,lpg,9.248392544151107e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,21_VN
ldv,freight,bev,1.8054135459862353e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,21_VN
ldv,freight,cng,1.8018599583720966e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,21_VN
ldv,freight,d,2.612626009966002e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,21_VN
ldv,freight,g,2.840170797588088e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,21_VN
ldv,freight,lpg,3.5434138652589568e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,21_VN
ldv,freight,phevg,1.4477249474642654e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,21_VN
ldv,passenger,bev,1.3129037322203529e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,21_VN
ldv,passenger,cng,2.394473030387315e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,21_VN
ldv,passenger,d,4.532689494984268e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,21_VN
ldv,passenger,fcev,8.845924288443346e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,21_VN
ldv,passenger,g,3.932780155841156e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,21_VN
ldv,passenger,lpg,2.7577870695341735e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,21_VN
ldv,passenger,phevg,2.1758348730403763e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,21_VN
