Vehicle Type,Transport Type,Drive,Value,Measure,Unit,Dataset,Date,Source,Medium,Frequency,Scope,Economy
ldv,freight,lpg,3.5434138652589568e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,09_ROK
ldv,freight,phevg,1.4477249474642654e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,09_ROK
ldv,passenger,bev,1.3129037322203529e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,09_ROK
ldv,passenger,cng,2.394473030387315e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,09_ROK
ldv,passenger,d,4.532689494984268e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,09_ROK
ldv,passenger,fcev,8.845924288443346e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,09_ROK
ldv,passenger,g,3.932780155841156e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,09_ROK
ldv,passenger,lpg,2.7577870695341735e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,09_ROK
ldv,passenger,phevg,2.1758348730403763e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,09_ROK
2w,passenger,bev,3.923103621112323e-10,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,10_MAS
2w,passenger,g,1.695120273492808e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,10_MAS
bus,passenger,bev,1.2283686232456311e-08,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,10_MAS
bus,passenger,cng,7.167118549275085e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,10_MAS
bus,passenger,d,1.2782815227528501e-08,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,10_MAS
bus,passenger,g,1.6151241001565986e-08,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,10_MAS
bus,passenger,lpg,1.0032174909808287e-08,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,10_MAS
bus,passenger,phevd,8.831411212829909e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,10_MAS
ht,freight,bev,4.000631926435889e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,10_MAS
ht,freight,cng,7.323209036635706e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,10_MAS
ht,freight,d,1.2191408402420968e-08,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,10_MAS
ht,freight,g,1.2371777010942034e-08,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,10_MAS
ht,freight,lpg,9.248392544151107e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,10_MAS
ldv,freight,bev,1.8054135459862353e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,10_MAS
ldv,freight,cng,1.8018599583720966e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,10_MAS
ldv,freight,d,2.612626009966002e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,10_MAS
ldv,freight,g,2.840170797588088e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,10_MAS
ldv,freight,lpg,3.5434138652589568e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,10_MAS
ldv,freight,phevg,1.4477249474642654e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,10_MAS
ldv,passenger,bev,1.3129037322203529e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,10_MAS
ldv,passenger,cng,2.394473030387315e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,10_MAS
ldv,passenger,d,4.532689494984268e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,10_MAS
ldv,passenger,fcev,8.845924288443346e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,10_MAS
ldv,passenger,g,3.932780155841156e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,10_MAS
ldv,passenger,lpg,2.7577870695341735e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,10_MAS
ldv,passenger,phevg,2.1758348730403763e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,10_MAS
2w,passenger,bev,3.923103621112323e-10,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,11_MEX
2w,passenger,g,1.695120273492808e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,11_MEX
bus,passenger,bev,1.2283686232456311e-08,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,11_MEX
bus,passenger,cng,7.167118549275085e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,11_MEX
bus,passenger,d,1.2782815227528501e-08,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,11_MEX
bus,passenger,g,1.6151241001565986e-08,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,11_MEX
bus,passenger,lpg,1.0032174909808287e-08,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,11_MEX
bus,passenger,phevd,8.831411212829909e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,11_MEX
ht,freight,bev,4.000631926435889e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,11_MEX
ht,freight,cng,7.323209036635706e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,11_MEX
ht,freight,d,1.2191408402420968e-08,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,11_MEX
ht,freight,g,1.2371777010942034e-08,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,11_MEX
ht,freight,lpg,9.248392544151107e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,11_MEX
ldv,freight,bev,1.8054135459862353e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,11_MEX
ldv,freight,cng,1.8018599583720966e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,11_MEX
ldv,freight,d,2.612626009966002e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,11_MEX
ldv,freight,g,2.840170797588088e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,11_MEX
ldv,freight,lpg,3.5434138652589568e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,11_MEX
ldv,freight,phevg,1.4477249474642654e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,11_MEX
ldv,passenger,bev,1.3129037322203529e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,11_MEX
ldv,passenger,cng,2.394473030387315e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,11_MEX
ldv,passenger,d,4.532689494984268e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,11_MEX
ldv,passenger,fcev,8.845924288443346e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,11_MEX
ldv,passenger,g,3.932780155841156e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,11_MEX
ldv,passenger,lpg,2.7577870695341735e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,11_MEX
ldv,passenger,phevg,2.1758348730403763e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,11_MEX
2w,passenger,bev,3.923103621112323e-10,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,12_NZ
2w,passenger,g,1.695120273492808e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,12_NZ
bus,passenger,bev,1.2283686232456311e-08,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,12_NZ
bus,passenger,cng,7.167118549275085e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,12_NZ
bus,passenger,d,1.2782815227528501e-08,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,12_NZ
bus,passenger,g,1.6151241001565986e-08,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,12_NZ
bus,passenger,lpg,1.0032174909808287e-08,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,12_NZ
bus,passenger,phevd,8.831411212829909e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,12_NZ
ht,freight,bev,4.000631926435889e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,12_NZ
ht,freight,cng,7.323209036635706e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,12_NZ
ht,freight,d,1.2191408402420968e-08,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,12_NZ
ht,freight,g,1.2371777010942034e-08,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,12_NZ
ht,freight,lpg,9.248392544151107e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,12_NZ
ldv,freight,bev,1.8054135459862353e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,12_NZ
ldv,freight,cng,1.8018599583720966e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,12_NZ
ldv,freight,d,2.612626009966002e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,12_NZ
ldv,freight,g,2.840170797588088e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,12_NZ
ldv,freight,lpg,3.5434138652589568e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,12_NZ
ldv,freight,phevg,1.4477249474642654e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,12_NZ
ldv,passenger,bev,1.3129037322203529e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,12_NZ
ldv,passenger,cng,2.394473030387315e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,12_NZ
ldv,passenger,d,4.532689494984268e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,12_NZ
ldv,passenger,fcev,8.845924288443346e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,12_NZ
ldv,passenger,g,3.932780155841156e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,12_NZ
ldv,passenger,lpg,2.7577870695341735e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,12_NZ
ldv,passenger,phevg,2.1758348730403763e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,12_NZ
2w,passenger,bev,3.923103621112323e-10,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,13_PNG
2w,passenger,g,1.695120273492808e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,13_PNG
bus,passenger,bev,1.2283686232456311e-08,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,13_PNG
bus,passenger,cng,7.167118549275085e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,13_PNG
bus,passenger,d,1.2782815227528501e-08,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,13_PNG
bus,passenger,g,1.6151241001565986e-08,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,13_PNG
bus,passenger,lpg,1.0032174909808287e-08,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,13_PNG
bus,passenger,phevd,8.831411212829909e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,13_PNG
ht,freight,bev,4.000631926435889e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,13_PNG
ht,freight,cng,7.323209036635706e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,13_PNG
ht,freight,d,1.2191408402420968e-08,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,13_PNG
ht,freight,g,1.2371777010942034e-08,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,13_PNG
ht,freight,lpg,9.248392544151107e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,13_PNG
ldv,freight,bev,1.8054135459862353e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,13_PNG
ldv,freight,cng,1.8018599583720966e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,13_PNG
ldv,freight,d,2.612626009966002e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,13_PNG
ldv,freight,g,2.840170797588088e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,13_PNG
ldv,freight,lpg,3.5434138652589568e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,13_PNG
ldv,freight,phevg,1.4477249474642654e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,13_PNG
ldv,passenger,bev,1.3129037322203529e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,13_PNG
ldv,passenger,cng,2.394473030387315e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,13_PNG
ldv,passenger,d,4.532689494984268e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,13_PNG
ldv,passenger,fcev,8.845924288443346e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,13_PNG
ldv,passenger,g,3.932780155841156e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,13_PNG
ldv,passenger,lpg,2.7577870695341735e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,13_PNG
ldv,passenger,phevg,2.1758348730403763e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,13_PNG
2w,passenger,bev,3.923103621112323e-10,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,14_PE
2w,passenger,g,1.695120273492808e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,14_PE
bus,passenger,bev,1.2283686232456311e-08,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,14_PE
bus,passenger,cng,7.167118549275085e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,14_PE
bus,passenger,d,1.2782815227528501e-08,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,14_PE
bus,passenger,g,1.6151241001565986e-08,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,14_PE
bus,passenger,lpg,1.0032174909808287e-08,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,14_PE
bus,passenger,phevd,8.831411212829909e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,14_PE
ht,freight,bev,4.000631926435889e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,14_PE
ht,freight,cng,7.323209036635706e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,14_PE
ht,freight,d,1.2191408402420968e-08,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,14_PE
ht,freight,g,1.2371777010942034e-08,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,14_PE
ht,freight,lpg,9.248392544151107e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,14_PE
ldv,freight,bev,1.8054135459862353e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,14_PE
ldv,freight,cng,1.8018599583720966e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,14_PE
ldv,freight,d,2.612626009966002e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,14_PE
ldv,freight,g,2.840170797588088e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,14_PE
ldv,freight,lpg,3.5434138652589568e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,14_PE
ldv,freight,phevg,1.4477249474642654e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,14_PE
ldv,passenger,bev,1.3129037322203529e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,14_PE
ldv,passenger,cng,2.394473030387315e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,14_PE
ldv,passenger,d,4.532689494984268e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,14_PE
ldv,passenger,fcev,8.845924288443346e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,14_PE
ldv,passenger,g,3.932780155841156e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,14_PE
ldv,passenger,lpg,2.7577870695341735e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,14_PE
ldv,passenger,phevg,2.1758348730403763e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,14_PE
2w,passenger,bev,3.923103621112323e-10,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,15_RP
2w,passenger,g,1.695120273492808e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,15_RP
bus,passenger,bev,1.2283686232456311e-08,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,15_RP
bus,passenger,cng,7.167118549275085e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,15_RP
bus,passenger,d,1.2782815227528501e-08,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,15_RP
bus,passenger,g,1.6151241001565986e-08,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,15_RP
bus,passenger,lpg,1.0032174909808287e-08,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,15_RP
bus,passenger,phevd,8.831411212829909e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,15_RP
ht,freight,bev,4.000631926435889e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,15_RP
ht,freight,cng,7.323209036635706e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,15_RP
ht,freight,d,1.2191408402420968e-08,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,15_RP
ht,freight,g,1.2371777010942034e-08,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,15_RP
ht,freight,lpg,9.248392544151107e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,15_RP
ldv,freight,bev,1.8054135459862353e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,15_RP
ldv,freight,cng,1.8018599583720966e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,15_RP
ldv,freight,d,2.612626009966002e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,15_RP
ldv,freight,g,2.840170797588088e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,15_RP
ldv,freight,lpg,3.5434138652589568e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,15_RP
ldv,freight,phevg,1.4477249474642654e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,15_RP
ldv,passenger,bev,1.3129037322203529e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,15_RP
ldv,passenger,cng,2.394473030387315e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,15_RP
ldv,passenger,d,4.532689494984268e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,15_RP
ldv,passenger,fcev,8.845924288443346e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,15_RP
ldv,passenger,g,3.932780155841156e-09,new_vehicle_efficiency,PJ_per_km,avg_eff_no_outliers,2017-12-31,transport_data_system_9th,road,Yearly,National,15_RP
