,economy,date,medium,measure,unit,fuel,comment,scope,frequency,vehicle_type,transport_type,dataset,drive,value
37,12_NZ,2016,road,stocks,stocks,all,no_comment,national,yearly,bus,passenger,ato  country_official_statistics $ iea_ev_explorer  historical,bev,58.44000232219619
38,12_NZ,2017,road,stocks,stocks,all,no_comment,national,yearly,bus,passenger,ato  country_official_statistics $ iea_ev_explorer  historical,bev,60.51629730999405
39,12_NZ,2018,road,stocks,stocks,all,no_comment,national,yearly,bus,passenger,ato  country_official_statistics $ iea_ev_explorer  historical,bev,78.42659762978467
40,12_NZ,2019,road,stocks,stocks,all,no_comment,national,yearly,bus,passenger,ato  country_official_statistics $ iea_ev_explorer  historical,bev,100.89929837822855
41,12_NZ,2020,road,stocks,stocks,all,no_comment,national,yearly,bus,passenger,ato  country_official_statistics $ iea_ev_explorer  historical,bev,114.17
42,12_NZ,2000,road,stocks,stocks,all,no_comment,national,yearly,others,combined,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
43,12_NZ,2001,road,stocks,stocks,all,no_comment,national,yearly,others,combined,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
44,12_NZ,2002,road,stocks,stocks,all,no_comment,national,yearly,others,combined,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
45,12_NZ,2003,road,stocks,stocks,all,no_comment,national,yearly,others,combined,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
46,12_NZ,2004,road,stocks,stocks,all,no_comment,national,yearly,others,combined,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
47,12_NZ,2005,road,stocks,stocks,all,no_comment,national,yearly,others,combined,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
48,12_NZ,2006,road,stocks,stocks,all,no_comment,national,yearly,others,combined,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
49,12_NZ,2007,road,stocks,stocks,all,no_comment,national,yearly,others,combined,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
50,12_NZ,2008,road,stocks,stocks,all,no_comment,national,yearly,others,combined,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
51,12_NZ,2009,road,stocks,stocks,all,no_comment,national,yearly,others,combined,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
52,12_NZ,2010,road,stocks,stocks,all,no_comment,national,yearly,others,combined,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
