Measure,Medium,Value,Unit,Economy,Sheet,Transport Type,Fuel_Type,Frequency,Date
passenger_km,rail,21328673501.622,passenger_km,01_AUS,TAS-PAT-001(1),passenger,,Yearly,2018-12-31
passenger_km,rail,994000000.0,passenger_km,01_AUS,TAS-PAT-001(2),passenger,,Yearly,1995-12-31
passenger_km,rail,1034000000.0,passenger_km,01_AUS,TAS-PAT-001(2),passenger,,Yearly,1996-12-31
passenger_km,rail,1094000000.0,passenger_km,01_AUS,TAS-PAT-001(2),passenger,,Yearly,1997-12-31
passenger_km,rail,1114000000.0,passenger_km,01_AUS,TAS-PAT-001(2),passenger,,Yearly,1998-12-31
passenger_km,rail,1155000000.0,passenger_km,01_AUS,TAS-PAT-001(2),passenger,,Yearly,1999-12-31
passenger_km,rail,1265000000.0,passenger_km,01_AUS,TAS-PAT-001(2),passenger,,Yearly,2000-12-31
passenger_km,rail,1240000000.0,passenger_km,01_AUS,TAS-PAT-001(2),passenger,,Yearly,2001-12-31
passenger_km,rail,1379000000.0,passenger_km,01_AUS,TAS-PAT-001(2),passenger,,Yearly,2002-12-31
passenger_km,rail,1347000000.0,passenger_km,01_AUS,TAS-PAT-001(2),passenger,,Yearly,2003-12-31
passenger_km,rail,1340000000.0,passenger_km,01_AUS,TAS-PAT-001(2),passenger,,Yearly,2004-12-31
passenger_km,rail,1290000000.0,passenger_km,01_AUS,TAS-PAT-001(2),passenger,,Yearly,2005-12-31
passenger_km,rail,1309037933.0,passenger_km,01_AUS,TAS-PAT-001(2),passenger,,Yearly,2006-12-31
passenger_km,rail,1434438850.0,passenger_km,01_AUS,TAS-PAT-001(2),passenger,,Yearly,2007-12-31
passenger_km,rail,1525964702.44,passenger_km,01_AUS,TAS-PAT-001(2),passenger,,Yearly,2008-12-31
passenger_km,rail,1545866290.27,passenger_km,01_AUS,TAS-PAT-001(2),passenger,,Yearly,2009-12-31
passenger_km,rail,1499936536.0460598,passenger_km,01_AUS,TAS-PAT-001(2),passenger,,Yearly,2010-12-31
passenger_km,rail,,passenger_km,01_AUS,TAS-PAT-001(2),passenger,,Yearly,2011-12-31
passenger_km,rail,,passenger_km,01_AUS,TAS-PAT-001(2),passenger,,Yearly,2012-12-31
passenger_km,rail,4925000000.0,passenger_km,01_AUS,TAS-PAT-001(2),passenger,,Yearly,2013-12-31
passenger_km,rail,5157000000.0,passenger_km,01_AUS,TAS-PAT-001(2),passenger,,Yearly,2014-12-31
passenger_km,rail,,passenger_km,01_AUS,TAS-PAT-001(2),passenger,,Yearly,2015-12-31
passenger_km,rail,,passenger_km,01_AUS,TAS-PAT-001(2),passenger,,Yearly,2016-12-31
passenger_km,rail,,passenger_km,01_AUS,TAS-PAT-001(2),passenger,,Yearly,2017-12-31
passenger_km,rail,1095000000.0,passenger_km,01_AUS,TAS-PAT-001(2),passenger,,Yearly,2018-12-31
passenger_km,rail,1097000000.0,passenger_km,01_AUS,TAS-PAT-001(2),passenger,,Yearly,2019-12-31
passenger_km,rail,604000000.0,passenger_km,01_AUS,TAS-PAT-001(2),passenger,,Yearly,2020-12-31
passenger_km,rail,10344505996.047,passenger_km,01_AUS,TAS-PAT-001(3),passenger,,Yearly,1995-12-31
passenger_km,rail,10696252435.836,passenger_km,01_AUS,TAS-PAT-001(3),passenger,,Yearly,1996-12-31
passenger_km,rail,10976875472.385,passenger_km,01_AUS,TAS-PAT-001(3),passenger,,Yearly,1997-12-31
passenger_km,rail,10950918994.143,passenger_km,01_AUS,TAS-PAT-001(3),passenger,,Yearly,1998-12-31
passenger_km,rail,11164803792.244,passenger_km,01_AUS,TAS-PAT-001(3),passenger,,Yearly,1999-12-31
passenger_km,rail,11552161964.256,passenger_km,01_AUS,TAS-PAT-001(3),passenger,,Yearly,2000-12-31
passenger_km,rail,12149624986.664,passenger_km,01_AUS,TAS-PAT-001(3),passenger,,Yearly,2001-12-31
passenger_km,rail,12005657184.87,passenger_km,01_AUS,TAS-PAT-001(3),passenger,,Yearly,2002-12-31
passenger_km,rail,12021773106.727,passenger_km,01_AUS,TAS-PAT-001(3),passenger,,Yearly,2003-12-31
passenger_km,rail,12087046535.813,passenger_km,01_AUS,TAS-PAT-001(3),passenger,,Yearly,2004-12-31
passenger_km,rail,12062893352.373,passenger_km,01_AUS,TAS-PAT-001(3),passenger,,Yearly,2005-12-31
passenger_km,rail,12590874021.192,passenger_km,01_AUS,TAS-PAT-001(3),passenger,,Yearly,2006-12-31
passenger_km,rail,13212731578.192001,passenger_km,01_AUS,TAS-PAT-001(3),passenger,,Yearly,2007-12-31
passenger_km,rail,14276384048.686,passenger_km,01_AUS,TAS-PAT-001(3),passenger,,Yearly,2008-12-31
passenger_km,rail,15004141598.34,passenger_km,01_AUS,TAS-PAT-001(3),passenger,,Yearly,2009-12-31
passenger_km,rail,14992791860.609999,passenger_km,01_AUS,TAS-PAT-001(3),passenger,,Yearly,2010-12-31
passenger_km,rail,15275793628.0,passenger_km,01_AUS,TAS-PAT-001(3),passenger,,Yearly,2011-12-31
passenger_km,rail,15568963881.337,passenger_km,01_AUS,TAS-PAT-001(3),passenger,,Yearly,2012-12-31
passenger_km,rail,15543667841.316,passenger_km,01_AUS,TAS-PAT-001(3),passenger,,Yearly,2013-12-31
passenger_km,rail,15571083308.421999,passenger_km,01_AUS,TAS-PAT-001(3),passenger,,Yearly,2014-12-31
passenger_km,rail,16016860652.115,passenger_km,01_AUS,TAS-PAT-001(3),passenger,,Yearly,2015-12-31
passenger_km,rail,16503758569.102,passenger_km,01_AUS,TAS-PAT-001(3),passenger,,Yearly,2016-12-31
passenger_km,rail,17039193726.877,passenger_km,01_AUS,TAS-PAT-001(3),passenger,,Yearly,2017-12-31
passenger_km,rail,17585947168.902,passenger_km,01_AUS,TAS-PAT-001(3),passenger,,Yearly,2018-12-31
passenger_km,rail,,passenger_km,01_AUS,TAS-PAT-001(3),passenger,,Yearly,2019-12-31
passenger_km,rail,10030000000.0,passenger_km,01_AUS,TAS-PAT-001(4),passenger,,Yearly,1990-12-31
passenger_km,rail,10060000000.0,passenger_km,01_AUS,TAS-PAT-001(4),passenger,,Yearly,1991-12-31
passenger_km,rail,9960000000.0,passenger_km,01_AUS,TAS-PAT-001(4),passenger,,Yearly,1992-12-31
passenger_km,rail,9740000000.0,passenger_km,01_AUS,TAS-PAT-001(4),passenger,,Yearly,1993-12-31
passenger_km,rail,9960000000.0,passenger_km,01_AUS,TAS-PAT-001(4),passenger,,Yearly,1994-12-31
passenger_km,rail,10340000000.0,passenger_km,01_AUS,TAS-PAT-001(4),passenger,,Yearly,1995-12-31
passenger_km,rail,10700000000.0,passenger_km,01_AUS,TAS-PAT-001(4),passenger,,Yearly,1996-12-31
passenger_km,rail,10980000000.0,passenger_km,01_AUS,TAS-PAT-001(4),passenger,,Yearly,1997-12-31
passenger_km,rail,10950000000.0,passenger_km,01_AUS,TAS-PAT-001(4),passenger,,Yearly,1998-12-31
passenger_km,rail,11160000000.0,passenger_km,01_AUS,TAS-PAT-001(4),passenger,,Yearly,1999-12-31
passenger_km,rail,11550000000.0,passenger_km,01_AUS,TAS-PAT-001(4),passenger,,Yearly,2000-12-31
passenger_km,rail,12150000000.0,passenger_km,01_AUS,TAS-PAT-001(4),passenger,,Yearly,2001-12-31
passenger_km,rail,12010000000.0,passenger_km,01_AUS,TAS-PAT-001(4),passenger,,Yearly,2002-12-31
passenger_km,rail,12020000000.0,passenger_km,01_AUS,TAS-PAT-001(4),passenger,,Yearly,2003-12-31
passenger_km,rail,12090000000.0,passenger_km,01_AUS,TAS-PAT-001(4),passenger,,Yearly,2004-12-31
passenger_km,rail,12060000000.0,passenger_km,01_AUS,TAS-PAT-001(4),passenger,,Yearly,2005-12-31
passenger_km,rail,12590000000.0,passenger_km,01_AUS,TAS-PAT-001(4),passenger,,Yearly,2006-12-31
passenger_km,rail,13210000000.0,passenger_km,01_AUS,TAS-PAT-001(4),passenger,,Yearly,2007-12-31
passenger_km,rail,14280000000.0,passenger_km,01_AUS,TAS-PAT-001(4),passenger,,Yearly,2008-12-31
passenger_km,rail,15000000000.0,passenger_km,01_AUS,TAS-PAT-001(4),passenger,,Yearly,2009-12-31
passenger_km,rail,14990000000.0,passenger_km,01_AUS,TAS-PAT-001(4),passenger,,Yearly,2010-12-31
passenger_km,rail,15280000000.0,passenger_km,01_AUS,TAS-PAT-001(4),passenger,,Yearly,2011-12-31
passenger_km,rail,15570000000.0,passenger_km,01_AUS,TAS-PAT-001(4),passenger,,Yearly,2012-12-31
passenger_km,rail,15540000000.0,passenger_km,01_AUS,TAS-PAT-001(4),passenger,,Yearly,2013-12-31
passenger_km,rail,15570000000.0,passenger_km,01_AUS,TAS-PAT-001(4),passenger,,Yearly,2014-12-31
passenger_km,rail,16020000000.0,passenger_km,01_AUS,TAS-PAT-001(4),passenger,,Yearly,2015-12-31
passenger_km,rail,16500000000.0,passenger_km,01_AUS,TAS-PAT-001(4),passenger,,Yearly,2016-12-31
passenger_km,rail,17040000000.0,passenger_km,01_AUS,TAS-PAT-001(4),passenger,,Yearly,2017-12-31
passenger_km,rail,17590000000.0,passenger_km,01_AUS,TAS-PAT-001(4),passenger,,Yearly,2018-12-31
passenger_km,rail,,passenger_km,01_AUS,TAS-PAT-001(4),passenger,,Yearly,2019-12-31
passenger_km,rail,,passenger_km,01_AUS,TAS-PAT-001(4),passenger,,Yearly,2020-12-31
passenger_km,rail,,passenger_km,01_AUS,TAS-PAT-001(4),passenger,,Yearly,2021-12-31
passenger_km,ship,,passenger_km,01_AUS,TAS-PAT-002,passenger,,Yearly,1990-12-31
passenger_km,ship,,passenger_km,01_AUS,TAS-PAT-002,passenger,,Yearly,1991-12-31
passenger_km,ship,,passenger_km,01_AUS,TAS-PAT-002,passenger,,Yearly,1992-12-31
passenger_km,ship,,passenger_km,01_AUS,TAS-PAT-002,passenger,,Yearly,1993-12-31
passenger_km,ship,,passenger_km,01_AUS,TAS-PAT-002,passenger,,Yearly,1994-12-31
passenger_km,ship,,passenger_km,01_AUS,TAS-PAT-002,passenger,,Yearly,1995-12-31
passenger_km,ship,,passenger_km,01_AUS,TAS-PAT-002,passenger,,Yearly,1996-12-31
passenger_km,ship,,passenger_km,01_AUS,TAS-PAT-002,passenger,,Yearly,1997-12-31
passenger_km,ship,,passenger_km,01_AUS,TAS-PAT-002,passenger,,Yearly,1998-12-31
passenger_km,ship,,passenger_km,01_AUS,TAS-PAT-002,passenger,,Yearly,1999-12-31
passenger_km,ship,,passenger_km,01_AUS,TAS-PAT-002,passenger,,Yearly,2000-12-31
passenger_km,ship,,passenger_km,01_AUS,TAS-PAT-002,passenger,,Yearly,2001-12-31
passenger_km,ship,,passenger_km,01_AUS,TAS-PAT-002,passenger,,Yearly,2002-12-31
passenger_km,ship,,passenger_km,01_AUS,TAS-PAT-002,passenger,,Yearly,2003-12-31
passenger_km,ship,,passenger_km,01_AUS,TAS-PAT-002,passenger,,Yearly,2004-12-31
passenger_km,ship,,passenger_km,01_AUS,TAS-PAT-002,passenger,,Yearly,2005-12-31
passenger_km,ship,,passenger_km,01_AUS,TAS-PAT-002,passenger,,Yearly,2006-12-31
passenger_km,ship,,passenger_km,01_AUS,TAS-PAT-002,passenger,,Yearly,2007-12-31
passenger_km,ship,,passenger_km,01_AUS,TAS-PAT-002,passenger,,Yearly,2008-12-31
passenger_km,ship,,passenger_km,01_AUS,TAS-PAT-002,passenger,,Yearly,2009-12-31
passenger_km,ship,,passenger_km,01_AUS,TAS-PAT-002,passenger,,Yearly,2010-12-31
passenger_km,ship,,passenger_km,01_AUS,TAS-PAT-002,passenger,,Yearly,2011-12-31
passenger_km,ship,,passenger_km,01_AUS,TAS-PAT-002,passenger,,Yearly,2012-12-31
passenger_km,ship,,passenger_km,01_AUS,TAS-PAT-002,passenger,,Yearly,2013-12-31
passenger_km,ship,,passenger_km,01_AUS,TAS-PAT-002,passenger,,Yearly,2014-12-31
passenger_km,ship,,passenger_km,01_AUS,TAS-PAT-002,passenger,,Yearly,2015-12-31
passenger_km,ship,,passenger_km,01_AUS,TAS-PAT-002,passenger,,Yearly,2016-12-31
passenger_km,ship,,passenger_km,01_AUS,TAS-PAT-002,passenger,,Yearly,2017-12-31
passenger_km,ship,,passenger_km,01_AUS,TAS-PAT-002,passenger,,Yearly,2018-12-31
passenger_km,ship,,passenger_km,01_AUS,TAS-PAT-002,passenger,,Yearly,2019-12-31
passenger_km,ship,,passenger_km,01_AUS,TAS-PAT-002,passenger,,Yearly,2020-12-31
revenue_passenger_km,air,69380000000.0,revenue passenger kilometers,01_AUS,TAS-PAT-003(2),passenger,,Yearly,2013-12-31
revenue_passenger_km,air,76090000000.0,revenue passenger kilometers,01_AUS,TAS-PAT-003(2),passenger,,Yearly,2018-12-31
revenue_passenger_km,air,72170000000.0,revenue passenger kilometers,01_AUS,TAS-PAT-003(2),passenger,,Yearly,2019-12-31
passenger_km,road,17730000000.0,passenger_km,01_AUS,TAS-PAT-004,passenger,,Yearly,1990-12-31
passenger_km,road,17040000000.0,passenger_km,01_AUS,TAS-PAT-004,passenger,,Yearly,1991-12-31
passenger_km,road,16570000000.0,passenger_km,01_AUS,TAS-PAT-004,passenger,,Yearly,1992-12-31
passenger_km,road,16510000000.0,passenger_km,01_AUS,TAS-PAT-004,passenger,,Yearly,1993-12-31
passenger_km,road,16310000000.0,passenger_km,01_AUS,TAS-PAT-004,passenger,,Yearly,1994-12-31
passenger_km,road,16100000000.0,passenger_km,01_AUS,TAS-PAT-004,passenger,,Yearly,1995-12-31
passenger_km,road,16620000000.0,passenger_km,01_AUS,TAS-PAT-004,passenger,,Yearly,1996-12-31
passenger_km,road,16430000000.0,passenger_km,01_AUS,TAS-PAT-004,passenger,,Yearly,1997-12-31
passenger_km,road,16590000000.0,passenger_km,01_AUS,TAS-PAT-004,passenger,,Yearly,1998-12-31
passenger_km,road,16650000000.0,passenger_km,01_AUS,TAS-PAT-004,passenger,,Yearly,1999-12-31
passenger_km,road,17000000000.0,passenger_km,01_AUS,TAS-PAT-004,passenger,,Yearly,2000-12-31
passenger_km,road,17260000000.0,passenger_km,01_AUS,TAS-PAT-004,passenger,,Yearly,2001-12-31
passenger_km,road,17350000000.0,passenger_km,01_AUS,TAS-PAT-004,passenger,,Yearly,2002-12-31
passenger_km,road,17690000000.0,passenger_km,01_AUS,TAS-PAT-004,passenger,,Yearly,2003-12-31
passenger_km,road,17760000000.0,passenger_km,01_AUS,TAS-PAT-004,passenger,,Yearly,2004-12-31
passenger_km,road,17840000000.0,passenger_km,01_AUS,TAS-PAT-004,passenger,,Yearly,2005-12-31
passenger_km,road,18270000000.0,passenger_km,01_AUS,TAS-PAT-004,passenger,,Yearly,2006-12-31
passenger_km,road,18530000000.0,passenger_km,01_AUS,TAS-PAT-004,passenger,,Yearly,2007-12-31
passenger_km,road,18880000000.0,passenger_km,01_AUS,TAS-PAT-004,passenger,,Yearly,2008-12-31
passenger_km,road,19240000000.0,passenger_km,01_AUS,TAS-PAT-004,passenger,,Yearly,2009-12-31
passenger_km,road,19540000000.0,passenger_km,01_AUS,TAS-PAT-004,passenger,,Yearly,2010-12-31
passenger_km,road,19930000000.0,passenger_km,01_AUS,TAS-PAT-004,passenger,,Yearly,2011-12-31
passenger_km,road,20410000000.0,passenger_km,01_AUS,TAS-PAT-004,passenger,,Yearly,2012-12-31
passenger_km,road,20770000000.0,passenger_km,01_AUS,TAS-PAT-004,passenger,,Yearly,2013-12-31
passenger_km,road,21170000000.0,passenger_km,01_AUS,TAS-PAT-004,passenger,,Yearly,2014-12-31
passenger_km,road,21300000000.0,passenger_km,01_AUS,TAS-PAT-004,passenger,,Yearly,2015-12-31
passenger_km,road,21630000000.0,passenger_km,01_AUS,TAS-PAT-004,passenger,,Yearly,2016-12-31
passenger_km,road,22090000000.0,passenger_km,01_AUS,TAS-PAT-004,passenger,,Yearly,2017-12-31
passenger_km,road,22530000000.0,passenger_km,01_AUS,TAS-PAT-004,passenger,,Yearly,2018-12-31
passenger_km,road,22080000000.0,passenger_km,01_AUS,TAS-PAT-004,passenger,,Yearly,2019-12-31
passenger_km,road,16810000000.0,passenger_km,01_AUS,TAS-PAT-004,passenger,,Yearly,2020-12-31
passenger_km,road,12970000000.0,passenger_km,01_AUS,TAS-PAT-004,passenger,,Yearly,2021-12-31
passenger_km,rail,,passenger_km,01_AUS,TAS-PAT-005,passenger,,Yearly,1995-12-31
passenger_km,rail,,passenger_km,01_AUS,TAS-PAT-005,passenger,,Yearly,1996-12-31
passenger_km,rail,,passenger_km,01_AUS,TAS-PAT-005,passenger,,Yearly,1997-12-31
passenger_km,rail,,passenger_km,01_AUS,TAS-PAT-005,passenger,,Yearly,1998-12-31
passenger_km,rail,,passenger_km,01_AUS,TAS-PAT-005,passenger,,Yearly,1999-12-31
passenger_km,rail,,passenger_km,01_AUS,TAS-PAT-005,passenger,,Yearly,2000-12-31
passenger_km,rail,135000000.0,passenger_km,01_AUS,TAS-PAT-005,passenger,,Yearly,2001-12-31
passenger_km,rail,137000000.0,passenger_km,01_AUS,TAS-PAT-005,passenger,,Yearly,2002-12-31
passenger_km,rail,,passenger_km,01_AUS,TAS-PAT-005,passenger,,Yearly,2003-12-31
passenger_km,rail,,passenger_km,01_AUS,TAS-PAT-005,passenger,,Yearly,2004-12-31
passenger_km,rail,,passenger_km,01_AUS,TAS-PAT-005,passenger,,Yearly,2005-12-31
passenger_km,rail,,passenger_km,01_AUS,TAS-PAT-005,passenger,,Yearly,2006-12-31
passenger_km,rail,,passenger_km,01_AUS,TAS-PAT-005,passenger,,Yearly,2007-12-31
passenger_km,rail,,passenger_km,01_AUS,TAS-PAT-005,passenger,,Yearly,2008-12-31
passenger_km,rail,,passenger_km,01_AUS,TAS-PAT-005,passenger,,Yearly,2009-12-31
passenger_km,rail,,passenger_km,01_AUS,TAS-PAT-005,passenger,,Yearly,2010-12-31
passenger_km,rail,,passenger_km,01_AUS,TAS-PAT-005,passenger,,Yearly,2011-12-31
passenger_km,rail,,passenger_km,01_AUS,TAS-PAT-005,passenger,,Yearly,2012-12-31
passenger_km,rail,,passenger_km,01_AUS,TAS-PAT-005,passenger,,Yearly,2013-12-31
passenger_km,rail,,passenger_km,01_AUS,TAS-PAT-005,passenger,,Yearly,2014-12-31
passenger_km,rail,,passenger_km,01_AUS,TAS-PAT-005,passenger,,Yearly,2015-12-31
passenger_km,rail,,passenger_km,01_AUS,TAS-PAT-005,passenger,,Yearly,2016-12-31
passenger_km,rail,,passenger_km,01_AUS,TAS-PAT-005,passenger,,Yearly,2017-12-31
passenger_km,rail,,passenger_km,01_AUS,TAS-PAT-005,passenger,,Yearly,2018-12-31
passenger_km,rail,,passenger_km,01_AUS,TAS-PAT-005,passenger,,Yearly,2019-12-31
passenger_km,rail,,passenger_km,01_AUS,TAS-PAT-005,passenger,,Yearly,2020-12-31
revenue_passenger_km,air_international,103600000000.0,revenue passenger kilometers,01_AUS,TAS-PAT-013,passenger,,Yearly,2013-12-31
revenue_passenger_km,air_international,144410000000.0,revenue passenger kilometers,01_AUS,TAS-PAT-013,passenger,,Yearly,2018-12-31
revenue_passenger_km,air_international,144900000000.0,revenue passenger kilometers,01_AUS,TAS-PAT-013,passenger,,Yearly,2019-12-31
passenger_km,air_international,11260000000.0,passenger_km,01_AUS,TAS-PAT-017(1),passenger,,Yearly,1990-12-31
passenger_km,air_international,15980000000.0,passenger_km,01_AUS,TAS-PAT-017(1),passenger,,Yearly,1991-12-31
passenger_km,air_international,20720000000.0,passenger_km,01_AUS,TAS-PAT-017(1),passenger,,Yearly,1992-12-31
passenger_km,air_international,20990000000.0,passenger_km,01_AUS,TAS-PAT-017(1),passenger,,Yearly,1993-12-31
passenger_km,air_international,24430000000.0,passenger_km,01_AUS,TAS-PAT-017(1),passenger,,Yearly,1994-12-31
passenger_km,air_international,26980000000.0,passenger_km,01_AUS,TAS-PAT-017(1),passenger,,Yearly,1995-12-31
passenger_km,air_international,28980000000.0,passenger_km,01_AUS,TAS-PAT-017(1),passenger,,Yearly,1996-12-31
passenger_km,air_international,29980000000.0,passenger_km,01_AUS,TAS-PAT-017(1),passenger,,Yearly,1997-12-31
passenger_km,air_international,30440000000.0,passenger_km,01_AUS,TAS-PAT-017(1),passenger,,Yearly,1998-12-31
passenger_km,air_international,31060000000.0,passenger_km,01_AUS,TAS-PAT-017(1),passenger,,Yearly,1999-12-31
passenger_km,air_international,32840000000.0,passenger_km,01_AUS,TAS-PAT-017(1),passenger,,Yearly,2000-12-31
passenger_km,air_international,35680000000.0,passenger_km,01_AUS,TAS-PAT-017(1),passenger,,Yearly,2001-12-31
passenger_km,air_international,33010000000.0,passenger_km,01_AUS,TAS-PAT-017(1),passenger,,Yearly,2002-12-31
passenger_km,air_international,35830000000.0,passenger_km,01_AUS,TAS-PAT-017(1),passenger,,Yearly,2003-12-31
passenger_km,air_international,41150000000.0,passenger_km,01_AUS,TAS-PAT-017(1),passenger,,Yearly,2004-12-31
passenger_km,air_international,45900000000.0,passenger_km,01_AUS,TAS-PAT-017(1),passenger,,Yearly,2005-12-31
passenger_km,air_international,48700000000.0,passenger_km,01_AUS,TAS-PAT-017(1),passenger,,Yearly,2006-12-31
passenger_km,air_international,53010000000.0,passenger_km,01_AUS,TAS-PAT-017(1),passenger,,Yearly,2007-12-31
passenger_km,air_international,57240000000.0,passenger_km,01_AUS,TAS-PAT-017(1),passenger,,Yearly,2008-12-31
passenger_km,air_international,58630000000.0,passenger_km,01_AUS,TAS-PAT-017(1),passenger,,Yearly,2009-12-31
passenger_km,air_international,60220000000.0,passenger_km,01_AUS,TAS-PAT-017(1),passenger,,Yearly,2010-12-31
passenger_km,air_international,64560000000.0,passenger_km,01_AUS,TAS-PAT-017(1),passenger,,Yearly,2011-12-31
passenger_km,air_international,66430000000.0,passenger_km,01_AUS,TAS-PAT-017(1),passenger,,Yearly,2012-12-31
passenger_km,air_international,69670000000.0,passenger_km,01_AUS,TAS-PAT-017(1),passenger,,Yearly,2013-12-31
passenger_km,air_international,70860000000.0,passenger_km,01_AUS,TAS-PAT-017(1),passenger,,Yearly,2014-12-31
passenger_km,air_international,70130000000.0,passenger_km,01_AUS,TAS-PAT-017(1),passenger,,Yearly,2015-12-31
passenger_km,air_international,71440000000.0,passenger_km,01_AUS,TAS-PAT-017(1),passenger,,Yearly,2016-12-31
passenger_km,air_international,72090000000.0,passenger_km,01_AUS,TAS-PAT-017(1),passenger,,Yearly,2017-12-31
passenger_km,air_international,73480000000.0,passenger_km,01_AUS,TAS-PAT-017(1),passenger,,Yearly,2018-12-31
passenger_km,air_international,73810000000.0,passenger_km,01_AUS,TAS-PAT-017(1),passenger,,Yearly,2019-12-31
passenger_km,air_international,55620000000.0,passenger_km,01_AUS,TAS-PAT-017(1),passenger,,Yearly,2020-12-31
passenger_km,air_international,27980000000.0,passenger_km,01_AUS,TAS-PAT-017(1),passenger,,Yearly,2021-12-31
revenue_passenger_km,air_international,172980000000.0,revenue passenger kilometers,01_AUS,TAS-PAT-017(2),passenger,,Yearly,2013-12-31
revenue_passenger_km,air_international,220500000000.0,revenue passenger kilometers,01_AUS,TAS-PAT-017(2),passenger,,Yearly,2018-12-31
revenue_passenger_km,air_international,217070000000.0,revenue passenger kilometers,01_AUS,TAS-PAT-017(2),passenger,,Yearly,2019-12-31
passenger_km,air_international,159061129229.856,passenger_km,01_AUS,TAS-PAT-017(3),passenger,,Yearly,2018-12-31
passenger_km,all_international,288845191394.396,passenger_km,01_AUS,TAS-PAG-011,passenger,,Yearly,2018-12-31
passenger_km,road,108455388662.918,passenger_km,01_AUS,TAS-PAG-005(1),passenger,,Yearly,2018-12-31
passenger_km,road,,passenger_km,01_AUS,TAS-PAG-005(2),passenger,,Yearly,1999-12-31
passenger_km,road,,passenger_km,01_AUS,TAS-PAG-005(2),passenger,,Yearly,2000-12-31
passenger_km,road,,passenger_km,01_AUS,TAS-PAG-005(2),passenger,,Yearly,2001-12-31
passenger_km,road,,passenger_km,01_AUS,TAS-PAG-005(2),passenger,,Yearly,2002-12-31
passenger_km,road,,passenger_km,01_AUS,TAS-PAG-005(2),passenger,,Yearly,2003-12-31
passenger_km,road,288158000000.0,passenger_km,01_AUS,TAS-PAG-005(2),passenger,,Yearly,2004-12-31
passenger_km,road,290280000000.0,passenger_km,01_AUS,TAS-PAG-005(2),passenger,,Yearly,2005-12-31
passenger_km,road,298890000000.0,passenger_km,01_AUS,TAS-PAG-005(2),passenger,,Yearly,2006-12-31
passenger_km,road,302123000000.0,passenger_km,01_AUS,TAS-PAG-005(2),passenger,,Yearly,2007-12-31
passenger_km,road,302369000000.0,passenger_km,01_AUS,TAS-PAG-005(2),passenger,,Yearly,2008-12-31
passenger_km,road,301450000000.0,passenger_km,01_AUS,TAS-PAG-005(2),passenger,,Yearly,2009-12-31
passenger_km,road,303800000000.0,passenger_km,01_AUS,TAS-PAG-005(2),passenger,,Yearly,2010-12-31
passenger_km,road,241510000000.0,passenger_km,01_AUS,TAS-PAG-005(3),passenger,,Yearly,1990-12-31
passenger_km,road,240410000000.0,passenger_km,01_AUS,TAS-PAG-005(3),passenger,,Yearly,1991-12-31
passenger_km,road,244060000000.0,passenger_km,01_AUS,TAS-PAG-005(3),passenger,,Yearly,1992-12-31
passenger_km,road,250710000000.0,passenger_km,01_AUS,TAS-PAG-005(3),passenger,,Yearly,1993-12-31
passenger_km,road,256540000000.0,passenger_km,01_AUS,TAS-PAG-005(3),passenger,,Yearly,1994-12-31
passenger_km,road,264360000000.0,passenger_km,01_AUS,TAS-PAG-005(3),passenger,,Yearly,1995-12-31
passenger_km,road,268530000000.0,passenger_km,01_AUS,TAS-PAG-005(3),passenger,,Yearly,1996-12-31
passenger_km,road,270060000000.0,passenger_km,01_AUS,TAS-PAG-005(3),passenger,,Yearly,1997-12-31
passenger_km,road,273170000000.0,passenger_km,01_AUS,TAS-PAG-005(3),passenger,,Yearly,1998-12-31
passenger_km,road,279080000000.0,passenger_km,01_AUS,TAS-PAG-005(3),passenger,,Yearly,1999-12-31
passenger_km,road,284410000000.0,passenger_km,01_AUS,TAS-PAG-005(3),passenger,,Yearly,2000-12-31
passenger_km,road,282310000000.0,passenger_km,01_AUS,TAS-PAG-005(3),passenger,,Yearly,2001-12-31
passenger_km,road,289420000000.0,passenger_km,01_AUS,TAS-PAG-005(3),passenger,,Yearly,2002-12-31
passenger_km,road,296870000000.0,passenger_km,01_AUS,TAS-PAG-005(3),passenger,,Yearly,2003-12-31
passenger_km,road,309780000000.0,passenger_km,01_AUS,TAS-PAG-005(3),passenger,,Yearly,2004-12-31
passenger_km,road,310790000000.0,passenger_km,01_AUS,TAS-PAG-005(3),passenger,,Yearly,2005-12-31
passenger_km,road,307080000000.0,passenger_km,01_AUS,TAS-PAG-005(3),passenger,,Yearly,2006-12-31
passenger_km,road,311770000000.0,passenger_km,01_AUS,TAS-PAG-005(3),passenger,,Yearly,2007-12-31
passenger_km,road,315460000000.0,passenger_km,01_AUS,TAS-PAG-005(3),passenger,,Yearly,2008-12-31
passenger_km,road,315960000000.0,passenger_km,01_AUS,TAS-PAG-005(3),passenger,,Yearly,2009-12-31
passenger_km,road,320040000000.0,passenger_km,01_AUS,TAS-PAG-005(3),passenger,,Yearly,2010-12-31
passenger_km,road,324140000000.0,passenger_km,01_AUS,TAS-PAG-005(3),passenger,,Yearly,2011-12-31
passenger_km,road,327520000000.0,passenger_km,01_AUS,TAS-PAG-005(3),passenger,,Yearly,2012-12-31
passenger_km,road,331380000000.0,passenger_km,01_AUS,TAS-PAG-005(3),passenger,,Yearly,2013-12-31
passenger_km,road,336670000000.0,passenger_km,01_AUS,TAS-PAG-005(3),passenger,,Yearly,2014-12-31
