Measure,Medium,Value,Unit,Economy,Transport Type,Vehicle Type,Fuel_Type,Source,Comments,Scope,Drive,Frequency,Date,Dataset
freight_tonne_km,road,286538000000.0,freight_tonne_km,08_JPN,freight,all,all,Country Official Statistics,,National,all,Yearly,2010-12-31,ATO
freight_tonne_km,road,231061000000.0,freight_tonne_km,08_JPN,freight,all,all,Country Official Statistics,,National,all,Yearly,2011-12-31,ATO
freight_tonne_km,road,209956000000.0,freight_tonne_km,08_JPN,freight,all,all,Country Official Statistics,,National,all,Yearly,2012-12-31,ATO
freight_tonne_km,road,214091648000.0,freight_tonne_km,08_JPN,freight,all,all,Country Official Statistics,,National,all,Yearly,2013-12-31,ATO
freight_tonne_km,road,210008185000.0,freight_tonne_km,08_JPN,freight,all,all,Country Official Statistics,,National,all,Yearly,2014-12-31,ATO
freight_tonne_km,road,240195000000.0,freight_tonne_km,08_JPN,freight,all,all,Country Official Statistics,,National,all,Yearly,2015-12-31,ATO
freight_tonne_km,road,210314090000.0,freight_tonne_km,08_JPN,freight,all,all,Country Official Statistics,,National,all,Yearly,2016-12-31,ATO
freight_tonne_km,road,210829035000.0,freight_tonne_km,08_JPN,freight,all,all,Country Official Statistics,,National,all,Yearly,2017-12-31,ATO
freight_tonne_km,road,247394000000.0,freight_tonne_km,08_JPN,freight,all,all,Country Official Statistics,,National,all,Yearly,2018-12-31,ATO
freight_tonne_km,road,251471000000.0,freight_tonne_km,08_JPN,freight,all,all,Country Official Statistics,,National,all,Yearly,2019-12-31,ATO
freight_tonne_km,road,213419000000.0,freight_tonne_km,08_JPN,freight,all,all,Country Official Statistics,,National,all,Yearly,2020-12-31,ATO
freight_tonne_km,road,224095000000.0,freight_tonne_km,08_JPN,freight,all,all,Country Official Statistics,,National,all,Yearly,2021-12-31,ATO
freight_tonne_km,rail,28839117813.4757,freight_tonne_km,08_JPN,freight,all,all,"UN Statistics Division, ITF",,National,rail,Yearly,2018-12-31,ATO
freight_tonne_km,rail,24747000000.0,freight_tonne_km,08_JPN,freight,all,all,International Union of Railways (UIC),,National,rail,Yearly,1995-12-31,ATO
freight_tonne_km,rail,24635000000.0,freight_tonne_km,08_JPN,freight,all,all,International Union of Railways (UIC),,National,rail,Yearly,1996-12-31,ATO
freight_tonne_km,rail,48974000000.0,freight_tonne_km,08_JPN,freight,all,all,International Union of Railways (UIC),,National,rail,Yearly,1997-12-31,ATO
freight_tonne_km,rail,22681000000.0,freight_tonne_km,08_JPN,freight,all,all,International Union of Railways (UIC),,National,rail,Yearly,1998-12-31,ATO
freight_tonne_km,rail,22313000000.0,freight_tonne_km,08_JPN,freight,all,all,International Union of Railways (UIC),,National,rail,Yearly,1999-12-31,ATO
freight_tonne_km,rail,21800000000.0,freight_tonne_km,08_JPN,freight,all,all,International Union of Railways (UIC),,National,rail,Yearly,2000-12-31,ATO
freight_tonne_km,rail,21950000000.0,freight_tonne_km,08_JPN,freight,all,all,International Union of Railways (UIC),,National,rail,Yearly,2001-12-31,ATO
freight_tonne_km,rail,21900000000.0,freight_tonne_km,08_JPN,freight,all,all,International Union of Railways (UIC),,National,rail,Yearly,2002-12-31,ATO
freight_tonne_km,rail,22600000000.0,freight_tonne_km,08_JPN,freight,all,all,International Union of Railways (UIC),,National,rail,Yearly,2003-12-31,ATO
freight_tonne_km,rail,22200000000.0,freight_tonne_km,08_JPN,freight,all,all,International Union of Railways (UIC),,National,rail,Yearly,2004-12-31,ATO
freight_tonne_km,rail,22632000000.0,freight_tonne_km,08_JPN,freight,all,all,International Union of Railways (UIC),,National,rail,Yearly,2005-12-31,ATO
freight_tonne_km,rail,23014000000.0,freight_tonne_km,08_JPN,freight,all,all,International Union of Railways (UIC),,National,rail,Yearly,2006-12-31,ATO
freight_tonne_km,rail,23166000000.0,freight_tonne_km,08_JPN,freight,all,all,International Union of Railways (UIC),,National,rail,Yearly,2007-12-31,ATO
freight_tonne_km,rail,22100000000.0,freight_tonne_km,08_JPN,freight,all,all,International Union of Railways (UIC),,National,rail,Yearly,2008-12-31,ATO
freight_tonne_km,rail,20432000000.0,freight_tonne_km,08_JPN,freight,all,all,International Union of Railways (UIC),,National,rail,Yearly,2009-12-31,ATO
freight_tonne_km,rail,20255000000.0,freight_tonne_km,08_JPN,freight,all,all,International Union of Railways (UIC),,National,rail,Yearly,2010-12-31,ATO
freight_tonne_km,rail,19852128000.0,freight_tonne_km,08_JPN,freight,all,all,International Union of Railways (UIC),,National,rail,Yearly,2011-12-31,ATO
freight_tonne_km,rail,20471000000.0,freight_tonne_km,08_JPN,freight,all,all,International Union of Railways (UIC),,National,rail,Yearly,2012-12-31,ATO
freight_tonne_km,rail,21070000000.0,freight_tonne_km,08_JPN,freight,all,all,International Union of Railways (UIC),,National,rail,Yearly,2013-12-31,ATO
freight_tonne_km,rail,21028000000.0,freight_tonne_km,08_JPN,freight,all,all,International Union of Railways (UIC),,National,rail,Yearly,2014-12-31,ATO
freight_tonne_km,rail,21519000000.0,freight_tonne_km,08_JPN,freight,all,all,International Union of Railways (UIC),,National,rail,Yearly,2015-12-31,ATO
freight_tonne_km,rail,21265000000.0,freight_tonne_km,08_JPN,freight,all,all,International Union of Railways (UIC),,National,rail,Yearly,2016-12-31,ATO
freight_tonne_km,rail,21663000000.0,freight_tonne_km,08_JPN,freight,all,all,International Union of Railways (UIC),,National,rail,Yearly,2017-12-31,ATO
freight_tonne_km,rail,19369000000.0,freight_tonne_km,08_JPN,freight,all,all,International Union of Railways (UIC),,National,rail,Yearly,2018-12-31,ATO
freight_tonne_km,rail,23200000000.0,freight_tonne_km,08_JPN,freight,all,all,Country Official Statistics,,National,rail,Yearly,2006-12-31,ATO
freight_tonne_km,rail,23330000000.0,freight_tonne_km,08_JPN,freight,all,all,Country Official Statistics,,National,rail,Yearly,2007-12-31,ATO
freight_tonne_km,rail,22250000000.0,freight_tonne_km,08_JPN,freight,all,all,Country Official Statistics,,National,rail,Yearly,2008-12-31,ATO
freight_tonne_km,rail,22560000000.0,freight_tonne_km,08_JPN,freight,all,all,Country Official Statistics,,National,rail,Yearly,2009-12-31,ATO
freight_tonne_km,rail,20398000000.0,freight_tonne_km,08_JPN,freight,all,all,Country Official Statistics,,National,rail,Yearly,2010-12-31,ATO
freight_tonne_km,rail,19998000000.0,freight_tonne_km,08_JPN,freight,all,all,Country Official Statistics,,National,rail,Yearly,2011-12-31,ATO
freight_tonne_km,rail,20471000000.0,freight_tonne_km,08_JPN,freight,all,all,Country Official Statistics,,National,rail,Yearly,2012-12-31,ATO
freight_tonne_km,rail,21071000000.0,freight_tonne_km,08_JPN,freight,all,all,Country Official Statistics,,National,rail,Yearly,2013-12-31,ATO
freight_tonne_km,rail,21029000000.0,freight_tonne_km,08_JPN,freight,all,all,Country Official Statistics,,National,rail,Yearly,2014-12-31,ATO
freight_tonne_km,rail,21519000000.0,freight_tonne_km,08_JPN,freight,all,all,Country Official Statistics,,National,rail,Yearly,2015-12-31,ATO
freight_tonne_km,rail,21265000000.0,freight_tonne_km,08_JPN,freight,all,all,Country Official Statistics,,National,rail,Yearly,2016-12-31,ATO
freight_tonne_km,rail,21663000000.0,freight_tonne_km,08_JPN,freight,all,all,Country Official Statistics,,National,rail,Yearly,2017-12-31,ATO
freight_tonne_km,rail,19369000000.0,freight_tonne_km,08_JPN,freight,all,all,Country Official Statistics,,National,rail,Yearly,2018-12-31,ATO
freight_tonne_km,rail,19993000000.0,freight_tonne_km,08_JPN,freight,all,all,Country Official Statistics,,National,rail,Yearly,2019-12-31,ATO
freight_tonne_km,rail,18340000000.0,freight_tonne_km,08_JPN,freight,all,all,Country Official Statistics,,National,rail,Yearly,2020-12-31,ATO
freight_tonne_km,rail,18042000000.0,freight_tonne_km,08_JPN,freight,all,all,Country Official Statistics,,National,rail,Yearly,2021-12-31,ATO
freight_tonne_km,ship,217703000000.0,freight_tonne_km,08_JPN,freight,all,all,Country Official Statistics,,National,ship,Yearly,2003-12-31,ATO
freight_tonne_km,ship,218437000000.0,freight_tonne_km,08_JPN,freight,all,all,Country Official Statistics,,National,ship,Yearly,2004-12-31,ATO
freight_tonne_km,ship,211265000000.0,freight_tonne_km,08_JPN,freight,all,all,Country Official Statistics,,National,ship,Yearly,2005-12-31,ATO
freight_tonne_km,ship,207850000000.0,freight_tonne_km,08_JPN,freight,all,all,Country Official Statistics,,National,ship,Yearly,2006-12-31,ATO
freight_tonne_km,ship,202960000000.0,freight_tonne_km,08_JPN,freight,all,all,Country Official Statistics,,National,ship,Yearly,2007-12-31,ATO
freight_tonne_km,ship,187860000000.0,freight_tonne_km,08_JPN,freight,all,all,Country Official Statistics,,National,ship,Yearly,2008-12-31,ATO
freight_tonne_km,ship,167320000000.0,freight_tonne_km,08_JPN,freight,all,all,Country Official Statistics,,National,ship,Yearly,2009-12-31,ATO
freight_tonne_km,ship,179898000000.0,freight_tonne_km,08_JPN,freight,all,all,Country Official Statistics,,National,ship,Yearly,2010-12-31,ATO
freight_tonne_km,ship,174900000000.0,freight_tonne_km,08_JPN,freight,all,all,Country Official Statistics,,National,ship,Yearly,2011-12-31,ATO
freight_tonne_km,ship,177791000000.0,freight_tonne_km,08_JPN,freight,all,all,Country Official Statistics,,National,ship,Yearly,2012-12-31,ATO
freight_tonne_km,ship,184860000000.0,freight_tonne_km,08_JPN,freight,all,all,Country Official Statistics,,National,ship,Yearly,2013-12-31,ATO
freight_tonne_km,ship,183120000000.0,freight_tonne_km,08_JPN,freight,all,all,Country Official Statistics,,National,ship,Yearly,2014-12-31,ATO
freight_tonne_km,ship,180381000000.0,freight_tonne_km,08_JPN,freight,all,all,Country Official Statistics,,National,ship,Yearly,2015-12-31,ATO
freight_tonne_km,ship,180438000000.0,freight_tonne_km,08_JPN,freight,all,all,Country Official Statistics,,National,ship,Yearly,2016-12-31,ATO
freight_tonne_km,ship,180934000000.0,freight_tonne_km,08_JPN,freight,all,all,Country Official Statistics,,National,ship,Yearly,2017-12-31,ATO
freight_tonne_km,ship,179089000000.0,freight_tonne_km,08_JPN,freight,all,all,Country Official Statistics,,National,ship,Yearly,2018-12-31,ATO
freight_tonne_km,ship,169680000000.0,freight_tonne_km,08_JPN,freight,all,all,Country Official Statistics,,National,ship,Yearly,2019-12-31,ATO
freight_tonne_km,ship,153824000000.0,freight_tonne_km,08_JPN,freight,all,all,Country Official Statistics,,National,ship,Yearly,2020-12-31,ATO
freight_tonne_km,ship,161795000000.0,freight_tonne_km,08_JPN,freight,all,all,Country Official Statistics,,National,ship,Yearly,2021-12-31,ATO
freight_tonne_km,ship,219918016.52083,freight_tonne_km,08_JPN,freight,all,all,"UN Statistics Division, ITF",,"National, International",ship,Yearly,2018-12-31,ATO
freight_tonne_km,air,5068799804.6875,freight_tonne_km,08_JPN,freight,all,all,World Bank (WB),,National,air,Yearly,1990-12-31,ATO
freight_tonne_km,air,5225299804.6875,freight_tonne_km,08_JPN,freight,all,all,World Bank (WB),,National,air,Yearly,1991-12-31,ATO
freight_tonne_km,air,5185200195.3125,freight_tonne_km,08_JPN,freight,all,all,World Bank (WB),,National,air,Yearly,1992-12-31,ATO
freight_tonne_km,air,5484200195.3125,freight_tonne_km,08_JPN,freight,all,all,World Bank (WB),,National,air,Yearly,1993-12-31,ATO
freight_tonne_km,air,6007899902.3438,freight_tonne_km,08_JPN,freight,all,all,World Bank (WB),,National,air,Yearly,1994-12-31,ATO
freight_tonne_km,air,6538000000.0,freight_tonne_km,08_JPN,freight,all,all,World Bank (WB),,National,air,Yearly,1995-12-31,ATO
freight_tonne_km,air,6801299804.6875,freight_tonne_km,08_JPN,freight,all,all,World Bank (WB),,National,air,Yearly,1996-12-31,ATO
freight_tonne_km,air,7504600097.6563,freight_tonne_km,08_JPN,freight,all,all,World Bank (WB),,National,air,Yearly,1997-12-31,ATO
freight_tonne_km,air,7514100097.6563,freight_tonne_km,08_JPN,freight,all,all,World Bank (WB),,National,air,Yearly,1998-12-31,ATO
freight_tonne_km,air,8225599609.375,freight_tonne_km,08_JPN,freight,all,all,World Bank (WB),,National,air,Yearly,1999-12-31,ATO
freight_tonne_km,air,8672048000.0,freight_tonne_km,08_JPN,freight,all,all,World Bank (WB),,National,air,Yearly,2000-12-31,ATO
freight_tonne_km,air,7614102000.0,freight_tonne_km,08_JPN,freight,all,all,World Bank (WB),,National,air,Yearly,2001-12-31,ATO
freight_tonne_km,air,8204671000.0,freight_tonne_km,08_JPN,freight,all,all,World Bank (WB),,National,air,Yearly,2002-12-31,ATO
freight_tonne_km,air,8279575999.999999,freight_tonne_km,08_JPN,freight,all,all,World Bank (WB),,National,air,Yearly,2003-12-31,ATO
freight_tonne_km,air,8708244000.0,freight_tonne_km,08_JPN,freight,all,all,World Bank (WB),,National,air,Yearly,2004-12-31,ATO
freight_tonne_km,air,8549241000.0,freight_tonne_km,08_JPN,freight,all,all,World Bank (WB),,National,air,Yearly,2005-12-31,ATO
freight_tonne_km,air,8480023999.999999,freight_tonne_km,08_JPN,freight,all,all,World Bank (WB),,National,air,Yearly,2006-12-31,ATO
freight_tonne_km,air,8435068999.999999,freight_tonne_km,08_JPN,freight,all,all,World Bank (WB),,National,air,Yearly,2007-12-31,ATO
freight_tonne_km,air,8172807000.0,freight_tonne_km,08_JPN,freight,all,all,World Bank (WB),,National,air,Yearly,2008-12-31,ATO
freight_tonne_km,air,10485665000.0,freight_tonne_km,08_JPN,freight,all,all,World Bank (WB),,National,air,Yearly,2009-12-31,ATO
freight_tonne_km,air,7698797697.90059,freight_tonne_km,08_JPN,freight,all,all,World Bank (WB),,National,air,Yearly,2010-12-31,ATO
freight_tonne_km,air,6545945000.0,freight_tonne_km,08_JPN,freight,all,all,World Bank (WB),,National,air,Yearly,2011-12-31,ATO
freight_tonne_km,air,7045781000.0,freight_tonne_km,08_JPN,freight,all,all,World Bank (WB),,National,air,Yearly,2012-12-31,ATO
freight_tonne_km,air,7715927000.0,freight_tonne_km,08_JPN,freight,all,all,World Bank (WB),,National,air,Yearly,2013-12-31,ATO
freight_tonne_km,air,8661758000.0,freight_tonne_km,08_JPN,freight,all,all,World Bank (WB),,National,air,Yearly,2014-12-31,ATO
freight_tonne_km,air,8661758000.0,freight_tonne_km,08_JPN,freight,all,all,World Bank (WB),,National,air,Yearly,2015-12-31,ATO
freight_tonne_km,air,9360888000.0,freight_tonne_km,08_JPN,freight,all,all,World Bank (WB),,National,air,Yearly,2016-12-31,ATO
freight_tonne_km,air,10684574000.0,freight_tonne_km,08_JPN,freight,all,all,World Bank (WB),,National,air,Yearly,2017-12-31,ATO
freight_tonne_km,air,9420659000.0,freight_tonne_km,08_JPN,freight,all,all,World Bank (WB),,National,air,Yearly,2018-12-31,ATO
freight_tonne_km,air,8919480000.0,freight_tonne_km,08_JPN,freight,all,all,World Bank (WB),,National,air,Yearly,2019-12-31,ATO
freight_tonne_km,air,7841508000.0,freight_tonne_km,08_JPN,freight,all,all,World Bank (WB),,National,air,Yearly,2020-12-31,ATO
freight_tonne_km,air,10947023000.0,freight_tonne_km,08_JPN,freight,all,all,World Bank (WB),,National,air,Yearly,2021-12-31,ATO
freight_tonne_km,air,1090000000.0,freight_tonne_km,08_JPN,freight,all,all,Country Official Statistics,,National,air,Yearly,2006-12-31,ATO
freight_tonne_km,air,1150000000.0,freight_tonne_km,08_JPN,freight,all,all,Country Official Statistics,,National,air,Yearly,2007-12-31,ATO
freight_tonne_km,air,1006800000.0,freight_tonne_km,08_JPN,freight,all,all,Country Official Statistics,,National,air,Yearly,2008-12-31,ATO
freight_tonne_km,air,980200000.0,freight_tonne_km,08_JPN,freight,all,all,Country Official Statistics,,National,air,Yearly,2009-12-31,ATO
freight_tonne_km,air,1032000000.0,freight_tonne_km,08_JPN,freight,all,all,Country Official Statistics,,National,air,Yearly,2010-12-31,ATO
freight_tonne_km,air,929000000.0,freight_tonne_km,08_JPN,freight,all,all,Country Official Statistics,,National,air,Yearly,2011-12-31,ATO
freight_tonne_km,air,946000000.0,freight_tonne_km,08_JPN,freight,all,all,Country Official Statistics,,National,air,Yearly,2012-12-31,ATO
freight_tonne_km,air,966500000.0,freight_tonne_km,08_JPN,freight,all,all,Country Official Statistics,,National,air,Yearly,2013-12-31,ATO
freight_tonne_km,air,960000000.0,freight_tonne_km,08_JPN,freight,all,all,Country Official Statistics,,National,air,Yearly,2014-12-31,ATO
freight_tonne_km,air,1056000000.0,freight_tonne_km,08_JPN,freight,all,all,Country Official Statistics,,National,air,Yearly,2015-12-31,ATO
freight_tonne_km,air,960000000.0,freight_tonne_km,08_JPN,freight,all,all,Country Official Statistics,,National,air,Yearly,2016-12-31,ATO
freight_tonne_km,air,1066000000.0,freight_tonne_km,08_JPN,freight,all,all,Country Official Statistics,,National,air,Yearly,2017-12-31,ATO
freight_tonne_km,air,977000000.0,freight_tonne_km,08_JPN,freight,all,all,Country Official Statistics,,National,air,Yearly,2018-12-31,ATO
freight_tonne_km,air,931000000.0,freight_tonne_km,08_JPN,freight,all,all,Country Official Statistics,,National,air,Yearly,2019-12-31,ATO
freight_tonne_km,air,528000000.0,freight_tonne_km,08_JPN,freight,all,all,Country Official Statistics,,National,air,Yearly,2020-12-31,ATO
freight_tonne_km,air,609000000.0,freight_tonne_km,08_JPN,freight,all,all,Country Official Statistics,,National,air,Yearly,2021-12-31,ATO
freight_tonne_km,air,10684574000.0,freight_tonne_km,08_JPN,freight,all,all,"UN Statistics Division, ITF",,"National, International",air,Yearly,2017-12-31,ATO
freight_tonne_km,air,9420659000.0,freight_tonne_km,08_JPN,freight,all,all,"UN Statistics Division, ITF",,"National, International",air,Yearly,2018-12-31,ATO
freight_tonne_km,air,8919480000.0,freight_tonne_km,08_JPN,freight,all,all,"UN Statistics Division, ITF",,"National, International",air,Yearly,2019-12-31,ATO
freight_tonne_km,air,7841508000.0,freight_tonne_km,08_JPN,freight,all,all,"UN Statistics Division, ITF",,"National, International",air,Yearly,2020-12-31,ATO
freight_tonne_km,air,10947023000.0,freight_tonne_km,08_JPN,freight,all,all,"UN Statistics Division, ITF",,"National, International",air,Yearly,2021-12-31,ATO
freight_tonne_km,rail_road,272579000000.0,freight_tonne_km,08_JPN,freight,all,all,Country Official Statistics,,National,rail_road,Yearly,1990-12-31,ATO
freight_tonne_km,rail_road,293001000000.0,freight_tonne_km,08_JPN,freight,all,all,Country Official Statistics,,National,rail_road,Yearly,1995-12-31,ATO
freight_tonne_km,rail_road,303896000000.0,freight_tonne_km,08_JPN,freight,all,all,Country Official Statistics,,National,rail_road,Yearly,1996-12-31,ATO
freight_tonne_km,rail_road,304691000000.0,freight_tonne_km,08_JPN,freight,all,all,Country Official Statistics,,National,rail_road,Yearly,1997-12-31,ATO
freight_tonne_km,rail_road,299125000000.0,freight_tonne_km,08_JPN,freight,all,all,Country Official Statistics,,National,rail_road,Yearly,1998-12-31,ATO
freight_tonne_km,rail_road,305600000000.0,freight_tonne_km,08_JPN,freight,all,all,Country Official Statistics,,National,rail_road,Yearly,1999-12-31,ATO
freight_tonne_km,rail_road,311559000000.0,freight_tonne_km,08_JPN,freight,all,all,Country Official Statistics,,National,rail_road,Yearly,2000-12-31,ATO
freight_tonne_km,rail_road,311599000000.0,freight_tonne_km,08_JPN,freight,all,all,Country Official Statistics,,National,rail_road,Yearly,2001-12-31,ATO
freight_tonne_km,rail_road,310614000000.0,freight_tonne_km,08_JPN,freight,all,all,Country Official Statistics,,National,rail_road,Yearly,2002-12-31,ATO
freight_tonne_km,rail_road,320466000000.0,freight_tonne_km,08_JPN,freight,all,all,Country Official Statistics,,National,rail_road,Yearly,2003-12-31,ATO
freight_tonne_km,rail_road,326215000000.0,freight_tonne_km,08_JPN,freight,all,all,Country Official Statistics,,National,rail_road,Yearly,2004-12-31,ATO
freight_tonne_km,rail_road,333524000000.0,freight_tonne_km,08_JPN,freight,all,all,Country Official Statistics,,National,rail_road,Yearly,2005-12-31,ATO
freight_tonne_km,rail_road,368235000000.0,freight_tonne_km,08_JPN,freight,all,all,Country Official Statistics,,National,rail_road,Yearly,2006-12-31,ATO
freight_tonne_km,rail_road,376650000000.0,freight_tonne_km,08_JPN,freight,all,all,Country Official Statistics,,National,rail_road,Yearly,2007-12-31,ATO
freight_tonne_km,rail_road,367189000000.0,freight_tonne_km,08_JPN,freight,all,all,Country Official Statistics,,National,rail_road,Yearly,2008-12-31,ATO
freight_tonne_km,rail_road,355741000000.0,freight_tonne_km,08_JPN,freight,all,all,Country Official Statistics,,National,rail_road,Yearly,2009-12-31,ATO
freight_tonne_km,rail_road,306936000000.0,freight_tonne_km,08_JPN,freight,all,all,Country Official Statistics,,National,rail_road,Yearly,2010-12-31,ATO
freight_tonne_km,rail_road,251059000000.0,freight_tonne_km,08_JPN,freight,all,all,Country Official Statistics,,National,rail_road,Yearly,2011-12-31,ATO
freight_tonne_km,rail_road,230427000000.0,freight_tonne_km,08_JPN,freight,all,all,Country Official Statistics,,National,rail_road,Yearly,2012-12-31,ATO
freight_tonne_km,rail_road,235162648000.0,freight_tonne_km,08_JPN,freight,all,all,Country Official Statistics,,National,rail_road,Yearly,2013-12-31,ATO
freight_tonne_km,rail_road,231037185000.0,freight_tonne_km,08_JPN,freight,all,all,Country Official Statistics,,National,rail_road,Yearly,2014-12-31,ATO
freight_tonne_km,rail_road,261714000000.0,freight_tonne_km,08_JPN,freight,all,all,Country Official Statistics,,National,rail_road,Yearly,2015-12-31,ATO
freight_tonne_km,rail_road,231579090000.0,freight_tonne_km,08_JPN,freight,all,all,Country Official Statistics,,National,rail_road,Yearly,2016-12-31,ATO
freight_tonne_km,rail_road,232492035000.0,freight_tonne_km,08_JPN,freight,all,all,Country Official Statistics,,National,rail_road,Yearly,2017-12-31,ATO
freight_tonne_km,rail_road,266763000000.0,freight_tonne_km,08_JPN,freight,all,all,Country Official Statistics,,National,rail_road,Yearly,2018-12-31,ATO
freight_tonne_km,rail_road,271464000000.0,freight_tonne_km,08_JPN,freight,all,all,Country Official Statistics,,National,rail_road,Yearly,2019-12-31,ATO
freight_tonne_km,rail_road,231759000000.0,freight_tonne_km,08_JPN,freight,all,all,Country Official Statistics,,National,rail_road,Yearly,2020-12-31,ATO
Sales,road,4748482.0,Stocks,08_JPN,passenger,lpv,all,OICA,,National,all,Yearly,2005-12-31,ATO
Sales,road,4612318.0,Stocks,08_JPN,passenger,lpv,all,OICA,,National,all,Yearly,2006-12-31,ATO
Sales,road,4325508.0,Stocks,08_JPN,passenger,lpv,all,OICA,,National,all,Yearly,2007-12-31,ATO
Sales,road,4184266.0,Stocks,08_JPN,passenger,lpv,all,OICA,,National,all,Yearly,2008-12-31,ATO
Sales,road,3905310.0,Stocks,08_JPN,passenger,lpv,all,OICA,,National,all,Yearly,2009-12-31,ATO
Sales,road,4203181.0,Stocks,08_JPN,passenger,lpv,all,OICA,,National,all,Yearly,2010-12-31,ATO
Sales,road,3509036.0,Stocks,08_JPN,passenger,lpv,all,OICA,,National,all,Yearly,2011-12-31,ATO
Sales,road,4572333.0,Stocks,08_JPN,passenger,lpv,all,OICA,,National,all,Yearly,2012-12-31,ATO
Sales,road,4562282.0,Stocks,08_JPN,passenger,lpv,all,OICA,,National,all,Yearly,2013-12-31,ATO
Sales,road,4699591.0,Stocks,08_JPN,passenger,lpv,all,OICA,,National,all,Yearly,2014-12-31,ATO
Sales,road,4215889.0,Stocks,08_JPN,passenger,lpv,all,OICA,,National,all,Yearly,2015-12-31,ATO
Sales,road,4146459.0,Stocks,08_JPN,passenger,lpv,all,OICA,,National,all,Yearly,2016-12-31,ATO
Sales,road,4386378.0,Stocks,08_JPN,passenger,lpv,all,OICA,,National,all,Yearly,2017-12-31,ATO
Sales,road,4391160.0,Stocks,08_JPN,passenger,lpv,all,OICA,,National,all,Yearly,2018-12-31,ATO
Sales,road,4301091.0,Stocks,08_JPN,passenger,lpv,all,OICA,,National,all,Yearly,2019-12-31,ATO
Sales,road,3809981.0,Stocks,08_JPN,passenger,lpv,all,OICA,,National,all,Yearly,2020-12-31,ATO
Sales,road,3675698.0,Stocks,08_JPN,passenger,lpv,all,OICA,,National,all,Yearly,2021-12-31,ATO
Sales,road,3448297.0,Stocks,08_JPN,passenger,lpv,all,OICA,,National,all,Yearly,2022-12-31,ATO
Sales,road,3992727.0,Stocks,08_JPN,passenger,lpv,all,OICA,,National,all,Yearly,2023-12-31,ATO
Sales,road,5852034.0,Stocks,08_JPN,passenger,lpv,all,Carsalesbase,,National,all,Yearly,2005-12-31,ATO
Sales,road,5615805.0,Stocks,08_JPN,passenger,lpv,all,Carsalesbase,,National,all,Yearly,2006-12-31,ATO
Sales,road,5207060.0,Stocks,08_JPN,passenger,lpv,all,Carsalesbase,,National,all,Yearly,2007-12-31,ATO
Sales,road,4994457.0,Stocks,08_JPN,passenger,lpv,all,Carsalesbase,,National,all,Yearly,2008-12-31,ATO
Sales,road,4559565.0,Stocks,08_JPN,passenger,lpv,all,Carsalesbase,,National,all,Yearly,2009-12-31,ATO
Sales,road,4895442.0,Stocks,08_JPN,passenger,lpv,all,Carsalesbase,,National,all,Yearly,2010-12-31,ATO
Sales,road,4148574.0,Stocks,08_JPN,passenger,lpv,all,Carsalesbase,,National,all,Yearly,2011-12-31,ATO
Sales,road,5289515.0,Stocks,08_JPN,passenger,lpv,all,Carsalesbase,,National,all,Yearly,2012-12-31,ATO
Sales,road,5285308.0,Stocks,08_JPN,passenger,lpv,all,Carsalesbase,,National,all,Yearly,2013-12-31,ATO
Sales,road,5462473.0,Stocks,08_JPN,passenger,lpv,all,Carsalesbase,,National,all,Yearly,2014-12-31,ATO
Sales,road,4943192.0,Stocks,08_JPN,passenger,lpv,all,Carsalesbase,,National,all,Yearly,2015-12-31,ATO
Sales,road,4848338.0,Stocks,08_JPN,passenger,lpv,all,Carsalesbase,,National,all,Yearly,2016-12-31,ATO
Sales,road,5110193.0,Stocks,08_JPN,passenger,lpv,all,Carsalesbase,,National,all,Yearly,2017-12-31,ATO
Sales,road,5167111.0,Stocks,08_JPN,passenger,lpv,all,Carsalesbase,,National,all,Yearly,2018-12-31,ATO
Sales,road,5088912.0,Stocks,08_JPN,passenger,lpv,all,Carsalesbase,,National,all,Yearly,2019-12-31,ATO
Sales,road,4503621.0,Stocks,08_JPN,passenger,lpv,all,Carsalesbase,,National,all,Yearly,2020-12-31,ATO
Sales,road,5852034.0,Stocks,08_JPN,combined,all,all,"OICA, Country Official Statistics",,National,all,Yearly,2005-12-31,ATO
Sales,road,5739520.0,Stocks,08_JPN,combined,all,all,"OICA, Country Official Statistics",,National,all,Yearly,2006-12-31,ATO
Sales,road,5309200.0,Stocks,08_JPN,combined,all,all,"OICA, Country Official Statistics",,National,all,Yearly,2007-12-31,ATO
Sales,road,5082233.0,Stocks,08_JPN,combined,all,all,"OICA, Country Official Statistics",,National,all,Yearly,2008-12-31,ATO
Sales,road,4609333.0,Stocks,08_JPN,combined,all,all,"OICA, Country Official Statistics",,National,all,Yearly,2009-12-31,ATO
Sales,road,4956148.0,Stocks,08_JPN,combined,all,all,"OICA, Country Official Statistics",,National,all,Yearly,2010-12-31,ATO
Sales,road,4210224.0,Stocks,08_JPN,combined,all,all,"OICA, Country Official Statistics",,National,all,Yearly,2011-12-31,ATO
Sales,road,5369721.0,Stocks,08_JPN,combined,all,all,"OICA, Country Official Statistics",,National,all,Yearly,2012-12-31,ATO
Sales,road,5375513.0,Stocks,08_JPN,combined,all,all,"OICA, Country Official Statistics",,National,all,Yearly,2013-12-31,ATO
Sales,road,5562888.0,Stocks,08_JPN,combined,all,all,"OICA, Country Official Statistics",,National,all,Yearly,2014-12-31,ATO
Sales,road,5046510.0,Stocks,08_JPN,combined,all,all,"OICA, Country Official Statistics",,National,all,Yearly,2015-12-31,ATO
