Measure,Value,Unit,Economy,Source,Comments,Scope,Frequency,Date,Dataset
COVID Apple Mobility Data - Walking,0.09844666666666649,%,07_INA,Apple,,National,Monthly,2021-09-30,ATO
COVID Apple Mobility Data - Walking,0.02562580645161287,%,07_INA,Apple,,National,Monthly,2021-10-31,ATO
COVID Apple Mobility Data - Walking,0.04945333333333312,%,07_INA,Apple,,National,Monthly,2021-11-30,ATO
COVID Apple Mobility Data - Walking,0.01215161290322575,%,07_INA,Apple,,National,Monthly,2021-12-31,ATO
COVID Apple Mobility Data - Walking,0.02083870967741935,%,07_INA,Apple,,National,Monthly,2022-01-31,ATO
COVID Apple Mobility Data - Walking,0.07981071428571404,%,07_INA,Apple,,National,Monthly,2022-02-28,ATO
COVID Apple Mobility Data - Walking,0.03199333333333337,%,07_INA,Apple,,National,Monthly,2022-03-31,ATO
COVID Google Mobility Data - Grocery and pharmacy,0.03733333333333334,%,08_JPN,Google,,National,Monthly,2020-02-29,ATO
COVID Google Mobility Data - Grocery and pharmacy,0.02935483870967742,%,08_JPN,Google,,National,Monthly,2020-03-31,ATO
COVID Google Mobility Data - Grocery and pharmacy,0.003666666666666667,%,08_JPN,Google,,National,Monthly,2020-04-30,ATO
COVID Google Mobility Data - Grocery and pharmacy,0.02064516129032258,%,08_JPN,Google,,National,Monthly,2020-05-31,ATO
COVID Google Mobility Data - Grocery and pharmacy,0.001666666666666667,%,08_JPN,Google,,National,Monthly,2020-06-30,ATO
COVID Google Mobility Data - Grocery and pharmacy,0.003225806451612903,%,08_JPN,Google,,National,Monthly,2020-07-31,ATO
COVID Google Mobility Data - Grocery and pharmacy,0.01419354838709678,%,08_JPN,Google,,National,Monthly,2020-08-31,ATO
COVID Google Mobility Data - Grocery and pharmacy,0.009333333333333334,%,08_JPN,Google,,National,Monthly,2020-09-30,ATO
COVID Google Mobility Data - Grocery and pharmacy,0.002903225806451613,%,08_JPN,Google,,National,Monthly,2020-10-31,ATO
COVID Google Mobility Data - Grocery and pharmacy,0.001666666666666667,%,08_JPN,Google,,National,Monthly,2020-11-30,ATO
COVID Google Mobility Data - Grocery and pharmacy,0.02354838709677419,%,08_JPN,Google,,National,Monthly,2020-12-31,ATO
COVID Google Mobility Data - Grocery and pharmacy,0.07774193548387098,%,08_JPN,Google,,National,Monthly,2021-01-31,ATO
COVID Google Mobility Data - Grocery and pharmacy,0.02928571428571428,%,08_JPN,Google,,National,Monthly,2021-02-28,ATO
COVID Google Mobility Data - Grocery and pharmacy,0.008709677419354838,%,08_JPN,Google,,National,Monthly,2021-03-31,ATO
COVID Google Mobility Data - Grocery and pharmacy,0.01033333333333333,%,08_JPN,Google,,National,Monthly,2021-04-30,ATO
COVID Google Mobility Data - Grocery and pharmacy,0.02645161290322581,%,08_JPN,Google,,National,Monthly,2021-05-31,ATO
COVID Google Mobility Data - Grocery and pharmacy,0.04666666666666667,%,08_JPN,Google,,National,Monthly,2021-06-30,ATO
COVID Google Mobility Data - Grocery and pharmacy,0.05709677419354839,%,08_JPN,Google,,National,Monthly,2021-07-31,ATO
COVID Google Mobility Data - Grocery and pharmacy,0.06258064516129032,%,08_JPN,Google,,National,Monthly,2021-08-31,ATO
COVID Google Mobility Data - Grocery and pharmacy,0.059,%,08_JPN,Google,,National,Monthly,2021-09-30,ATO
COVID Google Mobility Data - Grocery and pharmacy,0.05838709677419355,%,08_JPN,Google,,National,Monthly,2021-10-31,ATO
COVID Google Mobility Data - Grocery and pharmacy,0.06,%,08_JPN,Google,,National,Monthly,2021-11-30,ATO
COVID Google Mobility Data - Grocery and pharmacy,0.08903225806451612,%,08_JPN,Google,,National,Monthly,2021-12-31,ATO
COVID Google Mobility Data - Grocery and pharmacy,0.01483870967741936,%,08_JPN,Google,,National,Monthly,2022-01-31,ATO
COVID Google Mobility Data - Grocery and pharmacy,0.03035714285714286,%,08_JPN,Google,,National,Monthly,2022-02-28,ATO
COVID Google Mobility Data - Grocery and pharmacy,0.01612903225806452,%,08_JPN,Google,,National,Monthly,2022-03-31,ATO
COVID Google Mobility Data - Retail and recreation,0.01066666666666667,%,08_JPN,Google,,National,Monthly,2020-02-29,ATO
COVID Google Mobility Data - Retail and recreation,0.06806451612903226,%,08_JPN,Google,,National,Monthly,2020-03-31,ATO
COVID Google Mobility Data - Retail and recreation,0.292,%,08_JPN,Google,,National,Monthly,2020-04-30,ATO
COVID Google Mobility Data - Retail and recreation,0.297741935483871,%,08_JPN,Google,,National,Monthly,2020-05-31,ATO
COVID Google Mobility Data - Retail and recreation,0.138,%,08_JPN,Google,,National,Monthly,2020-06-30,ATO
COVID Google Mobility Data - Retail and recreation,0.1138709677419355,%,08_JPN,Google,,National,Monthly,2020-07-31,ATO
COVID Google Mobility Data - Retail and recreation,0.09741935483870968,%,08_JPN,Google,,National,Monthly,2020-08-31,ATO
COVID Google Mobility Data - Retail and recreation,0.09233333333333332,%,08_JPN,Google,,National,Monthly,2020-09-30,ATO
COVID Google Mobility Data - Retail and recreation,0.08129032258064516,%,08_JPN,Google,,National,Monthly,2020-10-31,ATO
COVID Google Mobility Data - Retail and recreation,0.06733333333333333,%,08_JPN,Google,,National,Monthly,2020-11-30,ATO
COVID Google Mobility Data - Retail and recreation,0.06451612903225806,%,08_JPN,Google,,National,Monthly,2020-12-31,ATO
COVID Google Mobility Data - Retail and recreation,0.2216129032258064,%,08_JPN,Google,,National,Monthly,2021-01-31,ATO
COVID Google Mobility Data - Retail and recreation,0.1767857142857143,%,08_JPN,Google,,National,Monthly,2021-02-28,ATO
COVID Google Mobility Data - Retail and recreation,0.107741935483871,%,08_JPN,Google,,National,Monthly,2021-03-31,ATO
COVID Google Mobility Data - Retail and recreation,0.125,%,08_JPN,Google,,National,Monthly,2021-04-30,ATO
COVID Google Mobility Data - Retail and recreation,0.1683870967741936,%,08_JPN,Google,,National,Monthly,2021-05-31,ATO
COVID Google Mobility Data - Retail and recreation,0.1423333333333333,%,08_JPN,Google,,National,Monthly,2021-06-30,ATO
COVID Google Mobility Data - Retail and recreation,0.112258064516129,%,08_JPN,Google,,National,Monthly,2021-07-31,ATO
COVID Google Mobility Data - Retail and recreation,0.1451612903225806,%,08_JPN,Google,,National,Monthly,2021-08-31,ATO
COVID Google Mobility Data - Retail and recreation,0.1473333333333333,%,08_JPN,Google,,National,Monthly,2021-09-30,ATO
COVID Google Mobility Data - Retail and recreation,0.08290322580645162,%,08_JPN,Google,,National,Monthly,2021-10-31,ATO
COVID Google Mobility Data - Retail and recreation,0.03366666666666666,%,08_JPN,Google,,National,Monthly,2021-11-30,ATO
COVID Google Mobility Data - Retail and recreation,0.007096774193548388,%,08_JPN,Google,,National,Monthly,2021-12-31,ATO
COVID Google Mobility Data - Retail and recreation,0.1219354838709677,%,08_JPN,Google,,National,Monthly,2022-01-31,ATO
COVID Google Mobility Data - Retail and recreation,0.1489285714285714,%,08_JPN,Google,,National,Monthly,2022-02-28,ATO
COVID Google Mobility Data - Retail and recreation,0.09516129032258064,%,08_JPN,Google,,National,Monthly,2022-03-31,ATO
COVID Google Mobility Data - Parks,0.008,%,08_JPN,Google,,National,Monthly,2020-02-29,ATO
COVID Google Mobility Data - Parks,0.02838709677419355,%,08_JPN,Google,,National,Monthly,2020-03-31,ATO
COVID Google Mobility Data - Parks,0.01066666666666667,%,08_JPN,Google,,National,Monthly,2020-04-30,ATO
COVID Google Mobility Data - Parks,0.05258064516129032,%,08_JPN,Google,,National,Monthly,2020-05-31,ATO
COVID Google Mobility Data - Parks,0.05333333333333333,%,08_JPN,Google,,National,Monthly,2020-06-30,ATO
COVID Google Mobility Data - Parks,0.09419354838709677,%,08_JPN,Google,,National,Monthly,2020-07-31,ATO
COVID Google Mobility Data - Parks,0.03838709677419355,%,08_JPN,Google,,National,Monthly,2020-08-31,ATO
COVID Google Mobility Data - Parks,0.005666666666666666,%,08_JPN,Google,,National,Monthly,2020-09-30,ATO
COVID Google Mobility Data - Parks,0.007741935483870968,%,08_JPN,Google,,National,Monthly,2020-10-31,ATO
COVID Google Mobility Data - Parks,0.01666666666666667,%,08_JPN,Google,,National,Monthly,2020-11-30,ATO
COVID Google Mobility Data - Parks,0.1551612903225806,%,08_JPN,Google,,National,Monthly,2020-12-31,ATO
COVID Google Mobility Data - Parks,0.2545161290322581,%,08_JPN,Google,,National,Monthly,2021-01-31,ATO
COVID Google Mobility Data - Parks,0.1614285714285714,%,08_JPN,Google,,National,Monthly,2021-02-28,ATO
COVID Google Mobility Data - Parks,0.08064516129032258,%,08_JPN,Google,,National,Monthly,2021-03-31,ATO
COVID Google Mobility Data - Parks,0.049,%,08_JPN,Google,,National,Monthly,2021-04-30,ATO
COVID Google Mobility Data - Parks,0.06129032258064516,%,08_JPN,Google,,National,Monthly,2021-05-31,ATO
COVID Google Mobility Data - Parks,0.08433333333333333,%,08_JPN,Google,,National,Monthly,2021-06-30,ATO
COVID Google Mobility Data - Parks,0.1025806451612903,%,08_JPN,Google,,National,Monthly,2021-07-31,ATO
COVID Google Mobility Data - Parks,0.1519354838709678,%,08_JPN,Google,,National,Monthly,2021-08-31,ATO
COVID Google Mobility Data - Parks,0.09366666666666668,%,08_JPN,Google,,National,Monthly,2021-09-30,ATO
COVID Google Mobility Data - Parks,0.01548387096774194,%,08_JPN,Google,,National,Monthly,2021-10-31,ATO
COVID Google Mobility Data - Parks,0.036,%,08_JPN,Google,,National,Monthly,2021-11-30,ATO
COVID Google Mobility Data - Parks,0.1261290322580645,%,08_JPN,Google,,National,Monthly,2021-12-31,ATO
COVID Google Mobility Data - Parks,0.1764516129032258,%,08_JPN,Google,,National,Monthly,2022-01-31,ATO
COVID Google Mobility Data - Parks,0.1857142857142857,%,08_JPN,Google,,National,Monthly,2022-02-28,ATO
COVID Google Mobility Data - Parks,0.1267741935483871,%,08_JPN,Google,,National,Monthly,2022-03-31,ATO
COVID Google Mobility Data - Public transport stations,0.062,%,08_JPN,Google,,National,Monthly,2020-02-29,ATO
COVID Google Mobility Data - Public transport stations,0.192258064516129,%,08_JPN,Google,,National,Monthly,2020-03-31,ATO
COVID Google Mobility Data - Public transport stations,0.4323333333333333,%,08_JPN,Google,,National,Monthly,2020-04-30,ATO
COVID Google Mobility Data - Public transport stations,0.4580645161290323,%,08_JPN,Google,,National,Monthly,2020-05-31,ATO
COVID Google Mobility Data - Public transport stations,0.254,%,08_JPN,Google,,National,Monthly,2020-06-30,ATO
COVID Google Mobility Data - Public transport stations,0.2380645161290323,%,08_JPN,Google,,National,Monthly,2020-07-31,ATO
COVID Google Mobility Data - Public transport stations,0.2661290322580645,%,08_JPN,Google,,National,Monthly,2020-08-31,ATO
COVID Google Mobility Data - Public transport stations,0.212,%,08_JPN,Google,,National,Monthly,2020-09-30,ATO
COVID Google Mobility Data - Public transport stations,0.1654838709677419,%,08_JPN,Google,,National,Monthly,2020-10-31,ATO
COVID Google Mobility Data - Public transport stations,0.184,%,08_JPN,Google,,National,Monthly,2020-11-30,ATO
COVID Google Mobility Data - Public transport stations,0.2412903225806452,%,08_JPN,Google,,National,Monthly,2020-12-31,ATO
COVID Google Mobility Data - Public transport stations,0.3635483870967742,%,08_JPN,Google,,National,Monthly,2021-01-31,ATO
COVID Google Mobility Data - Public transport stations,0.3114285714285714,%,08_JPN,Google,,National,Monthly,2021-02-28,ATO
COVID Google Mobility Data - Public transport stations,0.2341935483870968,%,08_JPN,Google,,National,Monthly,2021-03-31,ATO
COVID Google Mobility Data - Public transport stations,0.2286666666666667,%,08_JPN,Google,,National,Monthly,2021-04-30,ATO
COVID Google Mobility Data - Public transport stations,0.2954838709677419,%,08_JPN,Google,,National,Monthly,2021-05-31,ATO
COVID Google Mobility Data - Public transport stations,0.2483333333333333,%,08_JPN,Google,,National,Monthly,2021-06-30,ATO
COVID Google Mobility Data - Public transport stations,0.235483870967742,%,08_JPN,Google,,National,Monthly,2021-07-31,ATO
COVID Google Mobility Data - Public transport stations,0.307741935483871,%,08_JPN,Google,,National,Monthly,2021-08-31,ATO
COVID Google Mobility Data - Public transport stations,0.2776666666666667,%,08_JPN,Google,,National,Monthly,2021-09-30,ATO
COVID Google Mobility Data - Public transport stations,0.1819354838709678,%,08_JPN,Google,,National,Monthly,2021-10-31,ATO
COVID Google Mobility Data - Public transport stations,0.1486666666666667,%,08_JPN,Google,,National,Monthly,2021-11-30,ATO
COVID Google Mobility Data - Public transport stations,0.1661290322580645,%,08_JPN,Google,,National,Monthly,2021-12-31,ATO
COVID Google Mobility Data - Public transport stations,0.2619354838709678,%,08_JPN,Google,,National,Monthly,2022-01-31,ATO
COVID Google Mobility Data - Public transport stations,0.295,%,08_JPN,Google,,National,Monthly,2022-02-28,ATO
COVID Google Mobility Data - Public transport stations,0.2219354838709678,%,08_JPN,Google,,National,Monthly,2022-03-31,ATO
COVID Google Mobility Data - Workplaces,0.032,%,08_JPN,Google,,National,Monthly,2020-02-29,ATO
COVID Google Mobility Data - Workplaces,0.06064516129032259,%,08_JPN,Google,,National,Monthly,2020-03-31,ATO
COVID Google Mobility Data - Workplaces,0.2193333333333333,%,08_JPN,Google,,National,Monthly,2020-04-30,ATO
COVID Google Mobility Data - Workplaces,0.2664516129032258,%,08_JPN,Google,,National,Monthly,2020-05-31,ATO
COVID Google Mobility Data - Workplaces,0.126,%,08_JPN,Google,,National,Monthly,2020-06-30,ATO
COVID Google Mobility Data - Workplaces,0.1458064516129032,%,08_JPN,Google,,National,Monthly,2020-07-31,ATO
COVID Google Mobility Data - Workplaces,0.1951612903225806,%,08_JPN,Google,,National,Monthly,2020-08-31,ATO
COVID Google Mobility Data - Workplaces,0.1393333333333333,%,08_JPN,Google,,National,Monthly,2020-09-30,ATO
COVID Google Mobility Data - Workplaces,0.0896774193548387,%,08_JPN,Google,,National,Monthly,2020-10-31,ATO
COVID Google Mobility Data - Workplaces,0.1093333333333333,%,08_JPN,Google,,National,Monthly,2020-11-30,ATO
COVID Google Mobility Data - Workplaces,0.1338709677419355,%,08_JPN,Google,,National,Monthly,2020-12-31,ATO
COVID Google Mobility Data - Workplaces,0.2009677419354839,%,08_JPN,Google,,National,Monthly,2021-01-31,ATO
COVID Google Mobility Data - Workplaces,0.1510714285714286,%,08_JPN,Google,,National,Monthly,2021-02-28,ATO
COVID Google Mobility Data - Workplaces,0.1248387096774194,%,08_JPN,Google,,National,Monthly,2021-03-31,ATO
COVID Google Mobility Data - Workplaces,0.147,%,08_JPN,Google,,National,Monthly,2021-04-30,ATO
COVID Google Mobility Data - Workplaces,0.1787096774193548,%,08_JPN,Google,,National,Monthly,2021-05-31,ATO
COVID Google Mobility Data - Workplaces,0.096,%,08_JPN,Google,,National,Monthly,2021-06-30,ATO
COVID Google Mobility Data - Workplaces,0.1351612903225806,%,08_JPN,Google,,National,Monthly,2021-07-31,ATO
COVID Google Mobility Data - Workplaces,0.2003225806451613,%,08_JPN,Google,,National,Monthly,2021-08-31,ATO
COVID Google Mobility Data - Workplaces,0.151,%,08_JPN,Google,,National,Monthly,2021-09-30,ATO
COVID Google Mobility Data - Workplaces,0.09516129032258064,%,08_JPN,Google,,National,Monthly,2021-10-31,ATO
COVID Google Mobility Data - Workplaces,0.1093333333333333,%,08_JPN,Google,,National,Monthly,2021-11-30,ATO
COVID Google Mobility Data - Workplaces,0.1141935483870968,%,08_JPN,Google,,National,Monthly,2021-12-31,ATO
COVID Google Mobility Data - Workplaces,0.1583870967741935,%,08_JPN,Google,,National,Monthly,2022-01-31,ATO
COVID Google Mobility Data - Workplaces,0.13,%,08_JPN,Google,,National,Monthly,2022-02-28,ATO
COVID Google Mobility Data - Workplaces,0.1032258064516129,%,08_JPN,Google,,National,Monthly,2022-03-31,ATO
COVID Google Mobility Data - Residential,0.02,%,08_JPN,Google,,National,Monthly,2020-02-29,ATO
COVID Google Mobility Data - Residential,0.04709677419354839,%,08_JPN,Google,,National,Monthly,2020-03-31,ATO
COVID Google Mobility Data - Residential,0.1203333333333333,%,08_JPN,Google,,National,Monthly,2020-04-30,ATO
COVID Google Mobility Data - Residential,0.137741935483871,%,08_JPN,Google,,National,Monthly,2020-05-31,ATO
COVID Google Mobility Data - Residential,0.06866666666666665,%,08_JPN,Google,,National,Monthly,2020-06-30,ATO
COVID Google Mobility Data - Residential,0.07064516129032258,%,08_JPN,Google,,National,Monthly,2020-07-31,ATO
COVID Google Mobility Data - Residential,0.07483870967741935,%,08_JPN,Google,,National,Monthly,2020-08-31,ATO
COVID Google Mobility Data - Residential,0.055,%,08_JPN,Google,,National,Monthly,2020-09-30,ATO
COVID Google Mobility Data - Residential,0.04096774193548387,%,08_JPN,Google,,National,Monthly,2020-10-31,ATO
COVID Google Mobility Data - Residential,0.048,%,08_JPN,Google,,National,Monthly,2020-11-30,ATO
COVID Google Mobility Data - Residential,0.06709677419354838,%,08_JPN,Google,,National,Monthly,2020-12-31,ATO
COVID Google Mobility Data - Residential,0.09774193548387096,%,08_JPN,Google,,National,Monthly,2021-01-31,ATO
COVID Google Mobility Data - Residential,0.0725,%,08_JPN,Google,,National,Monthly,2021-02-28,ATO
COVID Google Mobility Data - Residential,0.05225806451612903,%,08_JPN,Google,,National,Monthly,2021-03-31,ATO
COVID Google Mobility Data - Residential,0.057,%,08_JPN,Google,,National,Monthly,2021-04-30,ATO
COVID Google Mobility Data - Residential,0.08161290322580646,%,08_JPN,Google,,National,Monthly,2021-05-31,ATO
COVID Google Mobility Data - Residential,0.05833333333333333,%,08_JPN,Google,,National,Monthly,2021-06-30,ATO
COVID Google Mobility Data - Residential,0.06387096774193549,%,08_JPN,Google,,National,Monthly,2021-07-31,ATO
COVID Google Mobility Data - Residential,0.09129032258064516,%,08_JPN,Google,,National,Monthly,2021-08-31,ATO
COVID Google Mobility Data - Residential,0.07966666666666666,%,08_JPN,Google,,National,Monthly,2021-09-30,ATO
COVID Google Mobility Data - Residential,0.04838709677419355,%,08_JPN,Google,,National,Monthly,2021-10-31,ATO
COVID Google Mobility Data - Residential,0.04666666666666667,%,08_JPN,Google,,National,Monthly,2021-11-30,ATO
COVID Google Mobility Data - Residential,0.05580645161290323,%,08_JPN,Google,,National,Monthly,2021-12-31,ATO
COVID Google Mobility Data - Residential,0.08161290322580646,%,08_JPN,Google,,National,Monthly,2022-01-31,ATO
COVID Google Mobility Data - Residential,0.08571428571428572,%,08_JPN,Google,,National,Monthly,2022-02-28,ATO
COVID Google Mobility Data - Residential,0.05967741935483871,%,08_JPN,Google,,National,Monthly,2022-03-31,ATO
COVID Apple Mobility Data - Walking,0.1400263157894737,%,08_JPN,Apple,,National,Monthly,2020-01-31,ATO
COVID Apple Mobility Data - Walking,0.2685793103448271,%,08_JPN,Apple,,National,Monthly,2020-02-29,ATO
COVID Apple Mobility Data - Walking,0.2107870967741933,%,08_JPN,Apple,,National,Monthly,2020-03-31,ATO
COVID Apple Mobility Data - Walking,0.2967766666666664,%,08_JPN,Apple,,National,Monthly,2020-04-30,ATO
COVID Apple Mobility Data - Walking,0.3230482758620687,%,08_JPN,Apple,,National,Monthly,2020-05-31,ATO
COVID Apple Mobility Data - Walking,0.1714499999999999,%,08_JPN,Apple,,National,Monthly,2020-06-30,ATO
COVID Apple Mobility Data - Walking,0.1147709677419353,%,08_JPN,Apple,,National,Monthly,2020-07-31,ATO
COVID Apple Mobility Data - Walking,0.03059032258064509,%,08_JPN,Apple,,National,Monthly,2020-08-31,ATO
COVID Apple Mobility Data - Walking,0.08136333333333332,%,08_JPN,Apple,,National,Monthly,2020-09-30,ATO
COVID Apple Mobility Data - Walking,0.170290322580645,%,08_JPN,Apple,,National,Monthly,2020-10-31,ATO
COVID Apple Mobility Data - Walking,0.2277699999999997,%,08_JPN,Apple,,National,Monthly,2020-11-30,ATO
COVID Apple Mobility Data - Walking,0.04595806451612893,%,08_JPN,Apple,,National,Monthly,2020-12-31,ATO
COVID Apple Mobility Data - Walking,0.1870903225806448,%,08_JPN,Apple,,National,Monthly,2021-01-31,ATO
COVID Apple Mobility Data - Walking,0.01916785714285695,%,08_JPN,Apple,,National,Monthly,2021-02-28,ATO
COVID Apple Mobility Data - Walking,0.3344366666666664,%,08_JPN,Apple,,National,Monthly,2021-03-31,ATO
COVID Apple Mobility Data - Walking,0.2523399999999996,%,08_JPN,Apple,,National,Monthly,2021-04-30,ATO
COVID Apple Mobility Data - Walking,0.0631806451612903,%,08_JPN,Apple,,National,Monthly,2021-05-31,ATO
COVID Apple Mobility Data - Walking,0.07677999999999988,%,08_JPN,Apple,,National,Monthly,2021-06-30,ATO
COVID Apple Mobility Data - Walking,0.1691258064516127,%,08_JPN,Apple,,National,Monthly,2021-07-31,ATO
COVID Apple Mobility Data - Walking,0.06440645161290304,%,08_JPN,Apple,,National,Monthly,2021-08-31,ATO
COVID Apple Mobility Data - Walking,0.1045666666666667,%,08_JPN,Apple,,National,Monthly,2021-09-30,ATO
COVID Apple Mobility Data - Walking,0.2987451612903224,%,08_JPN,Apple,,National,Monthly,2021-10-31,ATO
COVID Apple Mobility Data - Walking,0.442543333333333,%,08_JPN,Apple,,National,Monthly,2021-11-30,ATO
COVID Apple Mobility Data - Walking,0.4849967741935478,%,08_JPN,Apple,,National,Monthly,2021-12-31,ATO
COVID Apple Mobility Data - Walking,0.1828774193548386,%,08_JPN,Apple,,National,Monthly,2022-01-31,ATO
COVID Apple Mobility Data - Walking,0.2462249999999995,%,08_JPN,Apple,,National,Monthly,2022-02-28,ATO
COVID Apple Mobility Data - Walking,0.7246499999999996,%,08_JPN,Apple,,National,Monthly,2022-03-31,ATO
COVID Google Mobility Data - Grocery and pharmacy,0.06133333333333333,%,09_ROK,Google,,National,Monthly,2020-02-29,ATO
COVID Google Mobility Data - Grocery and pharmacy,0.03129032258064516,%,09_ROK,Google,,National,Monthly,2020-03-31,ATO
COVID Google Mobility Data - Grocery and pharmacy,0.048,%,09_ROK,Google,,National,Monthly,2020-04-30,ATO
COVID Google Mobility Data - Grocery and pharmacy,0.1090322580645161,%,09_ROK,Google,,National,Monthly,2020-05-31,ATO
COVID Google Mobility Data - Grocery and pharmacy,0.09033333333333333,%,09_ROK,Google,,National,Monthly,2020-06-30,ATO
COVID Google Mobility Data - Grocery and pharmacy,0.05935483870967742,%,09_ROK,Google,,National,Monthly,2020-07-31,ATO
COVID Google Mobility Data - Grocery and pharmacy,0.0667741935483871,%,09_ROK,Google,,National,Monthly,2020-08-31,ATO
COVID Google Mobility Data - Grocery and pharmacy,0.112,%,09_ROK,Google,,National,Monthly,2020-09-30,ATO
COVID Google Mobility Data - Grocery and pharmacy,0.09161290322580645,%,09_ROK,Google,,National,Monthly,2020-10-31,ATO
COVID Google Mobility Data - Grocery and pharmacy,0.061,%,09_ROK,Google,,National,Monthly,2020-11-30,ATO
COVID Google Mobility Data - Grocery and pharmacy,0.04806451612903226,%,09_ROK,Google,,National,Monthly,2020-12-31,ATO
COVID Google Mobility Data - Grocery and pharmacy,0.03419354838709678,%,09_ROK,Google,,National,Monthly,2021-01-31,ATO
COVID Google Mobility Data - Grocery and pharmacy,0.1578571428571429,%,09_ROK,Google,,National,Monthly,2021-02-28,ATO
COVID Google Mobility Data - Grocery and pharmacy,0.1890322580645161,%,09_ROK,Google,,National,Monthly,2021-03-31,ATO
COVID Google Mobility Data - Grocery and pharmacy,0.229,%,09_ROK,Google,,National,Monthly,2021-04-30,ATO
COVID Google Mobility Data - Grocery and pharmacy,0.2625806451612903,%,09_ROK,Google,,National,Monthly,2021-05-31,ATO
COVID Google Mobility Data - Grocery and pharmacy,0.26,%,09_ROK,Google,,National,Monthly,2021-06-30,ATO
COVID Google Mobility Data - Grocery and pharmacy,0.2425806451612904,%,09_ROK,Google,,National,Monthly,2021-07-31,ATO
COVID Google Mobility Data - Grocery and pharmacy,0.2561290322580645,%,09_ROK,Google,,National,Monthly,2021-08-31,ATO
COVID Google Mobility Data - Grocery and pharmacy,0.321,%,09_ROK,Google,,National,Monthly,2021-09-30,ATO
COVID Google Mobility Data - Grocery and pharmacy,0.2664516129032258,%,09_ROK,Google,,National,Monthly,2021-10-31,ATO
COVID Google Mobility Data - Grocery and pharmacy,0.237,%,09_ROK,Google,,National,Monthly,2021-11-30,ATO
COVID Google Mobility Data - Grocery and pharmacy,0.2132258064516129,%,09_ROK,Google,,National,Monthly,2021-12-31,ATO
COVID Google Mobility Data - Grocery and pharmacy,0.2480645161290322,%,09_ROK,Google,,National,Monthly,2022-01-31,ATO
COVID Google Mobility Data - Grocery and pharmacy,0.1396428571428572,%,09_ROK,Google,,National,Monthly,2022-02-28,ATO
COVID Google Mobility Data - Grocery and pharmacy,0.102258064516129,%,09_ROK,Google,,National,Monthly,2022-03-31,ATO
COVID Google Mobility Data - Retail and recreation,0.1966666666666667,%,09_ROK,Google,,National,Monthly,2020-02-29,ATO
COVID Google Mobility Data - Retail and recreation,0.2280645161290323,%,09_ROK,Google,,National,Monthly,2020-03-31,ATO
COVID Google Mobility Data - Retail and recreation,0.1303333333333333,%,09_ROK,Google,,National,Monthly,2020-04-30,ATO
COVID Google Mobility Data - Retail and recreation,0.04709677419354839,%,09_ROK,Google,,National,Monthly,2020-05-31,ATO
COVID Google Mobility Data - Retail and recreation,0.047,%,09_ROK,Google,,National,Monthly,2020-06-30,ATO
COVID Google Mobility Data - Retail and recreation,0.05483870967741935,%,09_ROK,Google,,National,Monthly,2020-07-31,ATO
COVID Google Mobility Data - Retail and recreation,0.1132258064516129,%,09_ROK,Google,,National,Monthly,2020-08-31,ATO
COVID Google Mobility Data - Retail and recreation,0.1796666666666666,%,09_ROK,Google,,National,Monthly,2020-09-30,ATO
COVID Google Mobility Data - Retail and recreation,0.1029032258064516,%,09_ROK,Google,,National,Monthly,2020-10-31,ATO
COVID Google Mobility Data - Retail and recreation,0.1256666666666667,%,09_ROK,Google,,National,Monthly,2020-11-30,ATO
COVID Google Mobility Data - Retail and recreation,0.2309677419354839,%,09_ROK,Google,,National,Monthly,2020-12-31,ATO
COVID Google Mobility Data - Retail and recreation,0.2258064516129032,%,09_ROK,Google,,National,Monthly,2021-01-31,ATO
COVID Google Mobility Data - Retail and recreation,0.08892857142857143,%,09_ROK,Google,,National,Monthly,2021-02-28,ATO
COVID Google Mobility Data - Retail and recreation,0.01387096774193548,%,09_ROK,Google,,National,Monthly,2021-03-31,ATO
COVID Google Mobility Data - Retail and recreation,0.003666666666666667,%,09_ROK,Google,,National,Monthly,2021-04-30,ATO
COVID Google Mobility Data - Retail and recreation,0.03419354838709678,%,09_ROK,Google,,National,Monthly,2021-05-31,ATO
COVID Google Mobility Data - Retail and recreation,0.08466666666666667,%,09_ROK,Google,,National,Monthly,2021-06-30,ATO
COVID Google Mobility Data - Retail and recreation,0.01709677419354839,%,09_ROK,Google,,National,Monthly,2021-07-31,ATO
COVID Google Mobility Data - Retail and recreation,0.007741935483870968,%,09_ROK,Google,,National,Monthly,2021-08-31,ATO
COVID Google Mobility Data - Retail and recreation,0.06066666666666667,%,09_ROK,Google,,National,Monthly,2021-09-30,ATO
COVID Google Mobility Data - Retail and recreation,0.1132258064516129,%,09_ROK,Google,,National,Monthly,2021-10-31,ATO
COVID Google Mobility Data - Retail and recreation,0.1253333333333333,%,09_ROK,Google,,National,Monthly,2021-11-30,ATO
COVID Google Mobility Data - Retail and recreation,0.05129032258064516,%,09_ROK,Google,,National,Monthly,2021-12-31,ATO
COVID Google Mobility Data - Retail and recreation,0.01645161290322581,%,09_ROK,Google,,National,Monthly,2022-01-31,ATO
COVID Google Mobility Data - Retail and recreation,0.03285714285714286,%,09_ROK,Google,,National,Monthly,2022-02-28,ATO
COVID Google Mobility Data - Retail and recreation,0.1054838709677419,%,09_ROK,Google,,National,Monthly,2022-03-31,ATO
COVID Google Mobility Data - Parks,0.1066666666666667,%,09_ROK,Google,,National,Monthly,2020-02-29,ATO
