Measure,Value,Unit,Economy,Source,Comments,Scope,Frequency,Date,Dataset
COVID Google Mobility Data - Public transport stations,0.8370000000000001,%,12_NZ,Google,,National,Monthly,2020-04-30,ATO
COVID Google Mobility Data - Public transport stations,0.5380645161290323,%,12_NZ,Google,,National,Monthly,2020-05-31,ATO
COVID Google Mobility Data - Public transport stations,0.3763333333333334,%,12_NZ,Google,,National,Monthly,2020-06-30,ATO
COVID Google Mobility Data - Public transport stations,0.2916129032258065,%,12_NZ,Google,,National,Monthly,2020-07-31,ATO
COVID Google Mobility Data - Public transport stations,0.4116129032258065,%,12_NZ,Google,,National,Monthly,2020-08-31,ATO
COVID Google Mobility Data - Public transport stations,0.3413333333333333,%,12_NZ,Google,,National,Monthly,2020-09-30,ATO
COVID Google Mobility Data - Public transport stations,0.2854838709677419,%,12_NZ,Google,,National,Monthly,2020-10-31,ATO
COVID Google Mobility Data - Public transport stations,0.2856666666666667,%,12_NZ,Google,,National,Monthly,2020-11-30,ATO
COVID Google Mobility Data - Public transport stations,0.3170967741935484,%,12_NZ,Google,,National,Monthly,2020-12-31,ATO
COVID Google Mobility Data - Public transport stations,0.3816129032258065,%,12_NZ,Google,,National,Monthly,2021-01-31,ATO
COVID Google Mobility Data - Public transport stations,0.3432142857142857,%,12_NZ,Google,,National,Monthly,2021-02-28,ATO
COVID Google Mobility Data - Public transport stations,0.3135483870967742,%,12_NZ,Google,,National,Monthly,2021-03-31,ATO
COVID Google Mobility Data - Public transport stations,0.2963333333333333,%,12_NZ,Google,,National,Monthly,2021-04-30,ATO
COVID Google Mobility Data - Public transport stations,0.2429032258064516,%,12_NZ,Google,,National,Monthly,2021-05-31,ATO
COVID Google Mobility Data - Public transport stations,0.295,%,12_NZ,Google,,National,Monthly,2021-06-30,ATO
COVID Google Mobility Data - Public transport stations,0.2645161290322581,%,12_NZ,Google,,National,Monthly,2021-07-31,ATO
COVID Google Mobility Data - Public transport stations,0.5164516129032258,%,12_NZ,Google,,National,Monthly,2021-08-31,ATO
COVID Google Mobility Data - Public transport stations,0.6146666666666667,%,12_NZ,Google,,National,Monthly,2021-09-30,ATO
COVID Google Mobility Data - Public transport stations,0.5438709677419356,%,12_NZ,Google,,National,Monthly,2021-10-31,ATO
COVID Google Mobility Data - Public transport stations,0.4816666666666666,%,12_NZ,Google,,National,Monthly,2021-11-30,ATO
COVID Google Mobility Data - Public transport stations,0.4390322580645162,%,12_NZ,Google,,National,Monthly,2021-12-31,ATO
COVID Google Mobility Data - Public transport stations,0.4403225806451613,%,12_NZ,Google,,National,Monthly,2022-01-31,ATO
COVID Google Mobility Data - Public transport stations,0.4625,%,12_NZ,Google,,National,Monthly,2022-02-28,ATO
COVID Google Mobility Data - Public transport stations,0.5064516129032258,%,12_NZ,Google,,National,Monthly,2022-03-31,ATO
COVID Google Mobility Data - Workplaces,0.14,%,12_NZ,Google,,National,Monthly,2020-02-29,ATO
COVID Google Mobility Data - Workplaces,0.06612903225806452,%,12_NZ,Google,,National,Monthly,2020-03-31,ATO
COVID Google Mobility Data - Workplaces,0.664,%,12_NZ,Google,,National,Monthly,2020-04-30,ATO
COVID Google Mobility Data - Workplaces,0.2261290322580645,%,12_NZ,Google,,National,Monthly,2020-05-31,ATO
COVID Google Mobility Data - Workplaces,0.03366666666666666,%,12_NZ,Google,,National,Monthly,2020-06-30,ATO
COVID Google Mobility Data - Workplaces,0.0432258064516129,%,12_NZ,Google,,National,Monthly,2020-07-31,ATO
COVID Google Mobility Data - Workplaces,0.09870967741935484,%,12_NZ,Google,,National,Monthly,2020-08-31,ATO
COVID Google Mobility Data - Workplaces,0.03633333333333334,%,12_NZ,Google,,National,Monthly,2020-09-30,ATO
COVID Google Mobility Data - Workplaces,0.03580645161290323,%,12_NZ,Google,,National,Monthly,2020-10-31,ATO
COVID Google Mobility Data - Workplaces,0.02033333333333333,%,12_NZ,Google,,National,Monthly,2020-11-30,ATO
COVID Google Mobility Data - Workplaces,0.1383870967741935,%,12_NZ,Google,,National,Monthly,2020-12-31,ATO
COVID Google Mobility Data - Workplaces,0.1767741935483871,%,12_NZ,Google,,National,Monthly,2021-01-31,ATO
COVID Google Mobility Data - Workplaces,0.05892857142857143,%,12_NZ,Google,,National,Monthly,2021-02-28,ATO
COVID Google Mobility Data - Workplaces,0.01741935483870968,%,12_NZ,Google,,National,Monthly,2021-03-31,ATO
COVID Google Mobility Data - Workplaces,0.08800000000000001,%,12_NZ,Google,,National,Monthly,2021-04-30,ATO
COVID Google Mobility Data - Workplaces,0.0774193548387097,%,12_NZ,Google,,National,Monthly,2021-05-31,ATO
COVID Google Mobility Data - Workplaces,0.03833333333333334,%,12_NZ,Google,,National,Monthly,2021-06-30,ATO
COVID Google Mobility Data - Workplaces,0.02129032258064516,%,12_NZ,Google,,National,Monthly,2021-07-31,ATO
COVID Google Mobility Data - Workplaces,0.2425806451612904,%,12_NZ,Google,,National,Monthly,2021-08-31,ATO
COVID Google Mobility Data - Workplaces,0.2353333333333334,%,12_NZ,Google,,National,Monthly,2021-09-30,ATO
COVID Google Mobility Data - Workplaces,0.1487096774193548,%,12_NZ,Google,,National,Monthly,2021-10-31,ATO
COVID Google Mobility Data - Workplaces,0.05866666666666667,%,12_NZ,Google,,National,Monthly,2021-11-30,ATO
COVID Google Mobility Data - Workplaces,0.1693548387096774,%,12_NZ,Google,,National,Monthly,2021-12-31,ATO
COVID Google Mobility Data - Workplaces,0.1925806451612903,%,12_NZ,Google,,National,Monthly,2022-01-31,ATO
COVID Google Mobility Data - Workplaces,0.07535714285714284,%,12_NZ,Google,,National,Monthly,2022-02-28,ATO
COVID Google Mobility Data - Workplaces,0.0803225806451613,%,12_NZ,Google,,National,Monthly,2022-03-31,ATO
COVID Google Mobility Data - Residential,0.01066666666666667,%,12_NZ,Google,,National,Monthly,2020-02-29,ATO
COVID Google Mobility Data - Residential,0.07935483870967742,%,12_NZ,Google,,National,Monthly,2020-03-31,ATO
COVID Google Mobility Data - Residential,0.2953333333333334,%,12_NZ,Google,,National,Monthly,2020-04-30,ATO
COVID Google Mobility Data - Residential,0.1412903225806452,%,12_NZ,Google,,National,Monthly,2020-05-31,ATO
COVID Google Mobility Data - Residential,0.06833333333333332,%,12_NZ,Google,,National,Monthly,2020-06-30,ATO
COVID Google Mobility Data - Residential,0.04967741935483871,%,12_NZ,Google,,National,Monthly,2020-07-31,ATO
COVID Google Mobility Data - Residential,0.08064516129032258,%,12_NZ,Google,,National,Monthly,2020-08-31,ATO
COVID Google Mobility Data - Residential,0.04366666666666666,%,12_NZ,Google,,National,Monthly,2020-09-30,ATO
COVID Google Mobility Data - Residential,0.02838709677419355,%,12_NZ,Google,,National,Monthly,2020-10-31,ATO
COVID Google Mobility Data - Residential,0.02433333333333333,%,12_NZ,Google,,National,Monthly,2020-11-30,ATO
COVID Google Mobility Data - Residential,0.03645161290322581,%,12_NZ,Google,,National,Monthly,2020-12-31,ATO
COVID Google Mobility Data - Residential,0.05225806451612903,%,12_NZ,Google,,National,Monthly,2021-01-31,ATO
COVID Google Mobility Data - Residential,0.03642857142857142,%,12_NZ,Google,,National,Monthly,2021-02-28,ATO
COVID Google Mobility Data - Residential,0.03548387096774194,%,12_NZ,Google,,National,Monthly,2021-03-31,ATO
COVID Google Mobility Data - Residential,0.04466666666666667,%,12_NZ,Google,,National,Monthly,2021-04-30,ATO
COVID Google Mobility Data - Residential,0.03129032258064516,%,12_NZ,Google,,National,Monthly,2021-05-31,ATO
COVID Google Mobility Data - Residential,0.045,%,12_NZ,Google,,National,Monthly,2021-06-30,ATO
COVID Google Mobility Data - Residential,0.0467741935483871,%,12_NZ,Google,,National,Monthly,2021-07-31,ATO
COVID Google Mobility Data - Residential,0.1616129032258064,%,12_NZ,Google,,National,Monthly,2021-08-31,ATO
COVID Google Mobility Data - Residential,0.1673333333333333,%,12_NZ,Google,,National,Monthly,2021-09-30,ATO
COVID Google Mobility Data - Residential,0.1151612903225806,%,12_NZ,Google,,National,Monthly,2021-10-31,ATO
COVID Google Mobility Data - Residential,0.08233333333333333,%,12_NZ,Google,,National,Monthly,2021-11-30,ATO
COVID Google Mobility Data - Residential,0.07225806451612903,%,12_NZ,Google,,National,Monthly,2021-12-31,ATO
COVID Google Mobility Data - Residential,0.07193548387096774,%,12_NZ,Google,,National,Monthly,2022-01-31,ATO
COVID Google Mobility Data - Residential,0.07464285714285715,%,12_NZ,Google,,National,Monthly,2022-02-28,ATO
COVID Google Mobility Data - Residential,0.09451612903225806,%,12_NZ,Google,,National,Monthly,2022-03-31,ATO
COVID Apple Mobility Data - Walking,0.03279999999999993,%,12_NZ,Apple,,National,Monthly,2020-01-31,ATO
COVID Apple Mobility Data - Walking,0.1596724137931031,%,12_NZ,Apple,,National,Monthly,2020-02-29,ATO
COVID Apple Mobility Data - Walking,0.2602967741935484,%,12_NZ,Apple,,National,Monthly,2020-03-31,ATO
COVID Apple Mobility Data - Walking,0.7343899999999999,%,12_NZ,Apple,,National,Monthly,2020-04-30,ATO
COVID Apple Mobility Data - Walking,0.4922896551724138,%,12_NZ,Apple,,National,Monthly,2020-05-31,ATO
COVID Apple Mobility Data - Walking,0.2891366666666666,%,12_NZ,Apple,,National,Monthly,2020-06-30,ATO
COVID Apple Mobility Data - Walking,0.110390322580645,%,12_NZ,Apple,,National,Monthly,2020-07-31,ATO
COVID Apple Mobility Data - Walking,0.3327096774193547,%,12_NZ,Apple,,National,Monthly,2020-08-31,ATO
COVID Apple Mobility Data - Walking,0.212643333333333,%,12_NZ,Apple,,National,Monthly,2020-09-30,ATO
COVID Apple Mobility Data - Walking,0.1340387096774192,%,12_NZ,Apple,,National,Monthly,2020-10-31,ATO
COVID Apple Mobility Data - Walking,0.1756933333333331,%,12_NZ,Apple,,National,Monthly,2020-11-30,ATO
COVID Apple Mobility Data - Walking,0.1105548387096772,%,12_NZ,Apple,,National,Monthly,2020-12-31,ATO
COVID Apple Mobility Data - Walking,0.08962903225806429,%,12_NZ,Apple,,National,Monthly,2021-01-31,ATO
COVID Apple Mobility Data - Walking,0.03366071428571421,%,12_NZ,Apple,,National,Monthly,2021-02-28,ATO
COVID Apple Mobility Data - Walking,0.08995999999999983,%,12_NZ,Apple,,National,Monthly,2021-03-31,ATO
COVID Apple Mobility Data - Walking,0.02236666666666657,%,12_NZ,Apple,,National,Monthly,2021-04-30,ATO
COVID Apple Mobility Data - Walking,0.06279032258064506,%,12_NZ,Apple,,National,Monthly,2021-05-31,ATO
COVID Apple Mobility Data - Walking,0.09649666666666638,%,12_NZ,Apple,,National,Monthly,2021-06-30,ATO
COVID Apple Mobility Data - Walking,0.003777419354838734,%,12_NZ,Apple,,National,Monthly,2021-07-31,ATO
COVID Apple Mobility Data - Walking,0.3776935483870965,%,12_NZ,Apple,,National,Monthly,2021-08-31,ATO
COVID Apple Mobility Data - Walking,0.4399033333333332,%,12_NZ,Apple,,National,Monthly,2021-09-30,ATO
COVID Apple Mobility Data - Walking,0.3033548387096773,%,12_NZ,Apple,,National,Monthly,2021-10-31,ATO
COVID Apple Mobility Data - Walking,0.2493366666666664,%,12_NZ,Apple,,National,Monthly,2021-11-30,ATO
COVID Apple Mobility Data - Walking,0.08592903225806435,%,12_NZ,Apple,,National,Monthly,2021-12-31,ATO
COVID Apple Mobility Data - Walking,0.01399032258064511,%,12_NZ,Apple,,National,Monthly,2022-01-31,ATO
COVID Apple Mobility Data - Walking,0.03758214285714281,%,12_NZ,Apple,,National,Monthly,2022-02-28,ATO
COVID Apple Mobility Data - Walking,0.1446533333333331,%,12_NZ,Apple,,National,Monthly,2022-03-31,ATO
COVID Google Mobility Data - Grocery and pharmacy,0.05533333333333333,%,13_PNG,Google,,National,Monthly,2020-02-29,ATO
COVID Google Mobility Data - Grocery and pharmacy,0.03548387096774194,%,13_PNG,Google,,National,Monthly,2020-03-31,ATO
COVID Google Mobility Data - Grocery and pharmacy,0.02833333333333334,%,13_PNG,Google,,National,Monthly,2020-04-30,ATO
COVID Google Mobility Data - Grocery and pharmacy,0.192258064516129,%,13_PNG,Google,,National,Monthly,2020-05-31,ATO
COVID Google Mobility Data - Grocery and pharmacy,0.2426666666666667,%,13_PNG,Google,,National,Monthly,2020-06-30,ATO
COVID Google Mobility Data - Grocery and pharmacy,0.2912903225806451,%,13_PNG,Google,,National,Monthly,2020-07-31,ATO
COVID Google Mobility Data - Grocery and pharmacy,0.214375,%,13_PNG,Google,,National,Monthly,2020-08-31,ATO
COVID Google Mobility Data - Grocery and pharmacy,0.2955,%,13_PNG,Google,,National,Monthly,2020-09-30,ATO
COVID Google Mobility Data - Grocery and pharmacy,0.2493548387096774,%,13_PNG,Google,,National,Monthly,2020-10-31,ATO
COVID Google Mobility Data - Grocery and pharmacy,0.2653333333333334,%,13_PNG,Google,,National,Monthly,2020-11-30,ATO
COVID Google Mobility Data - Grocery and pharmacy,0.3974193548387097,%,13_PNG,Google,,National,Monthly,2020-12-31,ATO
COVID Google Mobility Data - Grocery and pharmacy,0.2658064516129032,%,13_PNG,Google,,National,Monthly,2021-01-31,ATO
COVID Google Mobility Data - Grocery and pharmacy,0.4467857142857143,%,13_PNG,Google,,National,Monthly,2021-02-28,ATO
COVID Google Mobility Data - Grocery and pharmacy,0.3719354838709678,%,13_PNG,Google,,National,Monthly,2021-03-31,ATO
COVID Google Mobility Data - Grocery and pharmacy,0.4703333333333333,%,13_PNG,Google,,National,Monthly,2021-04-30,ATO
COVID Google Mobility Data - Grocery and pharmacy,0.6751612903225807,%,13_PNG,Google,,National,Monthly,2021-05-31,ATO
COVID Google Mobility Data - Grocery and pharmacy,0.7956666666666666,%,13_PNG,Google,,National,Monthly,2021-06-30,ATO
COVID Google Mobility Data - Grocery and pharmacy,0.88,%,13_PNG,Google,,National,Monthly,2021-07-31,ATO
COVID Google Mobility Data - Grocery and pharmacy,0.8941935483870967,%,13_PNG,Google,,National,Monthly,2021-08-31,ATO
COVID Google Mobility Data - Grocery and pharmacy,0.9196666666666666,%,13_PNG,Google,,National,Monthly,2021-09-30,ATO
COVID Google Mobility Data - Grocery and pharmacy,0.9183870967741936,%,13_PNG,Google,,National,Monthly,2021-10-31,ATO
COVID Google Mobility Data - Grocery and pharmacy,0.9463333333333334,%,13_PNG,Google,,National,Monthly,2021-11-30,ATO
COVID Google Mobility Data - Grocery and pharmacy,1.028709677419355,%,13_PNG,Google,,National,Monthly,2021-12-31,ATO
COVID Google Mobility Data - Grocery and pharmacy,0.9096774193548387,%,13_PNG,Google,,National,Monthly,2022-01-31,ATO
COVID Google Mobility Data - Grocery and pharmacy,1.043214285714286,%,13_PNG,Google,,National,Monthly,2022-02-28,ATO
COVID Google Mobility Data - Grocery and pharmacy,1.250645161290323,%,13_PNG,Google,,National,Monthly,2022-03-31,ATO
COVID Google Mobility Data - Retail and recreation,0.06266666666666666,%,13_PNG,Google,,National,Monthly,2020-02-29,ATO
COVID Google Mobility Data - Retail and recreation,0.04387096774193548,%,13_PNG,Google,,National,Monthly,2020-03-31,ATO
COVID Google Mobility Data - Retail and recreation,0.185,%,13_PNG,Google,,National,Monthly,2020-04-30,ATO
COVID Google Mobility Data - Retail and recreation,0.007741935483870968,%,13_PNG,Google,,National,Monthly,2020-05-31,ATO
COVID Google Mobility Data - Retail and recreation,0.05266666666666667,%,13_PNG,Google,,National,Monthly,2020-06-30,ATO
COVID Google Mobility Data - Retail and recreation,0.1012903225806452,%,13_PNG,Google,,National,Monthly,2020-07-31,ATO
COVID Google Mobility Data - Retail and recreation,0.046875,%,13_PNG,Google,,National,Monthly,2020-08-31,ATO
COVID Google Mobility Data - Retail and recreation,0.148,%,13_PNG,Google,,National,Monthly,2020-09-30,ATO
COVID Google Mobility Data - Retail and recreation,0.1690322580645161,%,13_PNG,Google,,National,Monthly,2020-10-31,ATO
COVID Google Mobility Data - Retail and recreation,0.222,%,13_PNG,Google,,National,Monthly,2020-11-30,ATO
COVID Google Mobility Data - Retail and recreation,0.3112903225806452,%,13_PNG,Google,,National,Monthly,2020-12-31,ATO
COVID Google Mobility Data - Retail and recreation,0.09225806451612904,%,13_PNG,Google,,National,Monthly,2021-01-31,ATO
COVID Google Mobility Data - Retail and recreation,0.1521428571428571,%,13_PNG,Google,,National,Monthly,2021-02-28,ATO
COVID Google Mobility Data - Retail and recreation,0.03354838709677419,%,13_PNG,Google,,National,Monthly,2021-03-31,ATO
COVID Google Mobility Data - Retail and recreation,0.142,%,13_PNG,Google,,National,Monthly,2021-04-30,ATO
COVID Google Mobility Data - Retail and recreation,0.2758064516129032,%,13_PNG,Google,,National,Monthly,2021-05-31,ATO
COVID Google Mobility Data - Retail and recreation,0.3346666666666667,%,13_PNG,Google,,National,Monthly,2021-06-30,ATO
COVID Google Mobility Data - Retail and recreation,0.4,%,13_PNG,Google,,National,Monthly,2021-07-31,ATO
COVID Google Mobility Data - Retail and recreation,0.4283870967741935,%,13_PNG,Google,,National,Monthly,2021-08-31,ATO
COVID Google Mobility Data - Retail and recreation,0.4196666666666667,%,13_PNG,Google,,National,Monthly,2021-09-30,ATO
COVID Google Mobility Data - Retail and recreation,0.3364516129032258,%,13_PNG,Google,,National,Monthly,2021-10-31,ATO
COVID Google Mobility Data - Retail and recreation,0.4143333333333333,%,13_PNG,Google,,National,Monthly,2021-11-30,ATO
COVID Google Mobility Data - Retail and recreation,0.4916129032258065,%,13_PNG,Google,,National,Monthly,2021-12-31,ATO
COVID Google Mobility Data - Retail and recreation,0.4138709677419355,%,13_PNG,Google,,National,Monthly,2022-01-31,ATO
COVID Google Mobility Data - Retail and recreation,0.5275,%,13_PNG,Google,,National,Monthly,2022-02-28,ATO
COVID Google Mobility Data - Retail and recreation,0.6019354838709677,%,13_PNG,Google,,National,Monthly,2022-03-31,ATO
COVID Google Mobility Data - Parks,0.06666666666666667,%,13_PNG,Google,,National,Monthly,2020-02-29,ATO
COVID Google Mobility Data - Parks,0.08709677419354839,%,13_PNG,Google,,National,Monthly,2020-03-31,ATO
COVID Google Mobility Data - Parks,0.1286666666666667,%,13_PNG,Google,,National,Monthly,2020-04-30,ATO
COVID Google Mobility Data - Parks,0.1038709677419355,%,13_PNG,Google,,National,Monthly,2020-05-31,ATO
COVID Google Mobility Data - Parks,0.09066666666666666,%,13_PNG,Google,,National,Monthly,2020-06-30,ATO
COVID Google Mobility Data - Parks,0.06193548387096774,%,13_PNG,Google,,National,Monthly,2020-07-31,ATO
COVID Google Mobility Data - Parks,0.044375,%,13_PNG,Google,,National,Monthly,2020-08-31,ATO
COVID Google Mobility Data - Parks,0.1835,%,13_PNG,Google,,National,Monthly,2020-09-30,ATO
COVID Google Mobility Data - Parks,0.2722580645161291,%,13_PNG,Google,,National,Monthly,2020-10-31,ATO
COVID Google Mobility Data - Parks,0.2363333333333333,%,13_PNG,Google,,National,Monthly,2020-11-30,ATO
COVID Google Mobility Data - Parks,0.137741935483871,%,13_PNG,Google,,National,Monthly,2020-12-31,ATO
COVID Google Mobility Data - Parks,0.172258064516129,%,13_PNG,Google,,National,Monthly,2021-01-31,ATO
COVID Google Mobility Data - Parks,0.2442857142857143,%,13_PNG,Google,,National,Monthly,2021-02-28,ATO
COVID Google Mobility Data - Parks,0.2480645161290322,%,13_PNG,Google,,National,Monthly,2021-03-31,ATO
COVID Google Mobility Data - Parks,0.2806666666666667,%,13_PNG,Google,,National,Monthly,2021-04-30,ATO
COVID Google Mobility Data - Parks,0.2290322580645161,%,13_PNG,Google,,National,Monthly,2021-05-31,ATO
COVID Google Mobility Data - Parks,0.156,%,13_PNG,Google,,National,Monthly,2021-06-30,ATO
COVID Google Mobility Data - Parks,0.1661290322580645,%,13_PNG,Google,,National,Monthly,2021-07-31,ATO
COVID Google Mobility Data - Parks,0.1387096774193548,%,13_PNG,Google,,National,Monthly,2021-08-31,ATO
COVID Google Mobility Data - Parks,0.155,%,13_PNG,Google,,National,Monthly,2021-09-30,ATO
COVID Google Mobility Data - Parks,0.1529032258064516,%,13_PNG,Google,,National,Monthly,2021-10-31,ATO
COVID Google Mobility Data - Parks,0.134,%,13_PNG,Google,,National,Monthly,2021-11-30,ATO
COVID Google Mobility Data - Parks,0.1316129032258065,%,13_PNG,Google,,National,Monthly,2021-12-31,ATO
COVID Google Mobility Data - Parks,0.09516129032258064,%,13_PNG,Google,,National,Monthly,2022-01-31,ATO
COVID Google Mobility Data - Parks,0.6625806451612903,%,13_PNG,Google,,National,Monthly,2022-03-31,ATO
COVID Google Mobility Data - Public transport stations,0.02066666666666667,%,13_PNG,Google,,National,Monthly,2020-02-29,ATO
COVID Google Mobility Data - Public transport stations,0.1493548387096774,%,13_PNG,Google,,National,Monthly,2020-03-31,ATO
COVID Google Mobility Data - Public transport stations,0.359,%,13_PNG,Google,,National,Monthly,2020-04-30,ATO
COVID Google Mobility Data - Public transport stations,0.2306451612903226,%,13_PNG,Google,,National,Monthly,2020-05-31,ATO
COVID Google Mobility Data - Public transport stations,0.166,%,13_PNG,Google,,National,Monthly,2020-06-30,ATO
COVID Google Mobility Data - Public transport stations,0.1064516129032258,%,13_PNG,Google,,National,Monthly,2020-07-31,ATO
COVID Google Mobility Data - Public transport stations,0.20625,%,13_PNG,Google,,National,Monthly,2020-08-31,ATO
COVID Google Mobility Data - Public transport stations,0.0145,%,13_PNG,Google,,National,Monthly,2020-09-30,ATO
COVID Google Mobility Data - Public transport stations,0.0167741935483871,%,13_PNG,Google,,National,Monthly,2020-10-31,ATO
COVID Google Mobility Data - Public transport stations,0.04266666666666667,%,13_PNG,Google,,National,Monthly,2020-11-30,ATO
COVID Google Mobility Data - Public transport stations,0.1935483870967742,%,13_PNG,Google,,National,Monthly,2020-12-31,ATO
COVID Google Mobility Data - Public transport stations,0.1109677419354839,%,13_PNG,Google,,National,Monthly,2021-01-31,ATO
COVID Google Mobility Data - Public transport stations,0.1882142857142857,%,13_PNG,Google,,National,Monthly,2021-02-28,ATO
COVID Google Mobility Data - Public transport stations,0.01193548387096774,%,13_PNG,Google,,National,Monthly,2021-03-31,ATO
COVID Google Mobility Data - Public transport stations,0.03266666666666666,%,13_PNG,Google,,National,Monthly,2021-04-30,ATO
COVID Google Mobility Data - Public transport stations,0.1187096774193548,%,13_PNG,Google,,National,Monthly,2021-05-31,ATO
COVID Google Mobility Data - Public transport stations,0.137,%,13_PNG,Google,,National,Monthly,2021-06-30,ATO
COVID Google Mobility Data - Public transport stations,0.2135483870967742,%,13_PNG,Google,,National,Monthly,2021-07-31,ATO
COVID Google Mobility Data - Public transport stations,0.2422580645161291,%,13_PNG,Google,,National,Monthly,2021-08-31,ATO
COVID Google Mobility Data - Public transport stations,0.324,%,13_PNG,Google,,National,Monthly,2021-09-30,ATO
COVID Google Mobility Data - Public transport stations,0.2216129032258064,%,13_PNG,Google,,National,Monthly,2021-10-31,ATO
COVID Google Mobility Data - Public transport stations,0.371,%,13_PNG,Google,,National,Monthly,2021-11-30,ATO
COVID Google Mobility Data - Public transport stations,0.5087096774193549,%,13_PNG,Google,,National,Monthly,2021-12-31,ATO
COVID Google Mobility Data - Public transport stations,0.5693548387096774,%,13_PNG,Google,,National,Monthly,2022-01-31,ATO
COVID Google Mobility Data - Public transport stations,0.6442857142857144,%,13_PNG,Google,,National,Monthly,2022-02-28,ATO
COVID Google Mobility Data - Public transport stations,0.7958064516129032,%,13_PNG,Google,,National,Monthly,2022-03-31,ATO
COVID Google Mobility Data - Workplaces,0.1053333333333333,%,13_PNG,Google,,National,Monthly,2020-02-29,ATO
COVID Google Mobility Data - Workplaces,0.0835483870967742,%,13_PNG,Google,,National,Monthly,2020-03-31,ATO
COVID Google Mobility Data - Workplaces,0.031,%,13_PNG,Google,,National,Monthly,2020-04-30,ATO
COVID Google Mobility Data - Workplaces,0.2061290322580645,%,13_PNG,Google,,National,Monthly,2020-05-31,ATO
COVID Google Mobility Data - Workplaces,0.2,%,13_PNG,Google,,National,Monthly,2020-06-30,ATO
COVID Google Mobility Data - Workplaces,0.1409677419354839,%,13_PNG,Google,,National,Monthly,2020-07-31,ATO
COVID Google Mobility Data - Workplaces,0.1333333333333333,%,13_PNG,Google,,National,Monthly,2020-08-31,ATO
COVID Google Mobility Data - Workplaces,0.1507142857142857,%,13_PNG,Google,,National,Monthly,2020-09-30,ATO
COVID Google Mobility Data - Workplaces,0.1235483870967742,%,13_PNG,Google,,National,Monthly,2020-10-31,ATO
COVID Google Mobility Data - Workplaces,0.107,%,13_PNG,Google,,National,Monthly,2020-11-30,ATO
COVID Google Mobility Data - Workplaces,0.01483870967741936,%,13_PNG,Google,,National,Monthly,2020-12-31,ATO
COVID Google Mobility Data - Workplaces,0.09129032258064516,%,13_PNG,Google,,National,Monthly,2021-01-31,ATO
COVID Google Mobility Data - Workplaces,0.001785714285714286,%,13_PNG,Google,,National,Monthly,2021-02-28,ATO
COVID Google Mobility Data - Workplaces,0.0774193548387097,%,13_PNG,Google,,National,Monthly,2021-03-31,ATO
COVID Google Mobility Data - Workplaces,0.01033333333333333,%,13_PNG,Google,,National,Monthly,2021-04-30,ATO
COVID Google Mobility Data - Workplaces,0.1819354838709678,%,13_PNG,Google,,National,Monthly,2021-05-31,ATO
COVID Google Mobility Data - Workplaces,0.2036666666666667,%,13_PNG,Google,,National,Monthly,2021-06-30,ATO
COVID Google Mobility Data - Workplaces,0.2358064516129032,%,13_PNG,Google,,National,Monthly,2021-07-31,ATO
COVID Google Mobility Data - Workplaces,0.3051612903225806,%,13_PNG,Google,,National,Monthly,2021-08-31,ATO
COVID Google Mobility Data - Workplaces,0.3036666666666667,%,13_PNG,Google,,National,Monthly,2021-09-30,ATO
COVID Google Mobility Data - Workplaces,0.2512903225806451,%,13_PNG,Google,,National,Monthly,2021-10-31,ATO
COVID Google Mobility Data - Workplaces,0.274,%,13_PNG,Google,,National,Monthly,2021-11-30,ATO
COVID Google Mobility Data - Workplaces,0.1838709677419355,%,13_PNG,Google,,National,Monthly,2021-12-31,ATO
COVID Google Mobility Data - Workplaces,0.2570967741935484,%,13_PNG,Google,,National,Monthly,2022-01-31,ATO
COVID Google Mobility Data - Workplaces,0.4025,%,13_PNG,Google,,National,Monthly,2022-02-28,ATO
COVID Google Mobility Data - Workplaces,0.7867741935483871,%,13_PNG,Google,,National,Monthly,2022-03-31,ATO
COVID Google Mobility Data - Residential,0.006153846153846154,%,13_PNG,Google,,National,Monthly,2020-02-29,ATO
COVID Google Mobility Data - Residential,0.03692307692307693,%,13_PNG,Google,,National,Monthly,2020-03-31,ATO
COVID Google Mobility Data - Residential,0.09615384615384615,%,13_PNG,Google,,National,Monthly,2020-04-30,ATO
COVID Google Mobility Data - Residential,0.03461538461538462,%,13_PNG,Google,,National,Monthly,2020-05-31,ATO
COVID Google Mobility Data - Residential,0.02230769230769231,%,13_PNG,Google,,National,Monthly,2020-06-30,ATO
COVID Google Mobility Data - Residential,0.02333333333333333,%,13_PNG,Google,,National,Monthly,2020-07-31,ATO
COVID Google Mobility Data - Residential,0.03846153846153846,%,13_PNG,Google,,National,Monthly,2020-08-31,ATO
COVID Google Mobility Data - Residential,0.0437037037037037,%,13_PNG,Google,,National,Monthly,2020-09-30,ATO
COVID Google Mobility Data - Residential,0.007419354838709678,%,13_PNG,Google,,National,Monthly,2020-10-31,ATO
COVID Google Mobility Data - Residential,0.003666666666666667,%,13_PNG,Google,,National,Monthly,2020-11-30,ATO
COVID Google Mobility Data - Residential,0.02935483870967742,%,13_PNG,Google,,National,Monthly,2020-12-31,ATO
COVID Google Mobility Data - Residential,0.04806451612903226,%,13_PNG,Google,,National,Monthly,2021-01-31,ATO
COVID Google Mobility Data - Residential,0.02285714285714286,%,13_PNG,Google,,National,Monthly,2021-02-28,ATO
