,date,vehicle_type,measure,transport_type,frequency,medium,unit,fuel,economy,scope,comment,dataset,drive,value
0,2017,all,stocks,freight,yearly,air,stocks,all,13_PNG,national,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,bev,0.0
1,2017,all,stocks,passenger,yearly,air,stocks,all,13_PNG,national,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,bev,0.0
2,2017,all,stocks,freight,yearly,rail,stocks,all,13_PNG,national,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,bev,0.0
3,2017,all,stocks,passenger,yearly,rail,stocks,all,13_PNG,national,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,bev,0.0
4,2017,all,stocks,freight,yearly,ship,stocks,all,13_PNG,national,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,bev,0.0
5,2017,all,stocks,passenger,yearly,ship,stocks,all,13_PNG,national,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,bev,0.0
6,2017,lcv,stocks,freight,yearly,road,stocks,all,13_PNG,national,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,bev,0.0
7,2017,2w,stocks,passenger,yearly,road,stocks,all,13_PNG,national,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,bev,0.0
8,2017,bus,stocks,passenger,yearly,road,stocks,all,13_PNG,national,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,bev,0.0
9,2017,all,stocks,freight,yearly,air,stocks,all,13_PNG,national,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,phev,0.0
10,2017,all,stocks,passenger,yearly,air,stocks,all,13_PNG,national,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,phev,0.0
11,2017,all,stocks,freight,yearly,rail,stocks,all,13_PNG,national,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,phev,0.0
12,2017,all,stocks,passenger,yearly,rail,stocks,all,13_PNG,national,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,phev,0.0
13,2017,all,stocks,freight,yearly,ship,stocks,all,13_PNG,national,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,phev,0.0
14,2017,all,stocks,passenger,yearly,ship,stocks,all,13_PNG,national,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,phev,0.0
15,2017,lcv,stocks,freight,yearly,road,stocks,all,13_PNG,national,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,phev,0.0
16,2017,2w,stocks,passenger,yearly,road,stocks,all,13_PNG,national,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,phev,0.0
17,2017,bus,stocks,passenger,yearly,road,stocks,all,13_PNG,national,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,phev,0.0
18,2017,all,stocks,freight,yearly,air,stocks,all,13_PNG,national,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,ice,0.0
19,2017,all,stocks,passenger,yearly,air,stocks,all,13_PNG,national,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,ice,0.0
20,2017,all,stocks,freight,yearly,rail,stocks,all,13_PNG,national,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,ice,0.0
21,2017,all,stocks,passenger,yearly,rail,stocks,all,13_PNG,national,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,ice,0.0
22,2017,all,stocks,freight,yearly,ship,stocks,all,13_PNG,national,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,ice,0.0
23,2017,all,stocks,passenger,yearly,ship,stocks,all,13_PNG,national,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,ice,0.0
24,2017,lcv,stocks,freight,yearly,road,stocks,all,13_PNG,national,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,ice,10168.0
25,2017,2w,stocks,passenger,yearly,road,stocks,all,13_PNG,national,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,ice,10505.0
26,2017,bus,stocks,passenger,yearly,road,stocks,all,13_PNG,national,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,ice,130161.0
27,2018,all,activity,passenger,yearly,rail,passenger_km_or_freight_tonne_km,all,13_PNG,national,no_comment,"ato $ un_statistics_division,_itf",all,834988373.85
28,2013,all,revenue_passenger_km,passenger,yearly,air,revenue_passenger_kilometers,all,13_PNG,national,no_comment,ato $ international_council_on_clean_transportation_(icct),all,830000000.0
29,2018,all,revenue_passenger_km,passenger,yearly,air,revenue_passenger_kilometers,all,13_PNG,national,no_comment,ato $ international_council_on_clean_transportation_(icct),all,1000000000.0
30,2019,all,revenue_passenger_km,passenger,yearly,air,revenue_passenger_kilometers,all,13_PNG,national,no_comment,ato $ international_council_on_clean_transportation_(icct),all,670000000.0
31,2013,all,revenue_passenger_km,passenger,yearly,air,revenue_passenger_kilometers,all,13_PNG,regional,no_comment,ato $ international_council_on_clean_transportation_(icct),all,770000000.0
32,2018,all,revenue_passenger_km,passenger,yearly,air,revenue_passenger_kilometers,all,13_PNG,regional,no_comment,ato $ international_council_on_clean_transportation_(icct),all,1050000000.0
33,2019,all,revenue_passenger_km,passenger,yearly,air,revenue_passenger_kilometers,all,13_PNG,regional,no_comment,ato $ international_council_on_clean_transportation_(icct),all,740000000.0
34,2013,all,revenue_passenger_km,passenger,yearly,air,revenue_passenger_kilometers,all,13_PNG,"national,_international",no_comment,ato $ international_council_on_clean_transportation_(icct),all,1600000000.0
35,2018,all,revenue_passenger_km,passenger,yearly,air,revenue_passenger_kilometers,all,13_PNG,"national,_international",no_comment,ato $ international_council_on_clean_transportation_(icct),all,2050000000.0
36,2019,all,revenue_passenger_km,passenger,yearly,air,revenue_passenger_kilometers,all,13_PNG,"national,_international",no_comment,ato $ international_council_on_clean_transportation_(icct),all,1410000000.0
37,2018,all,activity,passenger,yearly,air,passenger_km_or_freight_tonne_km,all,13_PNG,"national,_international",no_comment,"ato $ un_statistics_division,_itf",all,1538976406.01385
38,2018,all,activity,passenger,yearly,all,passenger_km_or_freight_tonne_km,all,13_PNG,"national,_international",no_comment,"ato $ un_statistics_division,_itf",all,18258439066.23355
39,2018,all,activity,passenger,yearly,road,passenger_km_or_freight_tonne_km,all,13_PNG,national,no_comment,"ato $ un_statistics_division,_itf",all,15884474286.3697
40,2018,all,activity,freight,yearly,all,passenger_km_or_freight_tonne_km,all,13_PNG,"national,_international",no_comment,"ato $ un_statistics_division,_itf",all,4098630948.1231103
41,1990,all,activity,freight,yearly,air,passenger_km_or_freight_tonne_km,all,13_PNG,national,no_comment,ato $ world_bank_(wb),all,14800000.1907
42,1991,all,activity,freight,yearly,air,passenger_km_or_freight_tonne_km,all,13_PNG,national,no_comment,ato $ world_bank_(wb),all,15600000.3815
43,1992,all,activity,freight,yearly,air,passenger_km_or_freight_tonne_km,all,13_PNG,national,no_comment,ato $ world_bank_(wb),all,16100000.3815
44,1993,all,activity,freight,yearly,air,passenger_km_or_freight_tonne_km,all,13_PNG,national,no_comment,ato $ world_bank_(wb),all,14600000.3815
45,1994,all,activity,freight,yearly,air,passenger_km_or_freight_tonne_km,all,13_PNG,national,no_comment,ato $ world_bank_(wb),all,17200000.7629
46,1995,all,activity,freight,yearly,air,passenger_km_or_freight_tonne_km,all,13_PNG,national,no_comment,ato $ world_bank_(wb),all,18000000.0
47,1996,all,activity,freight,yearly,air,passenger_km_or_freight_tonne_km,all,13_PNG,national,no_comment,ato $ world_bank_(wb),all,18000000.0
48,1997,all,activity,freight,yearly,air,passenger_km_or_freight_tonne_km,all,13_PNG,national,no_comment,ato $ world_bank_(wb),all,15699999.8093
