economy,date,medium,measure,dataset,unit,fuel,comment,scope,frequency,drive,vehicle_type,transport_type,value
11_MEX,1998,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,ht,freight,4078068.0
11_MEX,1999,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,ht,freight,4340112.0
11_MEX,2000,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,ht,freight,4939417.0
11_MEX,2001,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,ht,freight,5394206.0
11_MEX,2002,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,ht,freight,5860797.0
11_MEX,2003,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,ht,freight,6317293.0
11_MEX,2004,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,ht,freight,6707535.0
11_MEX,2005,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,ht,freight,6980738.0
11_MEX,2006,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,ht,freight,7462918.0
11_MEX,2007,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,ht,freight,7849491.0
11_MEX,2008,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,ht,freight,8453601.0
11_MEX,2009,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,ht,freight,8835194.0
11_MEX,2010,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,ht,freight,9015356.0
11_MEX,2011,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,ht,freight,9260456.0
11_MEX,2012,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,ht,freight,9385466.0
11_MEX,2013,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,ht,freight,9704131.0
11_MEX,2014,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,ht,freight,9863980.0
11_MEX,2015,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,ht,freight,10073288.0
11_MEX,2016,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,ht,freight,10384621.0
11_MEX,2017,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,ht,freight,10895817.0
11_MEX,2018,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,ht,freight,10970128.0
11_MEX,2019,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,ht,freight,11022869.0
11_MEX,2020,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,ht,freight,11044684.0
11_MEX,2021,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,ht,freight,11258873.0
11_MEX,2022,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,ht,freight,11395481.0
11_MEX,1980,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,2w,passenger,277084.0
11_MEX,1981,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,2w,passenger,296601.0
11_MEX,1982,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,2w,passenger,257235.0
11_MEX,1983,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,2w,passenger,250484.0
11_MEX,1984,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,2w,passenger,248148.0
11_MEX,1985,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,2w,passenger,250358.0
11_MEX,1986,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,2w,passenger,232692.0
11_MEX,1987,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,2w,passenger,221059.0
11_MEX,1988,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,2w,passenger,217898.0
11_MEX,1989,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,2w,passenger,223815.0
11_MEX,1990,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,2w,passenger,248547.0
11_MEX,1991,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,2w,passenger,261111.0
11_MEX,1992,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,2w,passenger,273411.0
11_MEX,1993,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,2w,passenger,198209.0
11_MEX,1994,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,2w,passenger,214972.0
11_MEX,1995,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,2w,passenger,128960.0
11_MEX,1996,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,2w,passenger,176559.0
11_MEX,1997,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,2w,passenger,178166.0
11_MEX,1998,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,2w,passenger,222100.0
11_MEX,1999,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,2w,passenger,262599.0
11_MEX,2000,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,2w,passenger,293924.0
11_MEX,2001,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,2w,passenger,280806.0
11_MEX,2002,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,2w,passenger,369522.0
11_MEX,2003,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,2w,passenger,439517.0
11_MEX,2004,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,2w,passenger,518307.0
11_MEX,2005,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,2w,passenger,588543.0
11_MEX,2006,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,2w,passenger,722309.0
11_MEX,2007,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,2w,passenger,879005.0
11_MEX,2008,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,2w,passenger,1080073.0
11_MEX,2009,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,2w,passenger,1198253.0
11_MEX,2010,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,2w,passenger,1154145.0
11_MEX,2011,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,2w,passenger,1313122.0
11_MEX,2012,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,2w,passenger,1582228.0
11_MEX,2013,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,2w,passenger,1873641.0
11_MEX,2014,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,2w,passenger,2271563.0
11_MEX,2015,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,2w,passenger,2637264.0
11_MEX,2016,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,2w,passenger,3037577.0
11_MEX,2017,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,2w,passenger,3598543.0
11_MEX,2018,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,2w,passenger,4080152.0
11_MEX,2019,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,2w,passenger,4789622.0
11_MEX,2020,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,2w,passenger,5284210.0
11_MEX,2021,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,2w,passenger,5936173.0
11_MEX,2022,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,2w,passenger,6806475.0
