economy,date,medium,measure,dataset,unit,fuel,comment,scope,frequency,drive,vehicle_type,transport_type,value
11_MEX,1980,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,cars,passenger,3950042.0
11_MEX,1981,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,cars,passenger,4341363.0
11_MEX,1982,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,cars,passenger,4616897.0
11_MEX,1983,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,cars,passenger,4726236.0
11_MEX,1984,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,cars,passenger,4970526.0
11_MEX,1985,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,cars,passenger,5281842.0
11_MEX,1986,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,cars,passenger,5202922.0
11_MEX,1987,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,cars,passenger,5336228.0
11_MEX,1988,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,cars,passenger,5597735.0
11_MEX,1989,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,cars,passenger,6003532.0
11_MEX,1990,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,cars,passenger,6555550.0
11_MEX,1991,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,cars,passenger,6950708.0
11_MEX,1992,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,cars,passenger,7399178.0
11_MEX,1993,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,cars,passenger,7715951.0
11_MEX,1994,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,cars,passenger,7217732.0
11_MEX,1995,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,cars,passenger,7469504.0
11_MEX,1996,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,cars,passenger,7830864.0
11_MEX,1997,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,cars,passenger,8402995.0
11_MEX,1998,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,cars,passenger,9086209.0
11_MEX,1999,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,cars,passenger,9582796.0
11_MEX,2000,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,cars,passenger,10176179.0
11_MEX,2001,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,cars,passenger,11351982.0
11_MEX,2002,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,cars,passenger,12254910.0
11_MEX,2003,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,cars,passenger,12742049.0
11_MEX,2004,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,cars,passenger,13388011.0
11_MEX,2005,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,cars,passenger,14300380.0
11_MEX,2006,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,cars,passenger,16411813.0
11_MEX,2007,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,cars,passenger,17696623.0
11_MEX,2008,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,cars,passenger,19420942.0
11_MEX,2009,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,cars,passenger,20519224.0
11_MEX,2010,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,cars,passenger,21152773.0
11_MEX,2011,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,cars,passenger,22374326.0
11_MEX,2012,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,cars,passenger,23569623.0
11_MEX,2013,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,cars,passenger,24819922.0
11_MEX,2014,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,cars,passenger,25543908.0
11_MEX,2015,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,cars,passenger,26907994.0
11_MEX,2016,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,cars,passenger,28664295.0
11_MEX,2017,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,cars,passenger,30958042.0
11_MEX,2018,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,cars,passenger,32290067.0
11_MEX,2019,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,cars,passenger,33603591.0
11_MEX,2020,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,cars,passenger,34425695.0
11_MEX,2021,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,cars,passenger,35455026.0
11_MEX,2022,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,cars,passenger,36496879.0
11_MEX,1980,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,bus,passenger,60388.0
11_MEX,1981,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,bus,passenger,64973.0
11_MEX,1982,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,bus,passenger,69233.0
11_MEX,1983,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,bus,passenger,71326.0
11_MEX,1984,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,bus,passenger,76517.0
11_MEX,1985,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,bus,passenger,79028.0
11_MEX,1986,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,bus,passenger,83373.0
11_MEX,1987,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,bus,passenger,84364.0
11_MEX,1988,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,bus,passenger,85229.0
11_MEX,1989,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,bus,passenger,90150.0
11_MEX,1990,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,bus,passenger,93275.0
11_MEX,1991,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,bus,passenger,96910.0
11_MEX,1992,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,bus,passenger,95179.0
11_MEX,1993,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,bus,passenger,85941.0
11_MEX,1994,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,bus,passenger,114577.0
11_MEX,1995,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,bus,passenger,120497.0
11_MEX,1996,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,bus,passenger,96933.0
11_MEX,1997,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,bus,passenger,125445.0
11_MEX,1998,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,bus,passenger,176443.0
11_MEX,1999,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,bus,passenger,200357.0
11_MEX,2000,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,bus,passenger,202396.0
11_MEX,2001,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,bus,passenger,273536.0
11_MEX,2002,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,bus,passenger,299365.0
11_MEX,2003,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,bus,passenger,308101.0
11_MEX,2004,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,bus,passenger,264585.0
11_MEX,2005,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,bus,passenger,268817.0
11_MEX,2006,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,bus,passenger,310189.0
11_MEX,2007,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,bus,passenger,322078.0
11_MEX,2008,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,bus,passenger,333287.0
11_MEX,2009,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,bus,passenger,337465.0
11_MEX,2010,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,bus,passenger,312738.0
11_MEX,2011,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,bus,passenger,327565.0
11_MEX,2012,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,bus,passenger,338520.0
11_MEX,2013,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,bus,passenger,347144.0
11_MEX,2014,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,bus,passenger,347720.0
11_MEX,2015,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,bus,passenger,357452.0
11_MEX,2016,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,bus,passenger,367772.0
11_MEX,2017,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,bus,passenger,401120.0
11_MEX,2018,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,bus,passenger,443579.0
11_MEX,2019,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,bus,passenger,453606.0
11_MEX,2020,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,bus,passenger,461089.0
11_MEX,2021,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,bus,passenger,452766.0
11_MEX,2022,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,bus,passenger,468586.0
11_MEX,1980,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,ht,freight,1470816.0
11_MEX,1981,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,ht,freight,1636899.0
11_MEX,1982,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,ht,freight,1751799.0
11_MEX,1983,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,ht,freight,1893206.0
11_MEX,1984,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,ht,freight,2009875.0
11_MEX,1985,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,ht,freight,2114395.0
11_MEX,1986,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,ht,freight,2213025.0
11_MEX,1987,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,ht,freight,2292078.0
11_MEX,1988,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,ht,freight,2424025.0
11_MEX,1989,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,ht,freight,2691551.0
11_MEX,1990,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,ht,freight,2964736.0
11_MEX,1991,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,ht,freight,3293414.0
11_MEX,1992,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,ht,freight,3492416.0
11_MEX,1993,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,ht,freight,3592977.0
11_MEX,1994,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,ht,freight,3613808.0
11_MEX,1995,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,ht,freight,3598685.0
11_MEX,1996,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,ht,freight,3645672.0
11_MEX,1997,Road,Stocks,statistics_mexico_stocks,Stocks,All,,All,Annual,All,ht,freight,3878581.0
